title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Notification,Notification Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Call Function,Bluetooth,Messaging Support,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Date & Time Display,Calendar,Alarm Clock,Speaker,Microphone,Gesture Control,Voice Control,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Water Resistance Depth,Maximum Operating Altitude,Talk time,Battery Type,Stand By Time,Other Features,Operating System,RAM,Number of Cores,Processor Name,Processor Speed,Internal Memory,Expandable Memory,Wi-Fi,GPS,Bluetooth Version,Third Party App Support,Other Connectivity Features,Display Type,Flash,Primary Camera,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Other Fitness Features,Compass,Chronograph,Language,Number of Buttons,Other Watch Functions,Audio Features,Supported Audio Format,Video Features,Supported Video Format,Speaker Volume,HD Recording,HD Playback,Other Multimedia Features,Width,Height,Thickness,Diameter,Weight,Other Dimensions,International Warranty,Compatible Operating System
TOUCH 18 T800 Smart watch with WiFi GPS 5G Network Sim ...,₹505,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/g/0/49-t900-ultra-android-ios-robb-stark-yes-original-imahfmh29tkccdc7.jpeg?q=70,https://www.flipkart.com/touch-18-t800-smart-watch-wifi-gps-5g-network-sim-card-supported-s9-smartwatch/p/itmfea6016f0b3f9?pid=SMWH87DHDDGZUPEF&lid=LSTSMWH87DHDDGZUPEFMJUWV0&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_125&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWH87DHDDGZUPEF.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,1,T800 _ watch 7,T800 Smart watch with WiFi GPS 5G Network Sim Card supported S9,Black,Square,Black,Silicone,Free Size,Yes,Yes,"Fitness & Outdoor, Watchphone",Aluminium,Men & Women,Android & iOS,Black,Metal,Accelerometer,Mobile,All,"Ringer, Vibration",60 min,2 Year,Yes,Wireless,Yes,Yes,Yes,Yes,50 m,All,320X320 pixel,49 mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,Yes,Yes,NA,NA,NA,NA,0 Months,50 m,50 m,48 hr,Lithium,300 hr,Noise cancellation,Mobile,128 MB,Dual core pro,X60,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch Pro,Bluetooth,Ultra HD,NA,0.1 MP,NA,Yes,Raise to wake,Yes,Sleep Tracking,Yes,Yes,English,3,Barometer,Noise cancellation,MP3,Video player,AVI,80 dB,HD,HD,NA,49 mm,44 mm,14 mm,44 mm,100 g,NA,0 Months,
BEST BOOST T10 smart watch & S8 4G network Sim Card And...,₹630,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/f/t/34-t-10-black-android-ios-best-boost-yes-original-imah8g9q4c5vyhgg.jpeg?q=70,https://www.flipkart.com/best-boost-t10-smart-watch-s8-4g-network-sim-card-android-system-ultra-t21-smartwatch/p/itmfea6016f0b3f9?pid=SMWH39BHTRRK6HUF&lid=LSTSMWH39BHTRRK6HUFSKQ3IO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_129&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWH39BHTRRK6HUF.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,1,T-10 -black,T10 smart watch & S8 4G network Sim Card Android System T10 Ultra T21,BLACK,Square,Black,Silicone,Free Size,No,Yes,Watchphone,ZINC Alloy,Men & Women,Android & iOS,Black,Clip on,Accelemeter,Mobile,"All Calendar Reminder, Missed Call Notification","Ringer, Vibration",60 min,2 Year,Yes,Wireless,Yes,Yes,Yes,Yes,20 m,"All Mute Calls, Reject Calls, Take Calls, Speed Dial",320X320 pixel,34 mm,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,All,Yes,NA,NA,NA,NA,0 Months,50 m,300 m,72 hr,Lithium Ion,72 hr,Noise cancellation,Mobile,512 MB,Dual core pro,SG600,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch pro,Bluetooth,AMOLED,NA,1.3 MP,NA,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 200 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,Sleep Tracking,Yes,Yes,English,3,Barometer,Noise cancellation,Mp3,NA,AVI,80 dB,HD,HD,Integrated voice assistant,44 mm,44 mm,14 mm,49 mm,100 g,25 G Weight box,0 Months,
maxphony T800 T10 Ultra Pro Edition smart watch with Wi...,₹654,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/t/f/49-t800-ultra-8-android-ios-beat-it-yes-original-imah2sqz9p95aycf.jpeg?q=70,https://www.flipkart.com/maxphony-t800-t10-ultra-pro-smart-watch-wifi-gps-sim-card-5g-s10-smartwatch/p/itm79f3ea9aa77cf?pid=SMWH2WY49JHKSH8B&lid=LSTSMWH2WY49JHKSH8BBYPBYI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_133&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWH2WY49JHKSH8B.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,Pack of 1,Ultra %T800 8,T800 T10 Ultra Pro Edition smart watch with WiFi GPS SIM card 5G S10,Black,Square,Black,Silicone,Free Size,No,Yes,"Fitness & Outdoor, Watchphone",ZINC Alloy,Men & Women,Android & iOS,Black,Clasp,Accelerometer,Mobile phone,All,Vibrate,40 min,2 Year,Yes,Wireless,Yes,Yes,Yes,Yes,50 m,All,320X320 pixel,49 mm,Yes,No,No,No,Yes,Yes,Yes,1,1,Yes,Yes,NA,NA,NA,NA,0 Months,50 m,50 m,48 hr,Lithium,72 hr,Noise cancellation,Mobile,128 MB,Dual core pro,SA50,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch Pro,Bluetooth,AMOLED,NA,0.1 MP,NA,Yes,Raise To Wake,Yes,Sleep Tracking,Yes,Yes,English,3,Weather,Noise Cancellation,MP3,NA,NA,80 dB,HD,HD,NA,49 mm,44 mm,14 mm,49 mm,100 g,NA,0 Months,
JOKIN T800 Ultra smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/0/n/1-99-android-ios-t800-ultra-biggest-display-smart-watch-with-bt-original-imagppngk3nfwv7n.jpeg?q=70,https://www.flipkart.com/jokin-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm3f3dd6ee2c869?pid=SMWGQMWQCG3TGCJP&lid=LSTSMWGQMWQCG3TGCJPIWLBBH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_137&otracker=search&fm=organic&iid=en__dryXWJFxIwvkMaNMtMLkorIS2ZuhFPzQDNVRrNmxYimvyzxLODjpIJ61z3UFbvqEUcehCpsdXVrAiAO6-6qqQ%3D%3D&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Orange,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Orange,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3 days,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,49 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
ANIRUDRA ENTERPRISES T800 Ultra Smartwatch Biggest Disp...,₹531,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/c/i/49-android-ios-ultra-8-real-screw-ephemeral-no-original-imagpb6gnzynv4g9.jpeg?q=70,https://www.flipkart.com/anirudra-enterprises-t800-ultra-smartwatch-biggest-display-bt-calling-wireless-charge-fitness-a249/p/itm26f9b47bff25a?pid=SMWGYYSCXVTPEHMF&lid=LSTSMWGYYSCXVTPEHMFP8QRG4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_141&otracker=search&fm=organic&iid=en__dryXWJFxIwvkMaNMtMLkorIS2ZuhFPzQDNVRrNmxYi3AV6nGsWYsslzOSr--2X-ic4Rn4ROrc7SlkTJAnFhtw%3D%3D&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,"1 Smart Watch, 1 Wireless Charger",T800,T800 Ultra Smartwatch Biggest Display BT Calling Wireless Charge Fitness A249,,Square,"Orange, Multicolor",Fabric,Free Size,Yes,Yes,Watchphone,,Men & Women,Android & iOS,"Orange, Multicolor",,"Accelerometer, Gyroscope, Proximity Sensor",,,,,3 Days,,,No,Yes,,,,,380*380 pixel,44 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVAAY ENTERPRISES T500 SmartWatch with Bluetooth Call...,₹549,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/8/2/45-t500-series-bluetooth-smartwatch-fitness-tracker-wrist-watch-original-imah4tyy5vuuwdhh.jpeg?q=70,https://www.flipkart.com/shivaay-enterprises-t500-smartwatch-bluetooth-calling-heart-rate-monitor-fitness-w266/p/itm7a1498917b822?pid=SMWH4TYY2TZA5WAJ&lid=LSTSMWH4TYY2TZA5WAJJNOQPO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_145&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWH4TYY2TZA5WAJ.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,"1 SMARTWATCH, 1 USB CABLE, 1 USER GUIDE",T500 Series Bluetooth Smartwatch fitness tracker Wrist Watch Phone T266,T500 SmartWatch with Bluetooth Calling Heart Rate Monitor Fitness Monitor W266,,Square,Black,Rubber,Free Size,Yes,Yes,Fitness & Outdoor,Stainless Steel,Men & Women,Android & iOS,Black,,"Accelerometer, Gyroscope, Proximity Sensor",,,,,24 Hours,Yes,,Yes,Yes,,,,,315*309 pixel,45 mm,,,,,,,,,,,,,,,,,1 m,,,Lithium,,,,128 MB,,,,512 MB,,,,,,,OLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VYGHA COLLECTION T800 S8 Ultra Watch Bluetooth Call Fit...,₹539,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/z/c/69-vyg-t800-black-ultra-12-android-ios-vygha-collection-yes-original-imagwxdzf6yn9wfu.jpeg?q=70,https://www.flipkart.com/vygha-collection-t800-s8-ultra-watch-bluetooth-call-fitness-bracelet-magnetic-charging-smartwatch/p/itmfc0745f1e235a?pid=SMWGWXDZVPNKMZUU&lid=LSTSMWGWXDZVPNKMZUUI9FHUA&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_149&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWGWXDZVPNKMZUU.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,1 Magnetic charger,VYG - T800 - BLACK - ULTRA (12),T800 S8 Ultra Watch Bluetooth Call Fitness Bracelet Magnetic Charging,Black,Square,Black,Silicone,Free Size,Yes,Yes,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Silicone,Men & Women,Android & iOS,Black,Buckle,Heart rate Sensor,,"You will receive only notification to See Calls & Messages on Your Wrist: Receive/Rejection call, calendar, SMS and SNS (Facebook, WhatsApp, LinkedIn, Instagram, and Twitter) notifications on display, fitness tracker band let you never miss the messages that matter",Vibration & Call alert,60 min,Upto 10 days,Yes,Magnetic Charger,Yes,Yes,Yes,,25 m,"After connecting to Bluetooth, you can directly dial the phone number on the screen to answer the call. Bluetooth 5.2 (supports Android 5.0, IOS9.0), allows you to exercise, fitness, and bike hands-free, using high-fidelity waterproof speakers. If you don’t need the call function, you can turn it off.Multiple sports modes, IP67 waterproof level(Note: not suitable for diving, swimming or sauna. Try not to put the watch in the water).",1080 pixel,69 mm,Yes,Yes,Yes,Yes,Analog,Yes,Yes,,,Answer Call,Yes,,,,,,10 m,10 m,48 hr,Lithium Ion,72 hr,,"Android 6.0 and above, iOS 13.0 and above",1 GB,Dual Core,Snapdragon,,256 MB,1 GB,Yes,Yes,v2,NA,"To enable Bluetooth Calling Function, first connect it to the compatible app. Once connected, manually go to the phone's Bluetooth settings and pair this smartwatch . Upon pairing, you will get a notification: Connected for calls and audio",OLED Retina Display,Super amoled Flash,,NA,Yes,?1.80 inch HD Full Touch?- Best in class HD Full Touch Screen with a 320*385 pixel Resolution. Smooth functioning and easy swipes making life better.,Yes,Fitness band will Sync after installing fitness band Fitpro application from play store.To set time of watch you have to install Fitpro application.Switch ON bluetooth and location whlie connecting fitness band from app,Yes,Yes,Multi- Language,1,"Smart Notifications: In Addition To Tracking, This Smartwatch Connects To The App, Available For All Smartphones So You Can Receive Incoming Phone Messages, Calls, And More. The Smartwatch Offers Bluetooth Connectivity. Get All Your Messages And Notifications Sent Straight To Your Wrist",,,,,,,,,,,,,,,,
ROCK TOUCH T800 S8 Ultra Watch Bluetooth Call Fitness B...,₹555,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/6/w/49-t800-bluetooth-calling-smartwatch-fast-charging-sports-mode-original-imahykz4nsxyr8vy.jpeg?q=70,https://www.flipkart.com/rock-touch-t800-s8-ultra-watch-bluetooth-call-fitness-bracelet-magnetic-charging-smartwatch/p/itmfc0745f1e235a?pid=SMWH3VEPGZBDASX8&lid=LSTSMWH3VEPGZBDASX80NTEBR&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_153&otracker=search&fm=organic&iid=b9f99d54-a8d3-465e-a5df-6cc73c04eeb0.SMWH3VEPGZBDASX8.SEARCH&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,1 Magnetic charger,VYG - T800 - BLACK - ULTRA (12),T800 S8 Ultra Watch Bluetooth Call Fitness Bracelet Magnetic Charging,Black,Square,Black,Silicone,Free Size,Yes,Yes,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Silicone,Men & Women,Android & iOS,Black,Buckle,Heart rate Sensor,,"You will receive only notification to See Calls & Messages on Your Wrist: Receive/Rejection call, calendar, SMS and SNS (Facebook, WhatsApp, LinkedIn, Instagram, and Twitter) notifications on display, fitness tracker band let you never miss the messages that matter",Vibration & Call alert,60 min,Upto 10 days,Yes,Magnetic Charger,Yes,Yes,Yes,,25 m,"After connecting to Bluetooth, you can directly dial the phone number on the screen to answer the call. Bluetooth 5.2 (supports Android 5.0, IOS9.0), allows you to exercise, fitness, and bike hands-free, using high-fidelity waterproof speakers. If you don’t need the call function, you can turn it off.Multiple sports modes, IP67 waterproof level(Note: not suitable for diving, swimming or sauna. Try not to put the watch in the water).",1080 pixel,69 mm,Yes,Yes,Yes,Yes,Analog,Yes,Yes,,,Answer Call,Yes,,,,,,10 m,10 m,48 hr,Lithium Ion,72 hr,,"Android 6.0 and above, iOS 13.0 and above",1 GB,Dual Core,Snapdragon,,256 MB,1 GB,Yes,Yes,v2,NA,"To enable Bluetooth Calling Function, first connect it to the compatible app. Once connected, manually go to the phone's Bluetooth settings and pair this smartwatch . Upon pairing, you will get a notification: Connected for calls and audio",OLED Retina Display,Super amoled Flash,,NA,Yes,?1.80 inch HD Full Touch?- Best in class HD Full Touch Screen with a 320*385 pixel Resolution. Smooth functioning and easy swipes making life better.,Yes,Fitness band will Sync after installing fitness band Fitpro application from play store.To set time of watch you have to install Fitpro application.Switch ON bluetooth and location whlie connecting fitness band from app,Yes,Yes,Multi- Language,1,"Smart Notifications: In Addition To Tracking, This Smartwatch Connects To The App, Available For All Smartphones So You Can Receive Incoming Phone Messages, Calls, And More. The Smartwatch Offers Bluetooth Connectivity. Get All Your Messages And Notifications Sent Straight To Your Wrist",,,,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/c/o/-original-imah8mtvefdghhgn.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itm65522c52de29c?pid=SMWGF5GETH3AH6WG&lid=LSTSMWGF5GETH3AH6WGVIN7BI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_157&otracker=search&fm=organic&iid=en__dryXWJFxIwvkMaNMtMLkorIS2ZuhFPzQDNVRrNmxYjpQZwE5p0rvD88SEf9ai8FzEYGrMIRSPCUKx8fWLyAT_KSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,"Smartwatch, Charging Cable, User Manual",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,150 Min,Upto 7 Days,Yes,Magnetic Charging Cable,Yes,Yes,No,Yes,10 m,"Pick up incoming calls, reject incoming calls, dial",240 x 280 Pixel,1.69 Inch,No,Yes,Yes,Yes,Date and Time,No,Yes,Yes,Yes,,,Repair or Replace,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1.5 m,,,Lithium Polymer,288 Hr,,,,,Goodix 5515-64M,,,,No,No,v5.0,,,TFT,,,,Yes,,No,60 Workout modes,No,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",,,,,,,,,35.78 mm,44.17 mm,11.6 mm,,45 g,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,199",4.1,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_161&otracker=search&fm=organic&iid=en_SREeiI4ZWlgB_rW3zCdlgDfDSs5hWRnqtbWwmSXHy5p9zi2KWLyjsEehCMlqplDvRNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Multicolour,Square,Silver,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,150 min,Upto 5 days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240x296 Pixel,2 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,Wrist to Screen Wake,Yes,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1 m,,,Lithium Polymer,480 hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",,,,,,,,,No,v5.2,,,HD,,,,Yes,1000 Nits High Brightness,No,120+ Workout modes,No,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",,,,,,,,,48 mm,11 mm,39 mm,,50 g,,,
"Pebble Royale Legend Slimmest Design,1.43''Amoled Displ...","₹3,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/z/j/-original-imah3q6hfwhuhubz.jpeg?q=70,https://www.flipkart.com/pebble-royale-legend-slimmest-design-1-43-amoled-display-bt-calling-premium-built-smartwatch/p/itmf5faf04ce3360?pid=SMWH25AH3E23Q2QY&lid=LSTSMWH25AH3E23Q2QYRA9OOB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_165&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWH25AH3E23Q2QY.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"1N Smartwatch, 1N USB Charging Cable, 1N User Manual, 1N Warranty Card",PFB82,"Royale Legend Slimmest Design,1.43''Amoled Display, BT Calling, Premium Built",Gold,Round,Brown,Leather,Free Size,Yes,Yes,Fitness & Outdoor,Metal Alloy,Men & Women,Android & iOS,WHISKEY BROWN,Hook Buckle,G-Sensor,,,Vibration,120 min,Upto 4 Days,Yes,USB Cable,Yes,Yes,No,No,10 m,"Take Calls, Reject Calls, Speed Dial",360x360 pixel,36.32 mm,No,Yes,Yes,Yes,Date & Time,Yes,Yes,1 Speaker,1 Microphone,,Yes,1 Year Warranty,offsite warranty,Manufacturing,Physical or Water Damage,1 Year,5 m,5 m,,Lithium Polymer,,,,,,,,,,No,No,5.1,,,AMOLED,,,,Yes,,No,,No,No,,1,,,,,,,,,,56.6 mm,36.8 mm,8.1 mm,140 mm,69 g,,,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLE...","₹2,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/8/n/-original-imah2v2kapkr8guh.jpeg?q=70,https://www.flipkart.com/cult-velocity-built-in-turbo-track-gps-1-4-amoled-display-compass-bt-calling-smartwatch/p/itm4e976cf921307?pid=SMWHF533YGCVBNN2&lid=LSTSMWHF533YGCVBNN2M77EDS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_169&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWHF533YGCVBNN2.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"Smartwatch, Charging Cable, User Manual, Warranty Card",CSW24,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",,Round,Black,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Black,,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",Mobile Phones,"Call,SMS,Whatsapp,Facebook,Twitter,other Social Apps,Sedentary Reminder Vibration,Ringer","Vibration, Ringer",120 min,Upto 7 Days,Yes,Magnetic Charger,Yes,Yes,,No,10 m,"Reject Calls, Take Calls, Speed Dial, Save Contacts, Call History",466 x 466 Pixel,36.322 mm,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,,Yes,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,Physical & Water Damage,,,,,,,,Android & iOS,,,,,,,No,Yes,v5.2,Limited Support,GPS Connectivity,AMOLED,,,,No,,,"PS, Pedometer,",Yes,,,,,,,,,,,,Enjoy advanced calling feature with in-built mic & speaker,,,,,,,,
