title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
"CMF by Nothing Watch Pro 2, 1.32"" AMOLED, auto-brightne...","₹4,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/2/u/-original-imah2gmfkdccr5h3.jpeg?q=70,https://www.flipkart.com/cmf-nothing-watch-pro-2-1-32-amoled-auto-brightness-gesture-control-3d-warmup-guide-gps-smartwatch/p/itm4ab8a46d15043?pid=SMWHFYQBM5KCMZH2&lid=LSTSMWHFYQBM5KCMZH2NS7FIX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_609&otracker=search&fm=organic&iid=befe089a-2cd5-40ec-9c89-5aa105d4c2eb.SMWHFYQBM5KCMZH2.SEARCH&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Line, User Guide & Safety Information and Warranty Information",D398,"Watch Pro 2, 1.32"" AMOLED, auto-brightness,Gesture Control, 3D warmup guide,GPS",,Round,Orange,Leather,Free Size,Yes,Yes,1.5 m,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Metal Aluminum Alloy,Men & Women,Android & iOS,Orange,"Accelerometer Sensor, Ambient Light Sensor, Heart Rate & SpO2 Blood Oxygen Saturation Sensor","All Andriod 8 or Above Devices, All iOS 13 or Above Devices","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather, Alarm Clock, Calendar Alerts)",Vibration,Lithium Polymer,100 min,11 Day,Yes,USB Cable,264 Hr,,Yes,Yes,Yes,No,v5.3,,10 m,"Receive incoming call signal, display incoming call reminder; can hang up the phone, Missed calls have message reminders, Incoming call reminder has higher priority than other reminders",466 x 466 Pixels,33.5 mm,AMOLED,Yes,,AMOLED Display with upto 620nits brightness,Yes,Yes,Yes,,"Training goals, Heart Rate, Warm-up exercises, 24-hour heart rate/SpO? monitoring, Smart Sleep Algorithm, Menstrual cycle tracking, All-day step count, Calories, Resting heart rate, Abnormal heart rate alert, Abnormal blood oxygen alert.","Date & Time Display along with health metrics like step count, heartbeat, calories burned etc",Yes,Yes,Yes,,"English, Indian Hindi, Italian, German, French, Czech, Slovak, Polish, Romanian, Spanish, Thai, Indonesian, Filipino, Arabic, Hebrew, Japanese, Korean, Traditional Chinese, Simplified Chinese, Russian, Portuguese, Bulgarian",1,"Smart Movement Algorithm, Warm Up Exercises, Heart Rate, Fitness Data Integration, Multi System GPS, 120 Sports Modes with Smart Recognition, Smart Sleep Algorithm, Menstrual Cycle Tracking, Wellness Companion, Gesture Control",1 Speaker,1 Microphone,"Change Music, Answer Calls, Checking Weather, etc.",Yes,45 mm,45 mm,13.9 mm,44.4 g,1 year warranty provided from the date of purchase,Offsite,Manufacturing Defects,Physical Damages,1 Year,,,Full Support on CMF Watch App,,control camera app to take pictures,,,,,,,,,,,,,,,,,,,,,,,
"Noise Crew 1.38"" Round Display with Bluetooth Calling, ...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/t/x/-original-imah6s6prqw3w883.jpeg?q=70,https://www.flipkart.com/noise-crew-1-38-round-display-bluetooth-calling-metallic-finish-ip68-rating-smartwatch/p/itmf418910871368?pid=SMWGKXECDMVXFPGN&lid=LSTSMWGKXECDMVXFPGNJXOKI0&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_613&otracker=search&fm=organic&iid=befe089a-2cd5-40ec-9c89-5aa105d4c2eb.SMWGKXECDMVXFPGN.SEARCH&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch,User Manual, Warranty Card",wrb-sw-crew-std-blk_blk,"Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating",Black,Round,Black,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Black,"Heart Rate, Sp02, Sleep Monitor, Stress",,Smart Notification,Vibration,,,7 Days,Yes,Magnetic Charger,,,Yes,Yes,,Yes,,Yes,10 m,,240 x 240 pixel,35.052 mm,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,"₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/r/-original-imah76jcgq3y3srt.jpeg?q=70,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm4972b80df3e9f?pid=SMWGEH7V3NRGVPQ9&lid=LSTSMWGEH7V3NRGVPQ9NF6ZOC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_617&otracker=search&fm=organic&iid=en_8ruUYLLp8l57ZfRgkXEeaUPgBwtbwKAT68Z3qHMzmPbd7Wm2nY820MXtZNSbEudwyGmtDIUZmhrnVkRl9LOYqvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-gld_blk,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Gold,Rectangle,Black,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Glossy Black,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",Vibration,,,Upto 7 days,Yes,Magnetic Charger,,,Yes,Yes,,Yes,,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 286 pixel,1.8 inch,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,"Change Music, Answer Calls",Yes,,,,,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise ColorFit Pro 6 Max Smartwatch,"₹7,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/v/o/-original-imah8zyfmbbj6xsv.jpeg?q=70,https://www.flipkart.com/noise-colorfit-pro-6-max-smartwatch/p/itm382383384587c?pid=SMWH6DTQWCN5AMW8&lid=LSTSMWH6DTQWCN5AMW8VBW60R&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_621&otracker=search&fm=organic&iid=en_8ruUYLLp8l57ZfRgkXEeaUPgBwtbwKAT68Z3qHMzmPai2XDUnMN6FsqrpWwoFE9KzrlfwvW-LQgZ3OixhjBxhg%3D%3D&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch with 1 charger cable,wrb-sw-cfpro6max-std-titnum_blu,ColorFit Pro 6 Max,Titanium,Rectangle,Blue,Silicone,Regular,Yes,Yes,50 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Blue Titanium,"Heart Rate, SpO2",,Yes,,,,Upto 7 days,Yes,,,,Yes,Yes,Yes,,,,10 m,,410 x 502 pixel,1.96 inch,AMOLED,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,1,,Yes,Yes,Yes,Yes,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Watch Ultra 2 GPS + Cellular 49mm Titanium Case w...,"₹89,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/g/r/-original-imagtcpc7kh8hswz.jpeg?q=70,https://www.flipkart.com/apple-watch-ultra-2-gps-cellular-49mm-titanium-case-green-grey-trail-loop-s-m/p/itmc7c4102d7a836?pid=SMWGTC2AXZDZCSSR&lid=LSTSMWGTC2AXZDZCSSRALGILG&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_625&otracker=search&fm=organic&iid=befe089a-2cd5-40ec-9c89-5aa105d4c2eb.SMWGTC2AXZDZCSSR.SEARCH&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MRF33HN/A,Watch Ultra 2 GPS + Cellular 49mm Titanium Case with Green/Grey Trail Loop - S/M,,Rectangle,Green,Nylon,Free Size,Yes,Yes,100 m,Fitness & Outdoor,,Men & Women,iOS,Green,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",Xs or Later with iOS 17 or later,Yes,,Lithium Ion,,Upto 36 hrs (Based on Usage),Yes,,,"Double tap gesture, Faster on-device Siri, Precision",Yes,Yes,Yes,,v5.3,,,,410 x 502 Pixel,49 mm,Retina Display,,,"Always-On Retina LTPO OLED Display, up to 3000 nits",Yes,Yes,Yes,,"Blood Oxygen, ECG, High and Low Heart Rate Notifications, Irregular Heart Rhythm Notification, Fall Detection, Temperature Sensing, Ovulation Estimates",Yes,Yes,Yes,Yes,,English,3,,Yes,Yes,,,44 mm,,,61.4 g,1 Year Manufacturer Warranty,bangalore_admin@apple.com 918040455150,Manufacturing Defects,Physical Damage,1 Year,,Yes,,Wi-Fi 4 (802.11n),,,,,,watchOS 10,,64 GB,,,,,,,,S9 SiP with 64-bit Dual-core Processor,,iOS,,,,,,
BOOMLY T10 Ultra with WiFi GPS Sim Card 4G W27 Smartwat...,₹522,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/n/s/34-t10-bb-black-android-ios-boomly-yes-original-imah7rkfcxrye9xp.jpeg?q=70,https://www.flipkart.com/boomly-t10-ultra-wifi-gps-sim-card-4g-w27-smartwatch/p/itm8b6819ffa391d?pid=SMWH7N46GCNQAQJU&lid=LSTSMWH7N46GCNQAQJUACE3JP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_629&otracker=search&fm=organic&iid=befe089a-2cd5-40ec-9c89-5aa105d4c2eb.SMWH7N46GCNQAQJU.SEARCH&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch,T10 BB black,T10 Ultra with WiFi GPS Sim Card 4G W27,Black,Square,Black,Silicone,Free Size,No,Yes,50 m,Watchphone,ALUMINIUM,Men & Women,Android & iOS,Black,Accelemeter,Mobile,All,Vibrate,Lithium Ion,40 min,2 year,Yes,Wireless charging Cable,72 hr,Noise cancellation,Yes,Yes,Yes,Yes,2.1,Yes,20 m,All,320X320 pixel,34 mm,HD,Yes,Yes,Raise to wake,Yes,Yes,Yes,Yes,Sleep Tracking,Yes,Yes,Yes,Yes,Yes,English,3,Barometer,1,1,All,Yes,44 mm,44 mm,14 mm,100 g,NA,NA,NA,NA,1 Months,Clip on,Yes,Hiwatch Pro,Bluetooth,NA,Noise cancellation,49 mm,50 m,48 hr,Mobile phone,768 MB,256 MB,NA,80 dB,1 Months,Music,2 core,mp3,25 g Weight box,SF60,800,,NA,AVI,HD,HD,0.1 MP,1 GB
Fastrack Magnus FX2-1.32''UltraVU Display|Metal Design|...,"₹4,495",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/v/q/-original-imah6zstf6hq5q4x.jpeg?q=70,https://www.flipkart.com/fastrack-magnus-fx2-1-32-ultravu-display-metal-design-ss-strap-sos-ai-voice-assistant-smartwatch/p/itm58272ae6c4869?pid=SMWH6HYCJHUPRNWF&lid=LSTSMWH6HYCJHUPRNWFPLHE9S&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_633&otracker=search&fm=organic&iid=befe089a-2cd5-40ec-9c89-5aa105d4c2eb.SMWH6HYCJHUPRNWF.SEARCH&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Quick Start Guide",38127SM01,Magnus FX2-1.32''UltraVU Display|Metal Design|SS Strap|SOS|AI Voice Assistant,,Round,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,,Men & Women,Android & iOS,Silver,Accelerometer,,"Call Notifications, Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifications, Other App Notification",Ring and Vibration,Lithium Polymer,180 min,5 Days,Yes,Pogo Pin Charging Cable,,"Fastrack Magnus FX2 smartwatch feature a 3.35 CM TFT Display with 360x360 resolution, featuring a functional crown for easy control and smooth navigation.Single Sync BT Calling for seamless communication, and health tracking including auto stress monitor, SpO2, 24/7 heart rate monitoring, sleep monitor with REM, and womens health features.Wellness support with sports records, breathe exercises, and productivity tools like calculator and calendar.Smart functionalities include AI Voice Assistant, Find Phone, power saving mode, and DND mode for enhanced convenience and battery efficiency.Additional features like alarm, stopwatch, timer, weather display, camera & music control, and customizable sound & vibration settings, along with screen-on time control.",Yes,Yes,No,Yes,v5.2,No,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",360 x 360 Pixels,33.528 mm,TFT,Yes,No,350 Nits,Yes,Yes,Yes,No,"One Click Measurement, 24*7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,No,Yes,No,English,1,"AI Voice Assistant, One Click Measurement with 24x7 HRM, Auto Stress Monitor, SpO2 and Sleep Monitor with REM, Music and Camera Control, Alarm, Stopwatch and Timer,Functional Crown",Yes,Yes,No,Yes,51 mm,49 mm,13 mm,125 g,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,,No,Not Supported,,Camera Control,Music Control,,,,,128 MB,,,,,Music Control,,,,,,,,,,,,
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...","₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/f/6/-original-imah759hrk24uyjw.jpeg?q=70,https://www.flipkart.com/noise-crew-go-1-39-display-bt-calling-metal-strap-7-days-battery-life-smartwatch/p/itm0e03c14e438f7?pid=SMWGZW3CCRQGAWW7&lid=LSTSMWGZW3CCRQGAWW7EFOBHP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_637&otracker=search&fm=organic&iid=en_8ruUYLLp8l57ZfRgkXEeaUPgBwtbwKAT68Z3qHMzmPaJHSSe7-ugUx7tk-EV9mvW2lwnw5BxqdzE4R3l4gBqyWaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=1haannej8g0000001738686922061&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-meshmtl-gld_gld,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Gold,Round,Gold,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Women,Android & iOS,Gold Link,"Heart Rate, Accelerometer",,Yes,,,,Up to 7 Days,Yes,,,,Yes,Yes,,,v5.3,,10 m,,240 x 240 pixel,35.306 mm,TFT,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,Yes,Yes,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹2,299",4.1,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GameSir S9 Ultra Dark Golden BT Microphone Calling with...,"₹1,086",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/a/c/49-s9-ultra-max-01-android-ios-gamesir-yes-original-imah7jzbvyhuq74u.jpeg?q=70,https://www.flipkart.com/gamesir-s9-ultra-dark-golden-bt-microphone-calling-25-new-features-no-color-fade-smartwatch/p/itm2c93c07beae0a?pid=SMWGSW85SSEFZPRH&lid=LSTSMWGSW85SSEFZPRHNEZWBJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_641&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGSW85SSEFZPRH.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,1 smart watch,S9 Ultra Max-01,S9 Ultra Dark Golden BT Microphone Calling with 25+ New Features NO Color Fade,Gold,Square,Gold,Stainless steel,1.9 Inch Big Sunlight Proof Display,Yes,No,0.5 m,Fitness & Outdoor,Stainless Steel Amoled,Men,Android & iOS,Gold,Fitness Health Sports Real time Track and Accurate answer,"iPhone, Samsung, VIVO, Oppo, MI, Realme, Nokia, Motorola","Whatsapp, Text, Facebook, Call, SMS, Health and fitness, SOS, Alert, App notifications",Ring Vibrate,Lithium Polymer,100 min,2 Days Battery after Proper use,Yes,Wireless,50 hr,"Running watch: Tailored for runners with features 
Sport watch: Designed for sports activities with durability and specialized tracking.
Music watch: Enables music playback directly from the watch.
Game watch: Features built-in games or gaming apps for entertainment.
Calculator watch: Includes a built-in calculator function for basic calculations.
Calendar watch: Displays calendar information and event reminders.
Luxury watch: A premium timepiece crafted with high-quality materials and superior design.",Yes,Yes,No,No,5,No,10 m,"Make Calls, Receive Calls, Mute & Reject Calls, Pick Calls, Mobile like dial, Contacts by NAME",300X200 pixel,49 mm,AMOLED,Yes,Yes,Size: Big Display Type:Amoled Oled Resolution: 200X300 Touchscreen: Smooth & YES Brightness and Visibility: Increase,Yes,Yes,Yes,No,"running, walking, heart tracking, blood monitor, sport, sleep monitor, meditations,",Yes,,Yes,Yes,No,20+ Languages,3,"Music Operate Camera Operate, Customize Watch Faces, Normal Battery Standby 7 Days, Games, Real time activity tracker also Health parameter, Fitness Health Sports Real time Tracker 5. Calculator, Calendar 6. Time & Date By Time Zonal 7.",Speaker Available 1,Mic Available 1,"Wheather, Calls, Music, Camera, Health, Watch Faces",Yes,,,,,3 Month of Manufacturing Warranty,Contact - bellstartrading2012@gmail.com|+91 11 4167 5188,Manufacturing Defect,Physical damaged,3 Months,CLIP ON,No,you will find in manual guide,App and bluetooth,Remote caontrol,Stream music control,,10 m,1 hr,Android and ios,768 MB,1 GB,Yes,100 dB,1 Months,Music controlCamera controlmake call and received callApp notifications,,Mp3,,,,,,,,,,
Titan Zeal-1.85''|AMOLED|700 Nits|AOD|Premium Design|Fu...,"₹3,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/g/b/-original-imagwezhqwrhgjbj.jpeg?q=70,https://www.flipkart.com/titan-zeal-1-85-amoled-700-nits-aod-premium-design-functional-crown-ai-coach-fashion-smartwatch/p/itmf679bce7f3edc?pid=SMWGV2W5PFZVWPP8&lid=LSTSMWGV2W5PFZVWPP8KPVA9B&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_645&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGV2W5PFZVWPP8.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90196AL01,Zeal-1.85''|AMOLED|700 Nits|AOD|Premium Design|Functional Crown|AI Coach|Fashion,,Rectangle,Black,Leather,Free Size,Yes,Yes,,Fitness & Outdoor,Aluminium,Men & Women,Android & iOS,Black,Accelerometer,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,90 min,Upto 7 Days,Yes,Pogo Pin Charging Cable,,"Titan Zeal with 1.85"" AMOLED Display with AOD, Industry Best 390x450 Pixel Resolution, Rotatory Encoder, SingleSync BT Calling, 100+ Sports Modes with AI Coach and Auto Multisport Recognition, Auto Stress, 24x7 HRM, SpO2, Sleep Monitor with REM, Calculator, Calendar, In-built Games, AI Voice Assistant, 100+ Watchfaces, Music and Camera Control, Smart Notifications, Weather Display",Yes,Yes,No,Yes,v5.3,,,,390 x 450 Pixel,46.99 mm,AMOLED,Yes,No,,Yes,Yes,Yes,No,"Auto Stress and Mood Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Multiple Sports Modes",Yes,No,Yes,,No,English,1,,Yes,Yes,No,,43.95 mm,37.58 mm,10.62 mm,85.4 g,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,,Buckle,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fire-Boltt Dream WristPhone - 4G SIM/LTE/WiFi, Android ...","₹4,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/o/m/-original-imagwytwgy4htvhh.jpeg?q=70,https://www.flipkart.com/fire-boltt-dream-wristphone-4g-sim-lte-wifi-android-os-play-store-unlimited-apps-gps-smartwatch/p/itm4d5452d0cbdc8?pid=SMWGVVTNVGRHZUDZ&lid=LSTSMWGVVTNVGRHZUDZJ7LXXK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_649&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGVVTNVGRHZUDZ.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW202,"Dream WristPhone - 4G SIM/LTE/WiFi, Android OS, Play store unlimited apps, GPS",Grey,Square,"Black, Orange",Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical","Zinc Alloy, Vacuum Plating",Men & Women,Android,Fusion Flicker,Heart Rate Sensor,,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration & Ring,Lithium Ion,120 min,Upto 4 hours,Yes,USB Cable,360 Hr,"Android OS, WIFI, 4G LTE, Unlimited Play Store Apps Downloads, 2.02� display, 320*386 px resolution, voice assistance, magnetic charging, inbuilt speaker and mic, cloud based watch faces, health suite, multiple sports modes.",Yes,Yes,,,v5.0,,10 m,"Reject Calls, Answer Calls",320 x 386 Pixels,51.308 mm,IPS HD,No,Yes,"2.02"" IPS Round Screen, Resolution: 320 x 386, PPI: 261, Screen IC: ST77916",Yes,Yes,Yes,Yes,"Track Steps, Heart Rate",Date & Time,No,Yes,Yes,Yes,English,,"Android OS, Wristphone, Play Store Download Unlimited Apps, 4G LTE WIFI, Smart notifications and reminders, working crown, heart rate monitor, weather updates, alarm clock, inbuilt games, IP67 water resistance.",,,,Yes,49.5 mm,13.5 mm,13.5 mm,50 g,1 Year Warranty,Contact android@boltt.com to Claim Warranty Or Call On 022-69089888. Replacement Will Be Given By The Brand Against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,,Limited Support,"2G GSM: B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8 /B20, 4G LTE TDD: B38/B39/B40/B41 (100M)",,,,,,,,,,,,,,,,,,,,,,,,
