title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,Other Power Features,HDMI,VGA,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,DVI,Audio Jacks,Maximum 3D Refresh Rate,Touch Response Time,Operating Humidity Range,OSD Languages Supported,3D,Part Number
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with Mouse & Keyboard Control, OTT Apps, IoT Hub, O...","₹31,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/a/t/-original-imahfes3fzuhg9df.jpeg?q=70,https://www.flipkart.com/samsung-m7-81-28-cm-32-inch-4k-ultra-hd-va-panel-mouse-keyboard-control-ott-apps-iot-hub-office-365-workout-tracker-multiple-ports-speakers-remote-bluetooth-smart-monitor-ls32dm700uwxxl/p/itmbb894b5cba10c?pid=MONHF2H9WAMYK6CZ&lid=LSTMONHF2H9WAMYK6CZ6Q60RI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_266&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONHF2H9WAMYK6CZ.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,LS32DM700UWXXL,M7,Black,81.28 cm (32 inch) LED Display,,VA Panel,3840 x 2160 pixels,4K Ultra HD,,"1 Monitor, Remote Controller, Power Cable, HDMI Cable, Warranty Card, User Manual",Flat,2160p,,,"60 Hz (Analog), 60 Hz (Digital)",,3000:1,,,4 ms,300 nits (2D),,72%,,,,,,,Yes,No,,Yes,,,,AC 100 - 240 V,150 W (Operational),,"Yes, 2",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_267&otracker=search&otracker1=search&fm=organic&iid=en_xNZHQyGRp4RKJuRIvjipkCW4HTKoGdqKgUZO7tR9zpXfVYCbUxAb061OVAM7VAZxCqRom06340VzckKR3kW-3w%3D%3D&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),-,"Yes, 1 x 1.4 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,-,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,,,,,
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_268&otracker=search&otracker1=search&fm=organic&iid=en_xNZHQyGRp4RKJuRIvjipkCW4HTKoGdqKgUZO7tR9zpWBNjGQTwwFBBYZn2zgwUcs5Jhvu4aKkdI0LkNu8K9IvPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,No,Yes,,No,,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,Audio Line-out,,,,,,,,,,Yes,,No,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,
FINGERS Satin 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture),"₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/s/b/the-big-picture-full-hd-23-8-2022-f-tbp2400-fingers-original-imahfb8ny6bhbsfq.jpeg?q=70,https://www.flipkart.com/fingers-satin-60-45-cm-23-8-inch-full-hd-led-backlit-va-panel-monitor-the-big-picture/p/itmbaedff305aefa?pid=MONGK8ZP8FPRXHZY&lid=LSTMONGK8ZP8FPRXHZYA6GU1H&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_269&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGK8ZP8FPRXHZY.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,The Big Picture,Satin,Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,Full HD,,"FINGERS Satin-2400 (LED Monitor), FINGERS DC-300 (Power Adapter), HDMI Cable, Monitor Stand set, Screw Set, Back Cover, Quick Start Guide, Brand Note",Flat,1920 x 1080 pixels,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",0.6729166666666666,"125.00069444444445, 500000:1 (Dynamic)",178° (2D),178° (2D),20 ms,250 nits (2D),,16.7 million,,,"No, Supported by NA with NA",NA,NA,NA,"No, 0 Speaker",Yes,No,No,0,,,12 V DC ---- 3 A,"30 W (Operational), 1 W (Standby)",,"Yes, 1 x HDMI Port","Yes, VGA x 1",Yes,0,Yes,No,,0 - 40° C,0 - 60° C,0 - 60° C,,Base Detachable,-5 to +15º,,75 x 75 mm,VESA,Kensington Lock,,No,,Yes,,All Operating Systems,"Frameless Design. Ultra-slim Profile, Quality Matters. A+ Grade, Visually Stellar, 5,00,000:1 Dynamic Contrast Ratio | 16.7 m colours | 100 Hz Refresh Rate, Visual Care Technologies, Protect your eyes and Work or View, worry-free for prolonged hours!, Ergonomically Designed for Flexibility & Comfort",,,,,,,,,"1. For First year Onsite* Service will be provided 2. (Onsite* - There are certain areas where product will be delivered and collected by courier.) 3. For Second and third year carry-in Service will be provided.""",Manufacturing Defects,"The Warranty Does Not Cover Physical Damage Any Accessories External To The Equipment Like The Cables, Base / Stand, Adaptors, Etc.",1 Year,No,Audio Out,,0 ms,0 - 80 %,,Yes,
Enter 43.43 cm (17.1 inch) HD LED Backlit Monitor (E-M0-A02),"₹2,450",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kulk9zk0/monitor/i/f/k/e-m0-a02-hd-17-1-e-m0-a02-enter-original-imag7zr5ztyarztk.jpeg?q=70,https://www.flipkart.com/enter-43-43-cm-17-1-inch-hd-led-backlit-monitor-e-m0-a02/p/itmcca7f7589a070?pid=MONG7ZR5ZVDUVVAD&lid=LSTMONG7ZR5ZVDUVVADRFO3TY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_270&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONG7ZR5ZVDUVVAD.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,E-M0-A02,,Black,43.43 cm (17.1 inch) LED Display,LED Backlit Backlight,,1280×1024 pixels,HD,,"1 LED MONITOR, 1 VGA CABLE, 1 POWER CABLE, 1 LED STAND, USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",16:7,800:1,150° (2D),130° (2D),4 ms,,,,,,,,,,,,,,,,,AC 110~240V II 50-60Hz,,,"Yes, 1",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 YEAR, By BRAND","DEFECTIVE, NOT WORKING","DAMAGE, BROKEN AND BURNT",1 Year,,,,,,,No,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_271&otracker=search&otracker1=search&fm=organic&iid=en_xNZHQyGRp4RKJuRIvjipkCW4HTKoGdqKgUZO7tR9zpVaXIhEn_gxNCa9VVL_MYd41KxT31QcftqSlq16hFCa_A%3D%3D&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,L22i-40,L-Series,Cloud Grey,55.88 cm (22 inch) LCD Display,LED Backlit Backlight,IPS Panel,,Full HD,,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,Anti-glare,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
"DELL 60.96 cm (24 inch) Full HD IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gray-To-Gray (F...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/4/u/-original-imah96c4bamxhdsz.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_272&otracker=search&otracker1=search&fm=organic&iid=en_xNZHQyGRp4RKJuRIvjipkCW4HTKoGdqKgUZO7tR9zpWuJ_jCK4egSyhT_Q29qlKdBdrMO4Rk8Rpr4kHoK1JN3vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,P2425H,,Black,60.96 cm (24 inch) LCD Display,Non LED Backlit Backlight,IPS Panel,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),,,,,No,,,,No,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Acer 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor (KA270 G0),"₹8,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/n/3/ka270-g0-full-hd-27-2024-um-hx0ss-009-acer-original-imah6mf8kfzjnwcc.jpeg?q=70,https://www.flipkart.com/acer-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-monitor-ka270-g0/p/itm3c25a49269fc1?pid=MONH6MF8ZWAYGGTT&lid=LSTMONH6MF8ZWAYGGTTSQOHFW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_273&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONH6MF8ZWAYGGTT.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,KA270 G0,,Black,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 Pixels pixels,Full HD,,"1 ,Monitor, stand, power cord, manual, HDMI cable",Flat,,,,"120 Hz (Analog), 120 Hz (Digital)",,,178° (2D),178° (2D),1 ms,250 nits (2D),,,,,No,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Year Manufacturer Warranty,Manufacturing defect only,Physical Damages,,,,,,,,No,
"DELL 60.96 cm (24 inch) Full HD VA Panel with Tilt Adjustment, HDMI X 1, VGA X 1, Screen Coating, Anti...","₹7,649",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/4/a/e2423hn-full-hd-24-2023-yfw51-dell-original-imagq4wsmqemzpkj.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-va-panel-tilt-adjustment-hdmi-x-1-vga-screen-coating-anti-glare-monitor-e2423hn/p/itmbe8ed5161ffeb?pid=MONGQFHXXW2KUG9S&lid=LSTMONGQFHXXW2KUG9SY8VUBI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_274&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGQFHXXW2KUG9S.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,E2423HN,,Black,60.96 cm (24 inch) LED Display,,VA Panel,,Full HD,,"1 Moniter, Power Cable, HDMI Cable, VGA Cable",Flat,,Anti-glare,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Domestic Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,PXTPW
studynlearn 139.7 cm (55 inch) 4K Ultra HD IPS Panel Monitor (I5501),"₹68,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/j/f/i5501-4k-ultra-hd-55-2023-interactuve-flat-panel-studynlearn-original-imah7gkgxvhbafpu.jpeg?q=70,https://www.flipkart.com/studynlearn-139-7-cm-55-inch-4k-ultra-hd-ips-panel-monitor-i5501/p/itm7ff0297187d68?pid=MONGTZZCPGWQSDFU&lid=LSTMONGTZZCPGWQSDFU9FBDQX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_275&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGTZZCPGWQSDFU.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,I5501,,Gray,139.7 cm (55 inch) LED Display,,IPS Panel,3840*2160/UHD pixels,4K Ultra HD,,"Display Unit, Styler, wall mount",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",16:9,4000:1,,,5 ms,,,,,,"Yes, Supported by IR Touch",,,,"Yes, 2 Speakers  with 10 W Power Output Per Speaker",,,Yes,2,,10,,280 W (Operational),,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years,Display unit,Anything excluding Display unit,,,,,,,,Yes,
DELL 54.61 cm (21.5 inch) Full HD Monitor (E2216HV),"₹10,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kwl0akw0/monitor/r/d/c/-original-imag982dnxjx4gch.jpeg?q=70,https://www.flipkart.com/dell-54-61-cm-21-5-inch-full-hd-monitor-e2216hv/p/itmehdsqtmqjftap?pid=MONEHDSQNWYKJUHQ&lid=LSTMONEHDSQNWYKJUHQ1R6CLR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_276&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONEHDSQNWYKJUHQ.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,E2216HV,,Black,54.61 cm (21.5 inch) LED Backlit Display,,,,Full HD,,1 Monitor,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Dell India Onsite Warranty,,,,,,,,,,No,
GIGABYTE 60.45 cm (23.8 inch) Full HD Gaming Monitor (G24F-2),"₹12,297",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/j/v/2/g24f-2-full-hd-23-8-9dg24f2-00-1abin-gigabyte-original-imagmf989hq5yz5f.jpeg?q=70,https://www.flipkart.com/gigabyte-60-45-cm-23-8-inch-full-hd-gaming-monitor-g24f-2/p/itm6464efb01f6db?pid=MONGMF99UANEN4QW&lid=LSTMONGMF99UANEN4QWUMFCLI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_277&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGMF99UANEN4QW.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,G24F-2,,Black,60.45 cm (23.8 inch) IPS Display,,,,Full HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,1 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR,MANUFACTURER DEFECT,Physical Damage,,,,,,,,,
LAVYA 48.26 cm (19 inch) Full HD IPS Panel Monitor (LM195WDH),"₹3,236",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/1/h/z/lm195wdh-full-hd-19-2024-lapeyelm195-lavya-original-imah5c7jnfewgzgx.jpeg?q=70,https://www.flipkart.com/lavya-48-26-cm-19-inch-full-hd-ips-panel-monitor-lm195wdh/p/itm8b56b01acd0b7?pid=MONH4V7AEWWFGP4Y&lid=LSTMONH4V7AEWWFGP4YN8YDMI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_278&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONH4V7AEWWFGP4Y.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,LM195WDH,,Black,48.26 cm (19 inch) FLAT Display,,IPS Panel,1440X900 pixels,Full HD,,Pack of one,Flat,FULL,,,"15 Hz (Analog), 15 Hz (Digital)",,,,,1 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR,REPLACEMENT,damage,1 Year,,,,,,,No,
"Lenovo R-Series 68.58 cm (27 inch) Full HD IPS Panel with 99%sRGB, 90% DCI-P3, 3Wx2 Built-in Speakers,...","₹16,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/h/u/-original-imahftacxssktgg5.jpeg?q=70,https://www.flipkart.com/lenovo-r-series-68-58-cm-27-inch-full-hd-ips-panel-99-srgb-90-dci-p3-3wx2-built-in-speakers-2xhdmi-2-1-1xdp-tilt-swivel-pivot-height-adjustable-stand-gaming-monitor-legion-r27i-30/p/itm21829c7fd5b89?pid=MONHFAHHGS2KRNBA&lid=LSTMONHFAHHGS2KRNBAC18HJT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_279&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONHFAHHGS2KRNBA.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,Legion R27i-30,R-Series,Raven Black,68.58 cm (27 inch) LED Display,,IPS Panel,,Full HD,,"Monitor, Power Cable, DP Cable, Warranty Booklet",Flat,1080p,,,"180 Hz (Analog), 180 Hz (Digital)",,,178° (3D),,0.5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damge,3 Year,,,,,,,Yes,
Acer Nitro 68.58 cm (27 inch) WQHD LED Backlit IPS Panel Gaming Monitor (XV272U F3),"₹26,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/e/c/xv272u-f3-wqhd-27-2024-um-hx2si-303-acer-original-imahf2hppmxjbqdm.jpeg?q=70,https://www.flipkart.com/acer-nitro-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-gaming-monitor-xv272u-f3/p/itm54ca69175b6f5?pid=MONHF2HPSYAHVYVH&lid=LSTMONHF2HPSYAHVYVHUCGTJB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_280&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONHF2HPSYAHVYVH.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,XV272U F3,Nitro,Black,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,WQHD,,"Monitor, stand, power cord, manual, HDMI and DP cable",Flat,,,,"300 Hz (Analog), 300 Hz (Digital)",,,,,0.5 ms,400 nits (2D),,sRGB 99% wide color gamut,,"27 Inch IPS Agile Splendor WQHD (2560 x 1440) Resolution Gaming Monitor I 400 Nits Brightness I sRGB 99% wide color gamut I VESA Display HDR 400 I Fast liquid crystal I Black boost technology help see more details and defeat the enemy people can’t see., Rapid Refresh Rate for Outstanding fluidity of images and helps shorten the time it takes for frame rendering, lower input lag and provide gamers an excellent in-game experience I 0.5 MS Response time Reduce Ghost & smearing effect & Elimination blur on fast moving object., Ergostand with Height (150mm), Tilt (-5°~ 25°), Pivot (+/-90°) and Swivel (+/-20°) option I Acer Display Widget for Easy modification of monitor settings through this utility software, Different game modes for Better viewing experience I Integrated AMD FreeSync technology eliminate screen tearing, while minimizing lag and latency and delivers very smooth gaming experiences.",No,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,,"Yes, 2 x 2.1 Port",,Yes,,,,2 x HDMI (2.1) 1 x Display (1.4) Ports with Inbox HDMI & DP Cables I Audio Out I Integrated 2W x 2 Stereo Speakers,,,,,,,,,,,,,,,,,,,,,,,,,,3 Year Manufacturer,Manufacturing defect only,Physical Damages,,,,,,,,No,
LG 21:9 ULTRAWIDE 86.36 cm (34 inch) Curved WQHD LED Backlit VA Panel Monitor (34WR50QC- (3440 x 1440 ...,"₹31,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/e/t/o/34wr50qc-3440-x-1440-pixels-1800r-curved-srgb-99-hdr-10-hdmi-dp-original-imah5usscfh2nthy.jpeg?q=70,https://www.flipkart.com/lg-21-9-ultrawide-86-36-cm-34-inch-curved-wqhd-led-backlit-va-panel-monitor-34wr50qc-3440-x-1440-pixels-1800r-curved-srgb-99-hdr-10-hdmi-dp/p/itm3bb5f736e33d5?pid=MONH5USS6BCYYYHW&lid=LSTMONH5USS6BCYYYHWQJA9PT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_281&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONH5USS6BCYYYHW.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,"34WR50QC- (3440 x 1440 Pixels), 1800R Curved, sRGB 99%, HDR 10, HDMI, DP",21:9 ULTRAWIDE,Black,86.36 cm (34 inch) LED Display,LED Backlit Backlight,VA Panel,3440 X 1440 pixels,WQHD,,1 LED MONITOR,Curved,3440 X 1440,"ANTIGLARE, 3H HARD COATING",16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",21:9,"3000:1, 3000:1 (Dynamic)",178° (2D),178° (2D),5 ms,300 nits (2D),0.23175 mm,99,,,No,,,,"No, 0 Speaker",Yes,No,No,0,,,AC 100-240 V (50/60 Hz),0.5 W (Standby),,"Yes, 2",No,Yes,0,,,,,,,,One Click Stand,(-5~15°),,100 X 100 mm,100 X 100,,,No,,Yes,,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,809 mm,483.3 mm,223.2 mm,5.9 kg,809 mm,3589 mm,91.5 mm,4.9 kg,3 YEARS ONSITE WARRANTY,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE & BURNT,3 Year,No,,,,,,,
