title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Connectivity Features,Audio Jacks,Other Power Features,Part Number
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,649",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_361&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1UdLd5ghN9N3RmxMkI00Yot5AdpL-3puPt4XoxJ7hkmDg%3D%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_362&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1Wzg59r6lX27JOmRxqTMEZGf664LShTGvdftadsAKI5iQ%3D%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
XElectron 39.62 cm (15.6 inch) Full HD IPS Panel Portable Monitor (A1 Gamut-A),"₹10,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/k/l/a/a1-gamut-a-full-hd-15-6-2022-a1-gamut-a-xelectron-original-imahfbg7jtmmuhcz.jpeg?q=70,https://www.flipkart.com/xelectron-39-62-cm-15-6-inch-full-hd-ips-panel-portable-monitor-a1-gamut-a/p/itm2d87e61c5e4fa?pid=MONGHCU6UWBEHGRB&lid=LSTMONGHCU6UWBEHGRBWR7PYM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_363&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONGHCU6UWBEHGRB.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,A1 Gamut-A,,Black,39.62 cm (15.6 inch) IPS Display,,IPS Panel,1920x1080 pixels,,Full HD,,"Portable Monitor, PU leather cove, Stand, USB Type-C cable, Mini HDMI cable, Adapter",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,178° (2D),178° (2D),6 ms,300 nits (2D),,16.7 Million colors,,,,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",Yes,Yes,Yes,2,,2,,,Yes,,,,1 x Type C Port,Yes,,,,,,,Detachable,,,,,,,,,,Yes,,,,,,,,,,,,3 Years Manufacturer Warranty,All Manufacturing defects,Physical or Liquid damage,3 Year,,Audio Out,,
Enter hdmi 39.12 cm (15.4 inch) HD VA Panel Monitor (E-MO-A06),"₹2,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kr6oeq80/monitor/8/t/t/e-mo-a06-15-4-is13252-enter-original-imag5f2bkvgx8cqz.jpeg?q=70,https://www.flipkart.com/enter-hdmi-39-12-cm-15-4-inch-hd-va-panel-monitor-e-mo-a06/p/itm54c47f0e26f2f?pid=MONG5F2CXEZNQ6XZ&lid=LSTMONG5F2CXEZNQ6XZVJTJRP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_364&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONG5F2CXEZNQ6XZ.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,E-MO-A06,hdmi,Black,39.12 cm (15.4 inch) led Display,,VA Panel,,No,HD,no,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,black,31~80 kHz (Analog),,"No, Supported by no",,no,,,,,,,,,,,,yes Port,,,,no Port,No,No,,,,,,yes,yes,,yes mm,no,no,no,,,,,,,,,,,,,,,,1year no covered warnty,no,no,,,,,
Acer 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel Monitor (V226HQL),"₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/e/n/a/-original-imagkgjdgujh447j.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-monitor-v226hql/p/itmd4f93d51da433?pid=MONG6ZFPZHCQDPZP&lid=LSTMONG6ZFPZHCQDPZP666PIW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_365&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONG6ZFPZHCQDPZP.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,V226HQL,,Black,54.61 cm (21.5 inch) LED Backlit Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,No,Full HD,,"LCD Monitor 1N, Power cable 1N, User manual 1N.",Flat,1080p,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,"1000:1, 100000000:1 (Dynamic)",178° (2D),178° (2D),5 ms,250 nits (2D),0.248 mm,72%,30 - 80 Hz (Digital),,No,,,,,"Yes, 2 Speakers  with 4 W Power Output Per Speaker",No,No,Yes,2,,4,,"19.5 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 1.4 Port",No,"Yes, D-Sub",No,0,No,Yes,,,,,,Detachable,-5 Degrees to 25 Degrees,No,100 x 100 mm,VESA,,,No,,,Yes,,,,500 mm,386 mm,207 mm,3.5 kg,500 mm,303 mm,51 mm,2 kg,3 Years On-site,Manufacturing Defects,Physical Damage,3 Year,,Audio In,,
ASUS ROG 80.01 cm (31.5 inch) Curved WQHD LED Backlit VA Panel Gaming Monitor (XG32VC),"₹48,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kq8dua80/monitor/d/e/4/xg32vc-31-5-90lm03s0-b04110-asus-original-imag4agpna9zzjhp.jpeg?q=70,https://www.flipkart.com/asus-rog-80-01-cm-31-5-inch-curved-wqhd-led-backlit-va-panel-gaming-monitor-xg32vc/p/itm93e342e46a858?pid=MONG43NGT4Z8RMQ7&lid=LSTMONG43NGT4Z8RMQ7TUUMTM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_366&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONG43NGT4Z8RMQ7.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,XG32VC,ROG,Black,80.01 cm (31.5 inch) LED Display,LED Backlit Backlight,VA Panel,2560 x 1440 pixels,,WQHD,,"1 Monitor, Display Port Cable, Power Cord, HDMI Cable, USB 3.0 Cable, Power Adapter, Warranty Card, Quick Start Guide, USB Type C Cable, ROG Sticker",Curved,,Non-glare,,"170 Hz (Analog), 170 Hz (Digital)",,,,,,1 ms,400 nits (2D),0.272 mm,sRGB,,,No,,,,,,Yes,,,,,,"AC 100 - 240 V, 50/60 Hz","38 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 1.4 Port",,,Yes,2 x USB 3.0 Port,,,,,,,,,20 Degree to -5 Degree,25 Degree to -25 Degree,100 x 100 mm,VESA,,,No,,,Yes,Yes,,"Robust Connectivity, 3.5 mm Earphone Jack",713 mm,552 mm,279 mm,9.3 kg,713 mm,426 mm,118 mm,5.8 kg,3 Years Domestic Warranty,Manufacturing Defects,Damage,3 Year,,,,
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_367&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1UKRtoBEhfL6jOtQrV3Sr3vtgqzmDxwfYY_UZZxPLsdQ_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,,,,,Yes,,No,,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,Audio Line-out,,,
"BenQ GW2490 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, Eye-careU, Dual HDMI, Display P...","₹8,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/x/5/gw2490-full-hd-24-2024-gw2490-benq-original-imagy6vfbvxjjhpu.jpeg?q=70,https://www.flipkart.com/benq-gw2490-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-2wx2-wall-mountable-monitor-gw2490/p/itm4af37e8d586ae?pid=MONGXXF4ETTSY3NK&lid=LSTMONGXXF4ETTSY3NKREMWFH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_368&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1UcUwSBuTYzMIC0_HnlGx-e-nykuPyvZMOsIcdfbyTpPPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,GW2490,GW2490,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, 1.5 m Power Cord, HDMI Signal Cable, User Manual, Warranty Card",Flat,1080p,Anti-glare,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),0.274 mm,99% sRGB,,,No,,,,,"Yes, 2 Speakers",Yes,,Yes,2,,,"AC 100 - 240 V, 50/60 Hz",35 W (Operational),"Yes, 2",,No,Yes,,No,Yes,,,,,,,,,,VESA,Kensington Lock,,No,,18 Languages,Yes,Yes,,,,,,,,,,,39 Months Warranty,Manufacturing Defects,Physical Damages,39 Months,,Audio In,,
GIGABYTE 81.28 cm (32 inch) Curved Quad HD LED Backlit VA Panel Gaming Monitor (G32QC A),"₹24,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ky90scw0/monitor/w/s/n/g32qc-a-quad-hd-32-20vm0-gg32qcaba-1inr-gigabyte-original-imagagztrghfrqpg.jpeg?q=70,https://www.flipkart.com/gigabyte-81-28-cm-32-inch-curved-quad-hd-led-backlit-va-panel-gaming-monitor-g32qc-a/p/itmcb3260856b68f?pid=MONGAHPVHAKJ62AK&lid=LSTMONGAHPVHAKJ62AKA4XVRP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_369&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONGAHPVHAKJ62AK.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,G32QC A,,Black,81.28 cm (32 inch) LCD Display,LED Backlit Backlight,VA Panel,2560 x 1440 pixels,No,Quad HD,,"1 Monitor, Power Cable, HDMI Cable, DP Cable, USB Cable, Quick Start Guide, Warranty Card",Curved,,Anti-glare,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,120000000:1 (Dynamic),,,1 ms,350 nits (2D),,93% DCI-P3 / 121% sRGB,,,No,,,,,No,Yes,No,No,,,,19VDC 4.74 A,"78 W (Operational), 0.5 W (Standby)","Yes, 2 x HDMI 2.0 Port",,,Yes,2 x USB 3.0 Port,,No,,,,,,Base Detachable,,,100 x 100 mm,VESA,Kensington Lock,,No,,,Yes,,,,,,,7.8 kg,710.5 mm,423.3 mm,63 mm,5.35 kg,3 Years Domestic Warranty,Manufacturing Defects,Any Physical Damages and Accessories will Not Covered in Warranty,3 Year,,,,
"SAMSUNG 71.12 cm (28 inch) 4K Ultra HD LED Backlit IPS Panel PIP/PIB Multi-Tasking, HDR Support, Eye C...","₹23,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/w/9/q/-original-imagtthfsvczbzef.jpeg?q=70,https://www.flipkart.com/samsung-71-12-cm-28-inch-4k-ultra-hd-led-backlit-ips-panel-pip-pib-multi-tasking-hdr-support-eye-comfort-bezel-less-monitor-lu28r550uqwxxl/p/itm2dc20ee0ce06e?pid=MONFYGGAZBPTJ3QP&lid=LSTMONFYGGAZBPTJ3QPZWX9IM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_370&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONFYGGAZBPTJ3QP.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,LU28R550UQWXXL,,Dark Blue Grey,71.12 cm (28 inch) LED Backlit Display,LED Backlit Backlight,IPS Panel,3840 x 2160 pixels,,4K Ultra HD,,"1 Monitor, Warranty Card",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,,,4 ms,300 nits (2D),,,,,No,,,,,,,,,,,,AC 100 - 240 V,,Yes,,No,,,,,,,,,,Simple,-2 to 20 Degree,,75.0 x 75.0 mm mm,,,,,,,,,,,638.8 mm,479.3 mm,250.5 mm,5.8 kg,638.8 mm,374 mm,64 mm,5 kg,3 Years Warranty,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty does not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused due to Tampering of the Product by An Unauthorised Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",3 Year,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_371&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1XFk8cfYPe2kXOGErbgRQbp4o1YGq9kT-UtN4qIJsVc1PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_372&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1XrFt8n4haSWgy9pw1NmNSjmZxGtct4qOr_hoORzDeJ6w%3D%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,5:04,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),"Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,,-,
Enter 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-MO-A06),"₹3,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kjym9ow0/monitor/5/y/q/e-mo-a07-e-mo-a07-enter-original-imafzexubcf9ugkj.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-mo-a06/p/itm54c47f0e26f2f?pid=MONFZEXVF9WVAZ4G&lid=LSTMONFZEXVF9WVAZ4GHEKNHT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_373&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONFZEXVF9WVAZ4G.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,E-MO-A06,,Black,39.12 cm (15.4 inch) LED Display,LED Backlit Backlight,,1280*800 pixels,,HD,,"1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,90° (2D),65° (2D),5 ms,,,,,,,,,,,,,,,,,,AC 180~240V 1.0A II 50/60Hz,,"Yes, 1",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR BY BRAND,Manufacturing defect,Physical damage,1 Year,,,,
"MSI 59.94 cm (23.6 inch) Curved Full HD VA Panel Eye-Friendly Screen, Built-in Speakers Anti Glare Bus...","₹9,997",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/l/z/pro-mp242c-full-hd-23-6-mp242c-msi-original-imaghsfwgmvvygmj.jpeg?q=70,https://www.flipkart.com/msi-59-94-cm-23-6-inch-curved-full-hd-va-panel-eye-friendly-screen-built-in-speakers-anti-glare-business-productivity-monitor-pro-mp242c/p/itm46fc268b8c253?pid=MONGHQ6HYADKGZYX&lid=LSTMONGHQ6HYADKGZYXTZAGZ0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_374&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONGHQ6HYADKGZYX.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,Pro MP242C,,Black,59.94 cm (23.6 inch) LCD Display,,VA Panel,,,Full HD,,"1 Monitor, Stand, HDMI Cable, DP Cable, Power Adapter, Manual",Curved,,Anti-glare,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,100000000:1 (Dynamic),,,5 ms,250 nits (2D),,,,,No,,,,,,,,,,,,,,Yes,,,No,,Yes,,,,,,,,,,,VESA,,,No,,,,,,,,,,,,,,,3 Years Domestic Warranty,Manufacturing Defects,Physical Damages,3 Year,,Audio Out,,MP242C
