title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
"HP G-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with On-Screen Controls, Low Blue Light M...","₹12,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/9/l/v27i-g5-full-hd-27-65p65aa-hp-original-imagngqsyvq8b4ke.jpeg?q=70,https://www.flipkart.com/hp-g-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-on-screen-controls-low-blue-light-mode-anti-glare-monitor-v27i-g5/p/itm391e78e0dd8af?pid=MONGN8S9ZMGQMZVY&lid=LSTMONGN8S9ZMGQMZVYCRWWGL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_236&otracker=search&otracker1=search&fm=organic&iid=8c0b859c-6a83-40b7-8878-017e972333bd.MONGN8S9ZMGQMZVY.SEARCH&ppt=None&ppn=None&ssid=wqnmhr37eo0000001738524411590&qH=08b5411f848a2581,2025-02-02 20:26:51,V27i G5,Black,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Warranty Card, Quick Setup Poster, AC Power Cord, Document Kit",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,5 ms,250 Nits (2D),0.31 mm,,Yes,,,,,,1 Year Brand Warranty,Manufacturing Defect,"Physical Damage, Fire Burnt and Oil Spillage",,,,,,G-Series,LED Backlit Backlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINGERS Satin 54.48 cm (21.45 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture),"₹6,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/f/t/e/the-big-picture-full-hd-21-45-2022-f-tbp2150-fingers-original-imahfbaxfymyj7gh.jpeg?q=70,https://www.flipkart.com/fingers-satin-54-48-cm-21-45-inch-full-hd-led-backlit-va-panel-monitor-the-big-picture/p/itmbaedff305aefa?pid=MONGK8ZPQCGBGPMX&lid=LSTMONGK8ZPQCGBGPMXID75VU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=8c0b859c-6a83-40b7-8878-017e972333bd.MONGK8ZPQCGBGPMX.SEARCH&ppt=None&ppn=None&ssid=wqnmhr37eo0000001738524411590&qH=08b5411f848a2581,2025-02-02 20:26:51,The Big Picture,Black,54.48 cm (21.45 inch) LCD Display,VA Panel,1920 x 1080 pixels,Full HD,"1 FINGERS Satin-2150 (LED Monitor), FINGERS DC-250 (Power Adapter), HDMI Cable, Monitor Stand set, Screw Set, Back Cover, Quick Start Guide, Brand Note",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",0.6729166666666666,"125.00069444444445, 500000:1 (Dynamic)",178° (2D),178° (2D),20 ms,250 nits (2D),,"30 W (Operational), 1 W (Standby)","Yes, 1 x HDMI Port","Yes, VGA x 1",,,,,3 Year Warranty from the Date of Purchase,Manufacturing Defects,Physical Damage,3 Year,0 ms,"No, 0 Speaker",Yes,No,Satin,LED Backlit Backlight,,1920 x 1080 pixels,,16.7 million,,,"No, Supported by NA with NA",NA,NA,NA,No,0,,,12 V DC ---- 2.5 A,,Yes,0,Yes,No,,0 - 40° C,0 - 60° C,0 - 60° C,,Base Detachable,-5 to +15º,,75 x 75 mm,VESA,Kensington Lock,,No,,Yes,,All Operating Systems,"Frameless Design. Ultra-slim Profile, Quality Matters. A+ Grade, Visually Stellar, 5,00,000:1 Dynamic Contrast Ratio | 16.7 m colours | 75 Hz Refresh Rate, Visual Care Technologies, Protect your eyes and Work or View, worry-free for prolonged hours!, Ergonomically Designed for Flexibility & Comfort, Seamless Connections",,,,,No,Yes,,0 - 80 %,,Audio Out,
ZEBRONICS 68.58 cm (27 inch) Full HD VA Panel Wall Mountable Monitor (ZEB-A27FHD Ultra slim LED monito...,"₹8,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/q/a/zeb-a27fhd-ultra-slim-led-monitor-with-68-5cm-75hz-refresh-rate-original-imagydzmudhazgzj.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-va-panel-wall-mountable-monitor-zeb-a27fhd-ultra-slim-led-68-5cm-75hz-refresh-rate/p/itm6a5a2e9ae99a6?pid=MONGDYVV2VNSQ7KZ&lid=LSTMONGDYVV2VNSQ7KZ0JDZFM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=8c0b859c-6a83-40b7-8878-017e972333bd.MONGDYVV2VNSQ7KZ.SEARCH&ppt=None&ppn=None&ssid=wqnmhr37eo0000001738524411590&qH=08b5411f848a2581,2025-02-02 20:26:51,"ZEB-A27FHD Ultra slim LED monitor with 68.5cm,75Hz refresh rate",White,68.58 cm (27 inch) LED Display,VA Panel,1920x1080 pixels,Full HD,Monitor-1 unit,Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,250 nits (2D),0.3114 mm,35 W (Standby),No,Yes,615 mm,440 mm,8 mm,3.5 kg,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,Yes,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
"LG Ultra Fine Monitor 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with VESA DisplayHDR 400, E...","₹23,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/t/o/-original-imagpu2tkw7svfaf.jpeg?q=70,https://www.flipkart.com/lg-ultra-fine-monitor-68-58-cm-27-inch-4k-hd-led-backlit-ips-panel-vesa-displayhdr-400-ergonomic-stand-3-side-virtually-borderless-design-27up650-w-atr/p/itmbb5872cbda414?pid=MONGHQ6ZBZGQEE5A&lid=LSTMONGHQ6ZBZGQEE5AD48HIE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=8c0b859c-6a83-40b7-8878-017e972333bd.MONGHQ6ZBZGQEE5A.SEARCH&ppt=None&ppn=None&ssid=wqnmhr37eo0000001738524411590&qH=08b5411f848a2581,2025-02-02 20:26:51,27UP650-W.ATR,White,68.58 cm (27 inch) LCD Display,IPS Panel,3840 x 2160 pixels,4K Ultra HD,"1 Monitor, Power Cord, Cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:9,,178° (2D),178° (2D),5 ms,400 Nits (2D),,0.3 W (Standby),"Yes, 2",,61.35 cm,,23.93 cm,5.6 kg,3 Years Warranty On Parts and Labor,Manufacturing Defects,Physical Damages,3 Year,,,Yes,,Ultra Fine Monitor,LED Backlit Backlight,,,Anti-glare,95%,,,,,,,,,,,"AC 100 - 240 V, 50/60 Hz",,,,Yes,,,,,,,,,,100 x 100 mm,,,,,,,,,,,36.35 cm,,3.8 kg,,,,,,Audio Out,
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with Mouse & Keyboard Control, OTT Apps, IoT Hub, O...","₹31,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/a/t/-original-imahfes3fzuhg9df.jpeg?q=70,https://www.flipkart.com/samsung-m7-81-28-cm-32-inch-4k-ultra-hd-va-panel-mouse-keyboard-control-ott-apps-iot-hub-office-365-workout-tracker-multiple-ports-speakers-remote-bluetooth-smart-monitor-ls32dm700uwxxl/p/itmbb894b5cba10c?pid=MONHF2H9WAMYK6CZ&lid=LSTMONHF2H9WAMYK6CZ6Q60RI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=8c0b859c-6a83-40b7-8878-017e972333bd.MONHF2H9WAMYK6CZ.SEARCH&ppt=None&ppn=None&ssid=wqnmhr37eo0000001738524411590&qH=08b5411f848a2581,2025-02-02 20:26:51,LS32DM700UWXXL,Black,81.28 cm (32 inch) LED Display,VA Panel,3840 x 2160 pixels,4K Ultra HD,"1 Monitor, Remote Controller, Power Cable, HDMI Cable, Warranty Card, User Manual",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,3000:1,,,4 ms,300 nits (2D),,150 W (Operational),"Yes, 2",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,No,Yes,M7,,,2160p,,72%,,,,,,,,,,,AC 100 - 240 V,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.3,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/c/z/7/27gs60f-bb-atrkmvn-full-hd-27-2024-27gs60f-bb-atrkmvn-lg-original-imah2ghnc6vfvsmh.jpeg?q=90,URL not available,2025-02-02 20:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:27:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQK3XU2herMO50sc__Ii89EEvOh3G27zGVD-lwLZMUWmP_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,,4 ms,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_242&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQIrI9tG-YVF-FGpAoi1AsWyhMWPQOFdWy1dR97l524xXQ%3D%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,1280x1024 pixels,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,18 W (Operational),"Yes, 1 x 1.4 Port","Yes, 15 Pin",370 mm,375 mm,370 mm,2.8 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,-,LED Backlit Backlight,-,1080p,-,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,No,0,NA,0,AC 180 - 255V,-,Yes,0 x 0 Port,No,No,-,-,-,-,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,200 mm,370 mm,370 mm,2.7 kg,,,,,,,
"LG UltraGear 68.58 cm (27 inch) Quad HD IPS Panel with VESA Display HDR400, HDMI, Nvidia G-Sync Compat...","₹31,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/b/0/27gp850-b-atr-quad-hd-27-2023-8806091332363-lg-original-imagrwavfkyg8uhv.jpeg?q=70,https://www.flipkart.com/lg-ultragear-68-58-cm-27-inch-quad-hd-ips-panel-vesa-display-hdr400-hdmi-nvidia-g-sync-compatible-nano-gaming-monitor-27gp850-b-atromkn/p/itm375c40bdd91b1?pid=MONGRU86WJKB5XZM&lid=LSTMONGRU86WJKB5XZMTSTWDN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGRU86WJKB5XZM.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,27GP850-B.ATROMKN,Black,68.58 cm (27 inch) LED Display,IPS Panel,2560 x 1440 pixels,Quad HD,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Manual User, Adapter",Flat,,"165 Hz (Analog), 165 Hz (Digital)",16:09,,,,1 ms,,,,2,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,,UltraGear,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo G Series 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (G24-20),"₹11,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kuh9yfk0/monitor/w/f/q/g24-20-full-hd-23-8-66cfgac1in-lenovo-original-imag7h74tqhfy6bm.jpeg?q=70,https://www.flipkart.com/lenovo-g-series-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-g24-20/p/itm202a4276268c6?pid=MONG6PCUTYFWAR9M&lid=LSTMONG6PCUTYFWAR9MTTUWBC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONG6PCUTYFWAR9M.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,G24-20,Raven Black,60.45 cm (23.8 inch) LCD Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor with Stand, Power Cable (1.8m), DP Cable (1.8m), Quick Setup Guide",Flat,16.7 m Colors,"144 Hz (Analog), 165 Hz (Digital)",16:09,,178° (2D),178° (2D),0.5 ms,350 nits (2D),,,"Yes, 2",,,,,,3 Years Manufacturer Warranty,"Uninterrupted or Error-free Operation of a Product. Defects in Materials and Workmanship under Normal use During the Warranty Period. On-site Service Support will be Provided at the Customer's Location. Some Repairs may Need to be Completed at a Service Center. If so, the Service Provider will Send the Product to the Service Center at its Expense.","Loss of, or Damage to, your Data by a Product. Any Software Programs, whether Provided with the Product or Installed Subsequently. Failure or Damage Resulting from Misuse, Abuse, Accident, Modification, Unsuitable Physical or Operating Environment, Natural Disasters. Power Surges, Improper Maintenance, or Use Not in Accordance with Product Information Materials. Damage Caused by a Non-authorized Service Provider. Failure of, or Damage Caused by, Any Third Party Products, Including those that Lenovo may Provide or Integrate into the Lenovo Product at your Request. Any Technical or Other Support, Such as Assistance with ""How-to"" Questions and those Regarding Product Set-up and Installation. Products or Parts with an Altered Identification Label or from which the Identification Label has been Removed.",,,No,,No,G Series,LED Backlit Backlight,,,,99% sRGB,,,,,,,,,,,,,Yes,,Yes,,,,,,,Tilt,,,100 x 100 mm,VESA,,,,,,,,,,,,,,No,,,,Audio Out,
"SAMSUNG Odyssey G4 63.5 cm (25 Inch) Full HD IPS Panel with Ergonomic Stand, HDR10, Dual Sync Compatib...","₹19,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l4oi4cw0/monitor/4/8/l/ls25bg400ewxxl-full-hd-25-ls25bg400ewxxl-samsung-original-imagfgvdsyxsecz7.jpeg?q=70,https://www.flipkart.com/samsung-odyssey-g4-63-5-cm-25-inch-full-hd-ips-panel-ergonomic-stand-hdr10-dual-sync-compatible-wide-viewing-angle-gaming-monitor-ls25bg400ewxxl-ls25bg402ewxxl/p/itm4f5d1c7127f24?pid=MONGFC8VKKFKNETQ&lid=LSTMONGFC8VKKFKNETQYMBTZT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGFC8VKKFKNETQ.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,LS25BG400EWXXL/LS25BG402EWXXL,Black,63.5 cm (25 Inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Power Cable, HDMI Cable",Flat,16.7 m Colors,"240 Hz (Analog), 240 Hz (Digital)",16:9,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,400 nits (2D),,,"Yes, 2",,558.5 mm,552.9 mm,244.8 mm,4.5 kg,3 Years Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,No,,No,Odyssey G4,,,Yes,,,,"Incredibly Vibrant and Darker Blacks with 1.7 Billion Colors and 1000:1 Contrast Ratio, Refresh Rate: 240 Hz, Response Time: 1 (GTG) ms",,,,,,,,,AC 100 - 240 V,,,0,,,,,,,,HAS Pivot,,,100 x 100 mm,,,,,,,,,"Samsung 25-inch FHD Flat Gaming Monitor with 240 Hz Refresh Rate, 1 ms Response Time, IPS Panel, Nvidia G-Sync Compatible with Height Adjustable Stand, Ultra Wide Game View (LS25BG400EWXXL, Black)",558.5 mm,341.1 mm,85.4 mm,2.8 kg,,,,10 - 80 %,,,
"SAMSUNG S4 60.96 cm (24 inch) Full HD IPS Panel with Eye Saver Mode, Flicker Free, Height Adjustable S...","₹12,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/w/u/b/-original-imah2n2n8zwbgyk9.jpeg?q=70,https://www.flipkart.com/samsung-s4-60-96-cm-24-inch-full-hd-ips-panel-eye-saver-mode-flicker-free-height-adjustable-stand-borderless-display-monitor-ls24c430gawxxl/p/itmf3858b8bd15c8?pid=MONHFYKSFZ3YHW3Y&lid=LSTMONHFYKSFZ3YHW3YFQJVSC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONHFYKSFZ3YHW3Y.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,LS24C430GAWXXL,Black,60.96 cm (24 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Power Cable, HDMI Cable, USB Type A to B Upstream Cable, Warranty Card, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,1000:1,,,4 ms,250 nits (2D),,55 W (Operational),"Yes, 1",,539.9 mm,518.9 mm,219.7 mm,4.8 kg,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,S4,,,,,72%,,,,,,,,,,,AC 100 - 240 V,,Yes,4 x USB 3.0 Port,,,,,,,,,,,100 x 100 mm,,,,,,,,,,539.9 mm,321.6 mm,57.2 mm,2.9 kg,,,,,,,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQLBvH9m7J4wNKAXm2-0A8Kn2BSnNnHYNifIX1cxQWCNO_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,S2721HNM / S2721HN,Grey,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,"Yes, 2 x HDMI 1.4 Port",,,,,6.5 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,,No,Yes,No,S Series,,,1080p,Anti Glare,,,,No,,,,,,,,,,,,,,Audio Line-out,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,7.6 kg,,,,,,,
"BenQ GW2790 68.58 cm (27 inch) Full HD LED Backlit IPS Panel 99% sRGB, Eye-careU, Dual HDMI, Display P...","₹10,498",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/y/r/gw2790-full-hd-27-2024-gw2790-benq-original-imagy6vpevgqgg4u.jpeg?q=70,https://www.flipkart.com/benq-gw2790-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-2wx2-wall-mountable-monitor-gw2790/p/itm4af37e8d586ae?pid=MONGXXF4BYERYQDG&lid=LSTMONGXXF4BYERYQDGCR0H6R&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_248&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQJZUSlSVsV8KpAKxO1ijPvi8cyKsUURvVbPD27d3fQE_PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,GW2790,Black,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, 1.5 m Power Cord, HDMI Signal Cable, User Manual, Warranty Card",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),0.311 mm,35 W (Operational),"Yes, 2",No,,,,,39 Months Warranty,Manufacturing Defects,Physical Damages,39 Months,,"Yes, 2 Speakers",Yes,Yes,GW2790,LED Backlit Backlight,,1080p,Anti-glare,99% sRGB,,,No,,,,,2,,,"AC 100 - 240 V, 50/60 Hz",,Yes,,No,Yes,,,,,,,,,,VESA,Kensington Lock,,No,,Yes,Yes,,,,,,,,,,,18 Languages,Audio In,
