title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"₹25,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/m/2/-original-imah4zryw7gmp7gd.jpeg?q=70,https://www.flipkart.com/acer-one-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-ao-14-z-8-415-thin-light-laptop/p/itm91bac6ba57245?pid=COMGPF5CQ7VDWDT4&lid=LSTCOMGPF5CQ7VDWDT4PET780&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_302&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGPF5CQ7VDWDT4.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",AO 14 Z 8-415,UN.599SI.011|UN.599SI.016|UN.599SI.011,Z8-415,One,Silver,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking, Everyday Use, Learning, Travel & Business",No,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,1115G4,3.00GHz Upto 4.10GHz,Intel Integrated Integrated,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,,,802.11 ax,v5.0,323 x 221 x 21.6,1.49 Kg,Not Available,HD webcam with Privacy Camera Physical Shutter,,Isolated Keys keyboard,1 Year Warranty,please call the Acer Customer Support -1800-11-6677 / Television : +91 76696 10805,Manufacturing Defects,Physical damage,,45 W Power Adapter,,Upto 32 GB,,,,,,Windows 11 Home,,1 x HDMI 2.0 Port,,,,,Gigabit Ethernet,,No,,45.5 Wh Li-ion Battery,1 Year,Touchpad with multi gesture and scrolling function,2 Cell,64 bit,64 bit,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/W...","₹86,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/5/i/-original-imahf2czvqg2qfhn.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-intel-evo-h-series-ai-pc-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-s5506ma-ma751ws-thin-light-laptop/p/itm57d89844cfd5c?pid=COMHYYZNSD3HWRGP&lid=LSTCOMHYYZNSD3HWRGPB9WUPM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_303&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMHYYZNSD3HWRGP.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5506MA-MA751WS,90NB14E2-M001E0,S5506MA-MA751WS,"Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC",Mist Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core Ultra 7,,Yes,1 TB,16 GB,LPDDR5X,155H,"Base Frequency 1.4 GHz, Max Turbo Boost Upto 4.8 GHz",Intel Integrated Arc,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",No,39.62 cm (15.6 Inch),2880 x 1620 Pixels,"3K, OLED, 16:9 Aspect Ratio, 120Hz Refresh Rate, Brightness: 400 Nits, Peak Brightness: 600 Nits HDR, 100% DCI-P3 Color Gamut, Gamut Mapping, Contrast Ratio: 1,000,000:1, VESA Certified Display HDR True Black 500, 1.07 Billion Colors, Glossy Display, 70% Less Harmful Blue Light, TUV Rheinland Certified, Screen-to-Body Ratio: 83%",Built-in speaker,Built-in Array Microphone,Wi-Fi 6E (802.11ax) (Dual Band) 2 x 2,v5.3,353.6 x 246.9 x 13.9 mm,1.50 kg,Not Available,Full HD Camera with IR Function to Support Windows Hello with Privacy Shutter,,Backlit Chiclet Keyboard 1-Zone RGB with Num key and Copilot Key,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,90W AC Adapter,,,,24 MB,,16,,Window 11,Yes,1 x HDMI 2.1 TMDS,MicroSD Card Reader,M.2 NVMe PCIe 4.0,,,,"BIOS Setup User Password, Trusted Platform Module (Firmware TPM)",,Microsoft Office Home & Student 2021,"US MIL-STD 810H Military Grade Standard, 75WHrs, 4S1P",1 Year,Precision Touchpad,4 Cell,,,,,,,,,,,,,,,,,,,,,,,McAfee 1 Year,,,,,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,"₹48,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/e/h/e1504fa-lk543ws-thin-and-light-laptop-asus-original-imahf7yvddama8xh.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-lk543ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFDPFBY4CW&lid=LSTCOMGMGXFDPFBY4CW2H1H6E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_304&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGMGXFDPFBY4CW.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, power adapter, user guide",E1504FA-LK543WS,90NB0ZR3-M00J70,E1504FA-LK543WS,Vivobook Go 15 OLED,Green Grey,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD, OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors,,PANTONE Validated,,Glossy display, 70% less harmful blue light",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo V15 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82TTA02UIH Thin and Light Lapto...,"₹57,206",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/0/1/lenovo-v15-thin-and-light-laptop-lenovo-original-imah6ujrzusgqztd.jpeg?q=70,https://www.flipkart.com/lenovo-v15-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-82tta02uih-thin-light-laptop/p/itm575eadcc5ae49?pid=COMH6UJRYY8RCYNQ&lid=LSTCOMH6UJRYY8RCYNQPP6ZWU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_305&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMH6UJRYY8RCYNQ.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, AC Adapter, Power Cord, User Manual And Warranty Card",82TTA02UIH,82TTA02UIH,Lenovo V15,V15,Iron Grey,Thin and Light Laptop,Performance,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,,,Intel Integrated Iris Xe,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,5.1,,,Not Available,,,,1 YEAR SERVICE WARRANTY,On-site Warranty,"Hardware defects: This includes issues with the processor, RAM, storage, motherboard, and other internal components. Manufacturing defects: This covers any defects or errors that occurred during the manufacturing process. However, it's important to note that accidental damage, such as physical damage or liquid spills, is usually not covered by the standard warranty.","Accidental damage: This includes physical damage caused by drops, impacts, or liquid spills. Cosmetic damage: Scratches, dents, or other cosmetic issues that do not affect the device's functionality. Software issues: Problems related to software, operating systems, or user-installed applications. Wear and tear: Normal wear and tear over time, such as battery degradation. Unauthorized repairs or modifications: Any repairs or modifications made by unauthorized service providers.",5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook Pro Apple M3 - (8 GB/1 TB SSD/macOS Sonoma) MR7K3HN/A,"₹1,54,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/q/t/-original-imaguw3hwp55jj7b.jpeg?q=70,https://www.flipkart.com/apple-macbook-pro-m3-8-gb-1-tb-ssd-macos-sonoma-mr7k3hn-a/p/itmcd041a34ee857?pid=COMGUTX7VWJBGPCZ&lid=LSTCOMGUTX7VWJBGPCZ1DIQ1B&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_306&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGUTX7VWJBGPCZ.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"MacBook Pro, 70W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MR7K3HN/A,MR7K3HN/A,MacBook Pro,MacBook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M3,,Yes,1 TB,8 GB,Unified Memory,,,NA,SSD,macOS Sonoma,2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps),No,35.56 cm (14 Inch),3024 x 1964 Pixels,"XDR (Extreme Dynamic Range), 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full-screen, 1,600 nits peak2 (HDR content only), SDR brightness: 600 nits",Built-in Speakers,Studio‑quality three-mic array with high signal-to-noise ratio and directional beamforming,Wi-Fi 6E (802.11ax),v5.3,312.6 x 221.2 x 15.5 mm,1.55 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 22 Hours,,,,,,,,,,Yes,,,,,High-fidelity six-speaker sound system with force-cancelling woofers,,,Yes,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",,1 Year,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,"₹39,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/2/n/modern-14-c11m-031in-thin-and-light-laptop-msi-original-imagnjymxrnuxtwt.jpeg?q=70,https://www.flipkart.com/msi-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-modern-14-c12mo-1203in-thin-light-laptop/p/itmb82466e1d1ca2?pid=COMH6C4KXV5SE2CX&lid=LSTCOMH6C4KXV5SE2CXTPEECC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_307&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMH6C4KXV5SE2CX.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, User Guide",Modern 14 C12MO-1203IN,9S7-14J112-1203,Modern 14 C12MO-1203IN,,Classic Black,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0, 1 x Type-C (USB3.2 Gen2 / DisplayPort/ Power Delivery 3.0)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level Panel",2x 2W Speaker,Yes,802.11 ax Wi-Fi 6,v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@720p),,Single Backlit Keyboard (White),1 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 ...,"₹37,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/m/q/freebook-2-in-1-laptop-chuwi-original-imagtywsu2c6ngn2.jpeg?q=70,https://www.flipkart.com/chuwi-intel-core-i3-12th-gen-i3-1215u-12-gb-512-gb-ssd-windows-11-home-freebook-2-1-laptop/p/itmc5e3f409e7e39?pid=COMGQJZPSGFFF7V7&lid=LSTCOMGQJZPSGFFF7V7T2BU4F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_308&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGQJZPSGFFF7V7.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, User Manual, Charging Cable",FreeBook,CWI577,FreeBook,,Grey,2 in 1 Laptop,"Everyday Use, Learning, Travel & Business, Processing & Multitasking, Entertainment",No,Intel,Core i3,12th Gen,Yes,512 GB,12 GB,LPDDR4,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,SSD,Windows 11 Home,3x USB Type C,Yes,34.29 cm (13.5 inch),2256x1504 pixel,2K UHD Retina,Four Speakers,Yes,WIFI6 (802.11ax1),5.2,,1.7 kg,Not Available,Yes,No,"Full-Sized Keyword
(Ultra narrow bezel)",1 Year Onsite Warranty,Service Center,Manufacturing Defects,Physical & Water Damage,Up To 8 Hours,65 W PD Fast Charger,,,,10 MB,,6,,,,No,,,,,,,Yes,Operating System Software,,1 Year,,,64 bit,,No,,No,,No,No,No,,,,GDDR3,,No,,No,,,,,,,,,,,,,
Apple MacBook Air Apple M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,"₹1,10,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12400092/p/itmec35accf62a2f?pid=COMG4ZYZMHKH8FEG&lid=LSTCOMG4ZYZMHKH8FEGJFXEEN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_309&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMG4ZYZMHKH8FEG.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",Z12400092,Z12400092,,MacBook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,,Yes,512 GB,8 GB,DDR4,Apple M1 Chip,,NA,SSD,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps)",No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,Not Available,720p FaceTime HD Webcam,,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,Upto 15 Hours,30 W AC Adapter,,Upto 16 GB,,,,8,,,Yes,,,,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",,,,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",49.9 WHr Li-polymer Battery,1 Year,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,"₹64,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/0/a/-original-imahyyhtxvfguxgy.jpeg?q=70,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-83bf0043in-thin-light-laptop/p/itmc63731ed924b8?pid=COMGVKM7XDSGRVYT&lid=LSTCOMGVKM7XDSGRVYTVHYEMH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_310&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGVKM7XDSGRVYT.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",83BF0043IN,83BF0043IN,Ideapad Slim 5i,,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,1 TB,16 GB,LPDDR5,12450H,,Intel Integrated Integrated Intel® UHD Graphics,SSD,Windows 11 Home,,No,35.56 cm (14 inch),1920 x 1200 pixel,,,,,Yes,,,Not Available,,,,1 Year warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 6 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,"₹46,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/j/t/x1502za-ej953ws-thin-and-light-laptop-asus-original-imah4f9kmach9taz.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej515ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZDZSVBBZAK3Z&lid=LSTCOMGZDZSVBBZAK3ZIG4DTW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_311&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMGZDZSVBBZAK3Z.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1502ZA-EJ515WS,90NB0VX2-M00N20,X1502ZA-EJ515WS,Vivobook 15,Icelight Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,1.3 GHz with Turbo Boost Upto 4.4 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 220nits Brightness, 82 % Screen-to-body ratio",Yes,Yes,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,359.7 x 232.5 x 19.9 mm,1.7 Kg,Not Available,720p HD camera ; With privacy shutter,Yes,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,12,,,,,1 TB,,,1 x HDMI 1.4,,,,,,,No,,,,,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹44,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/h/1/-original-imah4zc2vr65nt9v.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15-fc0156au-thin-light-laptop/p/itm84a68fe7b6015?pid=COMH4N76ZS7U93JE&lid=LSTCOMH4N76ZS7U93JEON3TMR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_312&otracker=search&fm=organic&iid=b8a804e7-6c05-4e88-830a-de5fc9ff27b6.COMH4N76ZS7U93JE.SEARCH&ppt=None&ppn=None&ssid=1kilvw6k400000001738685057726&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,No,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,Up to 5.2GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, backlit, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.2,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/4/k/i/inspiron-3530-thin-and-light-laptop-dell-original-imahyg9g9dnpgqks.jpeg?q=90,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...","₹32,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/t/l/-original-imagpxgrqqzft5xv.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-backlit-keyboard-12th-gen-intel-core-i3-n305-8-gb-512-gb-ssd-windows-11-home-e1504ga-nj321ws-thin-light-laptop/p/itm283c8ed983ac3?pid=COMGZDQJZXFNV7QD&lid=LSTCOMGZDQJZXFNV7QDVWRAW8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_313&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGZDQJZXFNV7QD.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, power adapter, user guide",E1504GA-NJ321WS,90NB0ZT1-M001K0,E1504GA-NJ321WS,"Vivobook Go 15, with Backlit Keyboard, 12th Gen",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,N305,Max turbo frequency at 3.8 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,Yes,,,1 Year,,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
