title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,EMMC Storage Capacity,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,OS Architecture,Multi Card Slot,TGP,RJ45,Chipset,Memory Slots,RPM,Hardware Interface,Ethernet,Security Chip,Antivirus,Lock Port,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,Color Gamut,Brightness,NFC Support,Wireless WAN,Recovery Options,Sound Chip,Other Accessories,International Warranty,HDD Capacity,Certification,Cloud Storage
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹33,990",4.2,"1,807 Ratings & 158 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHDFKSBW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_362&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsgPNmY0YvIMWOceFnpGiqxvuHRopyOVhmCUsW-5_eFRPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,7320U,Max Turbo Frequency 4.1 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,"₹31,990",4.1,78 Ratings & 9 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/3/a/-original-imagz92reebhhj57.jpeg?q=70,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b12mo-business-laptop/p/itm60c14709fdf3b?pid=COMHYWTJHENNCRGX&lid=LSTCOMHYWTJHENNCRGXEJC0WA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_363&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMHYWTJHENNCRGX.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop,Battery,Power Adapter, User Guide",Modern 15 B12MO,9S7-15H112-1008,Modern 15 B12MO,Modern 15,Classic Black,Business Laptop,Travel & Business,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen2",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD , 60Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.2,361 x 241 x 19.9 mm,1.7 Kg,Not Available,HD type (30fps@720p),No,Single backlight Keyboard(White),1 Year Warranty Term,Carry-in,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",3 cell,Yes,,,1x HDMI (4K @ 30Hz),,,,,65 W,,,,,,,,,,,,,,,No,,2,,,,,,,,,3200 MHz,,,,,,,,,,,,,,,,,,,
Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,"₹21,990",3.8,5 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/h/8/nu14u3int54bn-sg-thin-and-light-laptop-ultimus-original-imahftxgkfxd3aqm.jpeg?q=70,https://www.flipkart.com/ultimus-neo-intel-core-i3-10th-gen-1035g4-8-gb-256-gb-ssd-windows-11-home-nu14u3int54bn-sg-thin-light-laptop/p/itmb21559cc09d8d?pid=COMGRT5H4T2PZKQP&lid=LSTCOMGRT5H4T2PZKQPIQKA1W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_364&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGRT5H4T2PZKQP.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adapter, Warranty Documents, User Manual",NU14U3INT54BN-SG,NU14U3INT54BN-SG,NU14U3INT54BN-SG,Neo,Space Grey,Thin and Light Laptop,Entertainment,No,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1035G4,Max Turbo Frequency up to 3.7 GHz,Intel Integrated UHD,SSD,Windows 11 Home,Yes,No,35.81 cm (14.1 Inch),1920 x 1080 Pixel,Full HD,Yes,Yes,,v4.2,,1.3 kg,Not Available,2 MP,No,,1 Year Onsite Warranty,Onsite,Battery & Adaptor warranty up to 6 months,Physical Damage,Battery,No,,,Yes,,No,,Up to 10 hrs,,,Yes,Intel® Smart Sound Technology,Multi-Touch Trackpad,Pre loaded windows APP,,12 Months,,Windows 11 Home,,NA,,,,Yes,,Yes,,,,,,,No,,,,No,No,,No,No,,No,,,No,,Yes,Audio,NA,,,,
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,"₹40,990",4.3,"1,710 Ratings & 169 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/y/-original-imagvyw9hqh6srxw.jpeg?q=70,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12m-439in-c12mo-1020in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGMV6VGZVHZ6XT&lid=LSTCOMGMV6VGZVHZ6XT2YNAU9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_365&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGMV6VGZVHZ6XT.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power adapter",Modern 14 C12M-439IN / Modern 14 C12MO-1020IN,9S7-14J111-439 / 9S7-14J111-1020,Modern 14 C12M-439IN,Modern 14,Urban Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment",No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,Intel Wi-Fi 6E AX211,v5.3,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),,Single backlight Keyboard(White),1 Year Onsite Warranty,Onsite,Part Failure,"Physical Damage, Burn, Liquid Spill",3 cell,Yes,,,1 x HDMI,,,,,65W adapter,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,"₹30,550",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/n/w/e1504fa-nj321ws-thin-and-light-laptop-asus-original-imahfy92evkj2wgr.jpeg?q=70,https://www.flipkart.com/asus-amd-ryzen-3-quad-core-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMHFY939ZTRVFVG&lid=LSTCOMHFY939ZTRVFVGKWQL0C&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_366&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMHFY939ZTRVFVG.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adapter, User Guide, Warranty Documents",E1504FA-NJ321WS,90NB0ZR1-M00AE0,E1504FA-NJ321WS,,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,,,AMD Radeon Ryzen 3 Quad Core,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,v5.0,,,Not Available,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,DDR4,,,,,,UPTO 6 HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹39,990",4.5,"1,834 Ratings & 242 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/u/e/-original-imah46f8th3pnphq.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_367&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsiO5x4SwmSslLRuTISGM-yg2agJ9wcwL2JeU1TS0G3uPw%3D%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-LG4IN,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Galaxy Book4 Metal,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,LPDDR4X,1315U,Up to 4.5 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,Wi-Fi 6,v5.2,356.6 x 229.15 x 15.4 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Onsite Warranty,Onsite,Manufacturer Defect Only,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,"₹62,990",4.5,"4,460 Ratings & 404 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_368&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQshNeZavSwa9Stvolwct8UHil8kr1sz3kNkddR1ckDHBqw%3D%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN|NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1335U,Max Frequency Up to 4.60 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,802.11ax,v5.2,356.6 x 15.4 x 229.15mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,4 Cell Lithium Ion Battery,,,,"Yes, 1 x HDMI",,,,,45W AC Adapter,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"₹38,890",3.3,7 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/b/k/inspiron-15-thin-and-light-laptop-dell-original-imagrgyf8px89mhp.jpeg?q=70,https://www.flipkart.com/dell-inspiron-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm1e8ad2b18043a?pid=COMGRGYFCKYEDQEP&lid=LSTCOMGRGYFCKYEDQEP2YFYY6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_369&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGRGYFCKYEDQEP.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Adaptor with power cable, User manual",3530,IN3530V84RM001ORS1,Inspiron 15,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1305U,Max Turbo Upto 4.50 GHz,Intel Integrated Intel® UHD Graphics,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD 1920x1080, 120Hz, WVA, Non-Touch, Anti-Glare, 250 nit, Narrow Border, LED-Backlit",,,,yes,358.5 x 235.56 x 18.9mm,1.62 kg,Not Available,,,,1 year domestic warranty,1 year seller warranty,Performance issue,Physical and Liquid damage,41 Wh,,,,,,,,upto 9.5 hours,65W AC Adapter,,,,,,,12 Months,,Windows 11,,,64 bit,,,,,2,,,,,,,,,2666 MHz,,,,,,,,No,,,,,,,,,,,
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,"₹56,499",4.2,576 Ratings & 31 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/e/b/inspiron-3530-laptop-dell-original-imagsvrzwyxxfnu6.jpeg?q=70,https://www.flipkart.com/dell-inspiron-15-3530-intel-core-i5-13th-gen-8-gb-1-tb-ssd-windows-11-home-in3530rw8jy001ors1-thin-light-laptop/p/itm1e8ad2b18043a?pid=COMGSPFG79BDFZ35&lid=LSTCOMGSPFG79BDFZ35N3NLLV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_370&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGSPFG79BDFZ35.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",IN3530RW8JY001ORS1,IN3530RW8JY001ORS1,Inspiron 3530,Inspiron 15 3530,Platinum Silver,Thin and Light Laptop,Travel & Business,Yes,Intel,Core i5,13th Gen,Yes,1 TB,8 GB,DDR4,,,Intel Integrated Integrated Intel® UHD Graphics,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,YES,,,Not Available,,,,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,UPTO 8 HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itmdc5308fa78421?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_371&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsj6dcZNbIP-hrwBiETj6LtsazLusJFCdTEPfvmX9x9NNfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY33HN/A,MLY33HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium Polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹49,890",4.1,"1,817 Ratings & 96 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/c/5/-original-imah8frtdh9bgnnp.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMHFYZ3GZVH37GY&lid=LSTCOMHFYZ3GZVH37GYBMASJU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_372&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsjdVF5legaKZAWTYZUKTotRlktbwMa4JqfefHjr2zr8GvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAH8,83EQ0063IN,14IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,LPDDR5,12450H,Max Turbo Frequency upto 4.40 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,Full HD 1080p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4,,,,,65 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹36,990",4,702 Ratings & 60 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGXPH6XJE9ZKGZ&lid=LSTCOMGXPH6XJE9ZKGZYBFYPH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_373&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGXPH6XJE9ZKGZ.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-41,UN.431SI.293,AL15-41,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5625U,Max Frequency Up to 4.00 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD,Yes,Yes,Wi-Fi 5,v5.1,360.40 x 239.30 x 19.7 mm,1.59 kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",,"100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Carry-in Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹36,990",4,195 Ratings & 22 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMHY74JVWWHKWKA&lid=LSTCOMHY74JVWWHKWKAJL4YV6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_374&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMHY74JVWWHKWKA.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-41,UN.31ZSI.006,AL15-41,Aspire Lite,Steel Grey,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking, Everyday Use",No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5700U,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, High Brightness TFT LCD, 16:9 Aspect Ratio, Ultra Slim Design, Mercury Free, Environment Friendly",Dual Built-in Stereo Speakers,Built-in Array Microphone with Noise Cancellation Features,Wi-Fi 5,v5.1,360.40 x 239.30 x 19.7 mm,1.59 kg,Not Available,"HD Webcam with 1280 x 720 Resolution, 720p HD Audio/Video Recording",,"100-/101-/104-Key Keyboard with Independent Numeric Keypad, International Language Support",1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,3 Cell,,,,1 x HDMI Output Port (with HDCP) V1.4b,,,,Upto 7 Hours,45W AC Adapter,8,Yes,"High Definition Audio, High Fidelity Original Recording","Multi Gesture Touchpad, Built in Clickpad with Microsoft PTP Multi Gesture and Scrolling Function",,"36 Whr, Indicators: Power/Suspend, Caps Lock, Num Lock, HD Camera",1 Year,,Windows 11,32 GB,,64 bit,,,Yes,,2,,,Gigabit Ethernet (RJ 45),"Firmware Trusted Platform Module (TPM) Solution, BIOS User",,"Supervisor/ HDD Passwords, Kensington Lock Slot",,,3200 MHz,,,,,,,,,,,,,,,,,,,
