title,price,image_url,product_url,Style,Warranty,Battery Power Rating,Weight,Color,Memory Storage Capacity,Item Weight,GPS,Operating System,Battery Capacity,Human Interface Input,Brand,Special Feature,Whats in the box,Screen Size,Department,Is Discontinued By Manufacturer,Supports Bluetooth,Voice command,Standing screen display size,Battery Cell Composition,Battery Life,Wireless Communication Standard,Item model number,Display technology,Manufacturer,Display Size,Date First Available,Other display features,Compatible Phone Models,Package Dimensions,Wireless communication technologies,Country of Origin,Compatible Devices,OS,Connectivity technologies,Scanner Resolution,Product Dimensions,ASIN,Connectivity Technology,Model Name,Special features,Ram Memory Installed Size,Batteries,Shape,Collection Date
"Smart Watch for Men Women Compatible Android iPhone, 2.09'' Smartwatch Fitness ...",MAD 630,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICOLTYZYY-smart-watch-for-men-women-kids-compatible-android-iphone-hyglewy-2-09-x27-x27-smartwatch-fitness-tracker-with-heart-rate-sleep-monitor-blood,,,,,,,8.4 ounces (238.14 grams),GPS Via Smartphone,"Android Wear"" or ""Wear OS",3.3E+2 Milliamp Hours,,BANGWEI,"Notifications, Bluetooth Calling",,1.43 Inches (3.6 cm),,,,,1.43 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ST2-A PRO-XYX,,BANGWEI,,27-Dec-23,,,8.03 x 3.82 x 0.94 inches (20.4 x 9.7 x 2.4 cm),,,,,,,,B0CR1M7RG7,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for Men Women Answer/Make Calls, 2.01in AMOLED HD Display Fitness ...",MAD 1013,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MP3KMTI0G-smart-watch-for-men-women-answer-make-calls-2-01in-amoled-hd-display-fitness-abn,,,,,,,8.4 ounces (238.14 grams),GPS Via Smartphone,"Android Wear"" or ""Wear OS",3.3E+2 Milliamp Hours,,BANGWEI,"Notifications, Bluetooth Calling",,1.43 Inches (3.6 cm),,,,,1.43 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ST2-A PRO-XYX,,BANGWEI,,27-Dec-23,,,8.03 x 3.82 x 0.94 inches (20.4 x 9.7 x 2.4 cm),,,,,,,,B0CR1M7RG7,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for Men WomenAnswer/Make Calls, 2.01"" AMOLED HD Display Heart Rate ...",MAD 1013,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MCXTS2DC6-smart-watch-for-men-women-answer-make-calls-2-01-amoled-hd-display-heart-rate-sl,,,,,,,8.4 ounces (238.14 grams),GPS Via Smartphone,"Android Wear"" or ""Wear OS",3.3E+2 Milliamp Hours,,BANGWEI,"Notifications, Bluetooth Calling",,1.43 Inches (3.6 cm),,,,,1.43 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ST2-A PRO-XYX,,BANGWEI,,27-Dec-23,,,8.03 x 3.82 x 0.94 inches (20.4 x 9.7 x 2.4 cm),,,,,,,,B0CR1M7RG7,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
Smart Watch for Android Phones iOS Waterproof Smart Watches for Women ...,MAD 685,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7T26QQTIW-canmixs-smart-watch-for-android-phones-ios-waterproof-smart-watches-for-women-men-sports-digital-watch-fitness-tracker-heart-rate-blood-oxygen-sleep,,,,,Orange,,4.6 ounces (130.41 grams),,,,,motsfit,"Pedometer, Activity Tracker, Calorie Tracker, Distance Tracker, Multisport Tracker, Telephone call, Voice calls, Notifications, Heart Rate Monitor, Sleep Monitor, Blood Pressure, Oximeter (SpO2), Sedentary reminder, Alarm clock, Music control, Camera control    See more",,,,,,,,Lithium Polymer,,,,,Motsfit,,4-Sep-24,,"Smart watch compatible with iPhone 15, iPhone 15 Plus, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 14 Pro Max, iPhone 14 Pro, iPhone 14 Plus, iPhone 14, iPhone 13 Pro Max, iPhone 13, iPhone 12 Pro Max, iPhone 12 Pro, iPhone 12, iPhone 12 Mini, iPhone 11 Pro Max, iPhone 11 Pro, iPhone 11, iPhone XS Max etc., Smart watch compatible with HUAWEI Mate50 Pro, HUAWEI Mate50, HUAWEI Mate40 Pro, HUAWEI Mate40, HUAWEI P50, HUAWEI P40, HUAWEI Mate30, HUAWEI P30, etc., Smart watch compatible with Samsung Galaxy S22, Samsung Galaxy S23, Samsung Galaxy S20, Samsung Galaxy S21, Samsung Galaxy A53, Samsung Galaxy A52, Samsung Galaxy A51, Samsung Galaxy A54, Samsung Galaxy Note 20, Samsung Galaxy A71 etc.    See more",6.69 x 4.33 x 1.14 inches (17 x 11 x 2.9 cm),,,"Smart watch compatible with iPhone 15, iPhone 15 Plus, iPhone 15 Pro, iPhone 15 Pro Max, iPhone 14 Pro Max, iPhone 14 Pro, iPhone 14 Plus, iPhone 14, iPhone 13 Pro Max, iPhone 13, iPhone 12 Pro Max, iPhone 12 Pro, iPhone 12, iPhone 12 Mini, iPhone 11 Pro Max, iPhone 11 Pro, iPhone 11, iPhone XS Max etc., Smart watch compatible with HUAWEI Mate50 Pro, HUAWEI Mate50, HUAWEI Mate40 Pro, HUAWEI Mate40, HUAWEI P50, HUAWEI P40, HUAWEI Mate30, HUAWEI P30, etc., Smart watch compatible with Redmi K50 Pro, Redmi K50, Redmi K40, Redmi Note 11 Pro, Redmi Note 11, Redmi Note 10 Pro, Redmi Note 10, Redmi Note 11 Pro+, Redmi Note 9, Redmi Note 9 Pro, ecc., Smart watch compatible with Samsung Galaxy S22, Samsung Galaxy S23, Samsung Galaxy S20, Samsung Galaxy S21, Samsung Galaxy A53, Samsung Galaxy A52, Samsung Galaxy A51, Samsung Galaxy A54, Samsung Galaxy Note 20, Samsung Galaxy A71 etc., Smart watch compatible with cell phones running Android 8.0 and iOS 12.0 or later    See more",,,,,B0DG343Y41,,,"Pedometer, Activity Tracker, Calorie Tracker, Distance Tracker, Multisport Tracker, Telephone call, Voice calls, Notifications, Heart Rate Monitor, Sleep Monitor, Blood Pressure, Oximeter (SpO2), Sedentary reminder, Alarm clock, Music control, Camera control",,1 Lithium Polymer batteries required. (included),,1/29/2025 22:26
"Smart Watches for Men,1.43"" AMOLED Display Fitness Watch IP68 Waterproof Activity ...",MAD 740,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G6JBLH5A4-loghog-smart-watches-for-men-1-43-amoled-display-fitness-watch-ip68-waterproof-activity-tracker-smartwatches-compass-compatible-with-android-and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:27
"BANGWEI Smart Watches for Men Answer/Make Call, 1,43"" AMOLED HD Touch Screen ...",MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ8BEZ5ZS-bangwei-smart-watches-for-men-answer-make-call-1-43-amoled-hd-touch-screen-fitness-tracker-watch-with-heart-rate-spo2-sleep-monitor-step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watch for Men Bluetooth Answer/Make Call, 1.43"" AMOLED Display Luxury ...",MAD 835,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N1X1WUMZS-smart-watch-for-men-answer-make-call-1-43-amoled-hd-luxury-men-watches-100-sport-modes-fitness-watch-waterproof-440mah-heavy-duty-smartwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
Smart Watch for Android Phones Answer Make Calls SMS Reminder Smartwatch Compatible ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/80A9SX7TI-smart-watch-for-android-phones-answer-make-calls-heart-rate-blood-oxygen-sms-reminder-smartwatch-compatible-iphone-bluetooth-stainless-steel-fitness,,,,,,1 GB,1.41 ounces (39.97 grams),GPS Via Smartphone,Android,,,Motast,"1.96'' Full Touch Color Screen,Making/answering phone calls, Call Recording, Message Notifications, Custom Wallpaper, Multifunctional Smart Watch, 24/7 Real Time Heart Rate and Sleep Monitor, 110+ Sports Modes and All-day Activity Data Tracking, Stopwatch, Timer, Weather Display, Alarm Clock, Music & Camera Control, Turn Wrist to Bright Screen,Magnetic Charging, IP68 Waterproof    See more",,1.96 Inches (5 cm),,,,,1.96 Inches (5 cm),Lithium Polymer,,Bluetooth,P99,,Motast,,15-May-24,,,,,China,,,,,2.36 x 1.97 x 0.79 inches (6 x 5 x 2 cm),B0D46GJF6Y,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart WatchAnswer/Make Call, 1.96"" HD Smartwatch for Men Women, 2024 Fitness ...","MAD 398                                                                        
                                                                            740",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MJLETTZUG-smart-watch-answer-make-call-1-96-hd-smartwatch-for-men-women-2024-fitness-activity-tracker-with-110-sport-modes-heart-rate-sleep,,,,,,1 GB,1.41 ounces (39.97 grams),GPS Via Smartphone,Android,,,Motast,"1.96'' Full Touch Color Screen,Making/answering phone calls, Call Recording, Message Notifications, Custom Wallpaper, Multifunctional Smart Watch, 24/7 Real Time Heart Rate and Sleep Monitor, 110+ Sports Modes and All-day Activity Data Tracking, Stopwatch, Timer, Weather Display, Alarm Clock, Music & Camera Control, Turn Wrist to Bright Screen,Magnetic Charging, IP68 Waterproof    See more",,1.96 Inches (5 cm),,,,,1.96 Inches (5 cm),Lithium Polymer,,Bluetooth,P99,,Motast,,15-May-24,,,,,China,,,,,2.36 x 1.97 x 0.79 inches (6 x 5 x 2 cm),B0D46GJF6Y,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart Watch, 2.13  AMOLED Display, 5ATM Waterproof, Voice Assistant, Multiple ...","MAD 876                                                                        
                                                                            945",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M7GV4FBBW-smart-watch-2-13-amoled-display-5atm-waterproof-voice-assistant-multiple-sports-modes-message-reminder-bluetooth-calling-health,,,,,,1 GB,1.41 ounces (39.97 grams),GPS Via Smartphone,Android,,,Motast,"1.96'' Full Touch Color Screen,Making/answering phone calls, Call Recording, Message Notifications, Custom Wallpaper, Multifunctional Smart Watch, 24/7 Real Time Heart Rate and Sleep Monitor, 110+ Sports Modes and All-day Activity Data Tracking, Stopwatch, Timer, Weather Display, Alarm Clock, Music & Camera Control, Turn Wrist to Bright Screen,Magnetic Charging, IP68 Waterproof    See more",,1.96 Inches (5 cm),,,,,1.96 Inches (5 cm),Lithium Polymer,,Bluetooth,P99,,Motast,,15-May-24,,,,,China,,,,,2.36 x 1.97 x 0.79 inches (6 x 5 x 2 cm),B0D46GJF6Y,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart WatchAnswer/Make Call, 1.96"" HD Smartwatch for Men Women, 2024 Fitness ...",MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MPGF6LU42-smart-watch-answer-make-call-1-96-hd-smartwatch-for-men-women-2024-fitness-activity-tracker-with-110-sport-modes-heart-rate-sleep,,,,,,1 GB,1.41 ounces (39.97 grams),GPS Via Smartphone,Android,,,Motast,"1.96'' Full Touch Color Screen,Making/answering phone calls, Call Recording, Message Notifications, Custom Wallpaper, Multifunctional Smart Watch, 24/7 Real Time Heart Rate and Sleep Monitor, 110+ Sports Modes and All-day Activity Data Tracking, Stopwatch, Timer, Weather Display, Alarm Clock, Music & Camera Control, Turn Wrist to Bright Screen,Magnetic Charging, IP68 Waterproof    See more",,1.96 Inches (5 cm),,,,,1.96 Inches (5 cm),Lithium Polymer,,Bluetooth,P99,,Motast,,15-May-24,,,,,China,,,,,2.36 x 1.97 x 0.79 inches (6 x 5 x 2 cm),B0D46GJF6Y,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
Smartwatch for Men Fitness Tracker Watch Smart Watch with Answer/Make Call Heart ...,MAD 822,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVXUKLDDY-smartwatch-for-men-fitness-tracker-watch-smart-watch-with-answer-make-call-heart-rate-blood-pressure-sleep-monitor-step-counter-100-sports-modes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smartwatch for Men Women Fitness Watch 1.43"" Amoled Touchscreen Smart Watch ...","MAD 330                                                                        
                                                                            603",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IVVH0QZJS-smartwatch-for-women-fitness-watch-1-43-amoled-touchscreen-smart-watch-answermake-call-with-heart-rate-blood-pressure-sleep-monitor-100-sports-modes,Modern,,,,,,6.7 ounces (189.95 grams),,"iOS 7.1 and above versions, Android 4.4 and above versions",2.7E+2 Milliamp Hours,,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",,1.32 Inches (3.4 cm),,,,,1.32 Inches (3.4 cm),Lithium Ion,,Bluetooth,,,Erkwei,,12-Aug-24,,,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),,China,,,,,,B0DCVL17H2,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:27
Smart Watches for WomenMake/Answer Call Smartwatch for Android iOS Phones Fitness ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MC0IEKLVC-erkwei-smart-watches-for-women-make-answer-call-smartwatch-for-android-ios-phones-fitness-tracker-with-pedometer-heart-rate-sleep-monitor-digital,Modern,,,,,,6.7 ounces (189.95 grams),,"iOS 7.1 and above versions, Android 4.4 and above versions",2.7E+2 Milliamp Hours,,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",,1.32 Inches (3.4 cm),,,,,1.32 Inches (3.4 cm),Lithium Ion,,Bluetooth,,,Erkwei,,12-Aug-24,,,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),,China,,,,,,B0DCVL17H2,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
Smartwatch for Men Fitness Tracker Black Smart Watches Answer/Make Calls 1.43  ...,MAD 808,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M546WUBXC-smartwatch-for-men-fitness-tracker-black-smart-watches-answermake-calls-1-43-amoled-touchscreen-with-waterproof-heart-rate-blood-pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
Smartwatch for Men Fitness Tracker Black Smart Watches Answer/Make Calls 1.43  ...,MAD 808,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LYW8SPUWM-smartwatch-for-men-fitness-tracker-black-smart-watches-answer-make-calls-1-43-amoled-touchscreen-with-waterproof-heart-rate-blood-pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smartwatch for Men Women Fitness Watch 1.43"" Amoled Touchscreen Smart Watch ...","MAD 330                                                                        
                                                                            603",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JS90LIGK6-smartwatch-for-men-women-fitness-watch-1-43-amoled-touchscreen-smart-watch-answer-make-call-with-heart-rate-blood-pressure-sleep-monitor-100,,,,,,128 MB,3.17 ounces (89.87 grams),Built-in GPS,,230 Milliamp Hours,,XGVIEGZ,"Multisport Tracker, Heart rate and blood oxygen monitoring, Waterproof, Bluetooth call, pedometer, sleep monitoring, calorie detection, distance recording, voice assistant, music playback, real-time weather, GPS    See more",,2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Polymer,,Bluetooth,G21,,ShenZhenShiXinHeFengShiYeYouXianGongSi,,13-May-24,,,5.12 x 3.54 x 0.98 inches (13 x 9 x 2.5 cm),,China,,,,,,B0D4235KY8,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Rectangular,1/29/2025 22:27
"Smart Watch for WomenAnswer/Make Calls, 1.27  Touchscreen Smartwatch with 24/7 ...","MAD 603                                                                        
                                                                            876",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M55G3M5NQ-smart-watch-for-women-answer-make-calls-1-27-touchscreen-smartwatch-with-24-7-heart-rate-spo2-monitor-sleep-tracking-ip68-waterproof-120-sport,,,,,,128 MB,3.17 ounces (89.87 grams),Built-in GPS,,230 Milliamp Hours,,XGVIEGZ,"Multisport Tracker, Heart rate and blood oxygen monitoring, Waterproof, Bluetooth call, pedometer, sleep monitoring, calorie detection, distance recording, voice assistant, music playback, real-time weather, GPS    See more",,2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Polymer,,Bluetooth,G21,,ShenZhenShiXinHeFengShiYeYouXianGongSi,,13-May-24,,,5.12 x 3.54 x 0.98 inches (13 x 9 x 2.5 cm),,China,,,,,,B0D4235KY8,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Rectangular,1/29/2025 22:27
"Smart Watches for Men Answer/Make Calls, 1.85'' Fitness Watch with Heart Rate/Sleep ...",MAD 466,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MEECWS9G8-smart-watch-for-man-answer-make-calls-1-85-x27-x27-smartwatch-with-voice-control-heart,,,,,,128 MB,3.17 ounces (89.87 grams),Built-in GPS,,230 Milliamp Hours,,XGVIEGZ,"Multisport Tracker, Heart rate and blood oxygen monitoring, Waterproof, Bluetooth call, pedometer, sleep monitoring, calorie detection, distance recording, voice assistant, music playback, real-time weather, GPS    See more",,2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Polymer,,Bluetooth,G21,,ShenZhenShiXinHeFengShiYeYouXianGongSi,,13-May-24,,,5.12 x 3.54 x 0.98 inches (13 x 9 x 2.5 cm),,China,,,,,,B0D4235KY8,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Rectangular,1/29/2025 22:26
"Smart Watches for Men/Women, 1.75"" Bluetooth Call, AI Voice Smartwatch, 24/7 Heart ...","MAD 1368                                                                        
                                                                            1600",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MJX115E94-smart-watches-for-men-women-1-75-bluetooth-call-ai-voice-smartwatch-24-7-heart-rate-monitor-blood-pressure-spo2-sleep-tracker-ip68,,,,,,128 MB,4.2 ounces (119.07 grams),GPS Via Smartphone,"iOS, Android",350 Milliamp Hours,,,"Multisport Tracker, Sedentary Reminder, Weather Forecast, Activity Tracker, Music Player",,2.02 Inches (5.1 cm),,,,,2.02 Inches (5.1 cm),Lithium Polymer,,Bluetooth,,,Joautrial,,21-Mar-24,,,6.3 x 3.46 x 0.87 inches (16 x 8.8 x 2.2 cm),,China,,,,,,B0CYQ191FB,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:27
"Smart Watches for Men Women, Fitness Watch with Heart Rate/SpO2/Sleep Monitor, ...",MAD 1010,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MPRNROAIO-aeac-smart-watch-for-men-women-2-pack-black-purple,,,,,,128 MB,4.2 ounces (119.07 grams),GPS Via Smartphone,"iOS, Android",350 Milliamp Hours,,,"Multisport Tracker, Sedentary Reminder, Weather Forecast, Activity Tracker, Music Player",,2.02 Inches (5.1 cm),,,,,2.02 Inches (5.1 cm),Lithium Polymer,,Bluetooth,,,Joautrial,,21-Mar-24,,,6.3 x 3.46 x 0.87 inches (16 x 8.8 x 2.2 cm),,China,,,,,,B0CYQ191FB,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart WatchAnswer/Make Call,2.01"" Smartwatch for Women men IP67 Waterproof, 100+ ...",MAD 248,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JOE2Q2TFC-smart-watch-answer-make-call-2-01-smartwatch-for-women-men-ip67-waterproof-100-sport-modes-fitness-tracker-watch-heart-rate-sleep-monitor,,,,,,128 MB,4.2 ounces (119.07 grams),GPS Via Smartphone,"iOS, Android",350 Milliamp Hours,,,"Multisport Tracker, Sedentary Reminder, Weather Forecast, Activity Tracker, Music Player",,2.02 Inches (5.1 cm),,,,,2.02 Inches (5.1 cm),Lithium Polymer,,Bluetooth,,,Joautrial,,21-Mar-24,,,6.3 x 3.46 x 0.87 inches (16 x 8.8 x 2.2 cm),,China,,,,,,B0CYQ191FB,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart Watches for Men, 2.02 Inches Sports Fitness Watch with Bluetooth Call, ...","MAD 343                                                                        
                                                                            478",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IX5ECQ4HM-smartwatch-for-men-womenanswermake-calls-2-02-military-fitness-watch-with-heart-rate-blood-oxygen-sleep-monitor-pedometer-123-sports-modes-ip68,,,,,,128 MB,4.2 ounces (119.07 grams),GPS Via Smartphone,"iOS, Android",350 Milliamp Hours,,,"Multisport Tracker, Sedentary Reminder, Weather Forecast, Activity Tracker, Music Player",,2.02 Inches (5.1 cm),,,,,2.02 Inches (5.1 cm),Lithium Polymer,,Bluetooth,,,Joautrial,,21-Mar-24,,,6.3 x 3.46 x 0.87 inches (16 x 8.8 x 2.2 cm),,China,,,,,,B0CYQ191FB,Bluetooth,,,,1 Lithium Polymer batteries required. (included),Square,1/29/2025 22:26
"Smart WatchAnswer/Make Call,2.01"" Smartwatch for Women men IP67 Waterproof, 100+ ...",MAD 248,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JI1HDF35C-smart-watch-answer-make-call-2-01-smartwatch-for-women-men-ip67-waterproof-100-sport-modes-fitness-tracker-watch-heart-rate-sleep-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watches for Men Answer/Make Call, Fitness Tracker with 123 Sport Modes, Heart ...",MAD 384,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MIHTFINN6-smart-watch-smart-watches-for-men-women-answer-make-call-fitness-tracker-with-123-sport-modes-heart-rate-monitor-sleep-monitor-spo2-pedometer,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:27
"Smart Watches for Men, Fitness Tracker with Heart Rate & SpO2 Monitor, IP67 ...","MAD 521                                                                        
                                                                            603",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M864DKYYO-smart-watches-for-women-fitness-tracker-with-heart-rate-spo2-monitor-ip67-waterproof-activity-tracker-for-men-women-smart-sports-watch,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:26
"Smartwatch Men Fitness Tracker Watch Smart Watches 1.53"" Round Touchscreen 3ATM ...",MAD 863,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M5V9HCIBS-smartwatch-men-fitness-tracker-watch-smart-watches-1-53-round-touchscreen-3atm-waterproof-led-flashlight-bluetooth-call-heart-rate-blood,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for Women - 1.8"" Full Touch HD Screen, 24-Hour Heart Rate, Blood ...",MAD 1122,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8W5F0KBCI-fitness-tracker-call-receive-dial-1-8-fitness-watch-for-women-with-24h-heart-rate-sleep-spo2-monitor-alexa-built-in-100-sports-modes-ip68,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:27
