title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
ASUS DUAL-RTX3060-O12G-V2 Graphic Card ROG Herculx Graphics Card Anti-Sag Holder ...,MAD 4497,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/79OSOTNVS-asus-dual-rtx3060-o12g-v2-graphic-card-asus-rog-herculx-graphics-card-anti-sag-holder-bracket,ZOTAC,,,,,,,,,,,,11 x 8.5 x 3.25 inches (27.9 x 21.6 x 8.3 cm),,,,,,,,,2 GB,2 GB,11 x 8.5 x 3.25 inches (27.9 x 21.6 x 8.3 cm),,,1177 MHz,,2 pounds (0.91 kg),B00SIOOLS2,,ZT-90301-10M,,,Nvidia GeForce,2560 x 1600,,,,No,Windows 10 / 8 / 7 / Vista / XP,,,7010 MHz,,,ZOTAC,,,2 GB,"DisplayPort, DVI, HDMI",,,,NVIDIA,"January 21, 2015"
ZOTAC Gaming GeForce RTX  3070 Ti Trinity 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 ...,MAD 12354,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1GF7GJLK-zotac-geforce-rtx-3070-twin-edge-oc-graphics-card-directx-12-8gb-256-bit-gddr6-pcie-4-0-icestorm-2-0,ZOTAC,,,,,,,,,,,,11 x 8.5 x 3.25 inches (27.9 x 21.6 x 8.3 cm),,,,,,,,,2 GB,2 GB,11 x 8.5 x 3.25 inches (27.9 x 21.6 x 8.3 cm),,,1177 MHz,,2 pounds (0.91 kg),B00SIOOLS2,,ZT-90301-10M,,,Nvidia GeForce,2560 x 1600,,,,No,Windows 10 / 8 / 7 / Vista / XP,,,7010 MHz,,,ZOTAC,,,2 GB,"DisplayPort, DVI, HDMI",,,,NVIDIA,"January 21, 2015"
ZOTAC GeForce GTX 960 2GB GDDR5 PCI Express 3.0 HDMI DVI DisplayPort SLI Ready ...,MAD 4019,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/54039HMBC-zotac-geforce-gtx-960-2gb-gddr5-pci-express-3-0-hdmi-dvi-displayport-sli-ready-graphic-card-zt-90301-10m,VBESTLIFE,,,,,,,,China,,,,,,,,,,11.93 x 8.07 x 4.06 inches (30.3 x 20.5 x 10.3 cm),,,8 GB,,,,,7000 Amps,,2.02 pounds (0.92 kg),B0CSXM399T,,VBESTLIFE9sw5axb084-11,,,AMD Radeon RX 580,,,,,,,,,,,,VBESTLIFE,,,,PCI Express,,,,,"January 21, 2024"
"RX 5500 XT 8gb GDDR6 Graphics Card,128 Bit, 3XDP, HDMI, PCI Express 4.0X8, 8pin ...",MAD 2106,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8DK6Y1AEA-aisurix-radeon-rx-5500-xt-graphics-card-8gb-gddr6-128bit-pcie-4-0-hdmi-displayport-8pin-gaming-pc-computer-graphics-cards-for-amd,VBESTLIFE,,,,,,,,China,,,,,,,,,,11.93 x 8.07 x 4.06 inches (30.3 x 20.5 x 10.3 cm),,,8 GB,,,,,7000 Amps,,2.02 pounds (0.92 kg),B0CSXM399T,,VBESTLIFE9sw5axb084-11,,,AMD Radeon RX 580,,,,,,,,,,,,VBESTLIFE,,,,PCI Express,,,,,"January 21, 2024"
ZOTAC Gaming GeForce RTX  3050 Twin Edge 8GB GDDR6 128-bit 14 Gbps PCIE 4.0 Gaming ...,MAD 4218,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4FGHZQSD4-zotac-gaming-geforce-rtx-3050-twin-edge-8gb-gddr6-128-bit-14-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling-freeze-fan-stop,VBESTLIFE,,,,,,,,China,,,,,,,,,,11.93 x 8.07 x 4.06 inches (30.3 x 20.5 x 10.3 cm),,,8 GB,,,,,7000 Amps,,2.02 pounds (0.92 kg),B0CSXM399T,,VBESTLIFE9sw5axb084-11,,,AMD Radeon RX 580,,,,,,,,,,,,VBESTLIFE,,,,PCI Express,,,,,"January 21, 2024"
"RX 580 8G 2048SP Graphics Card - AMD Radeon RX580 AMD GPU, 8GB GDDR5, 256 Bit, PCI ...",MAD 1559,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MRGS75YQQ-rx-580-8g-2048sp-graphics-card-amd-radeon-rx580-amd-gpu-8gb-gddr5-256-bit-pci-express-3-0-dual-fan-cooling-hd-dp-dvi-for-gaming-pc,Yoidesu,,,,,,,,China,,,,,,,,,,8.82 x 6.02 x 2.72 inches (22.4 x 15.3 x 6.9 cm),,,4 GB,,,,,1000 MHz,,1.04 pounds (0.47 kg),B0BL28711V,,,,,AMD Radeon HD7670,,,,,,,,,,,,Yoidesu,,,,VGA,,,,,"September 28, 2022"
"VBESTLIFE RX580 8GB Graphics Card, GDDR5, 256bit, PCI Express 3.0 x16, ...",MAD 1970,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JTA18B1UK-vbestlife-rx580-8gb-graphics-card-gddr5-256bit-pci-express-3-0-x16-1284-7000mhz-7680x4320-gaming-video-card-with-dvi-and-3dp-ports-rx580-8gb,Yoidesu,,,,,,,,China,,,,,,,,,,8.82 x 6.02 x 2.72 inches (22.4 x 15.3 x 6.9 cm),,,4 GB,,,,,1000 MHz,,1.04 pounds (0.47 kg),B0BL28711V,,,,,AMD Radeon HD7670,,,,,,,,,,,,Yoidesu,,,,VGA,,,,,"September 28, 2022"
ZOTAC Gaming GeForce RTX 4080 Super AMP DLSS 3 16GB GDDR6X 256-bit 23 Gbps PCIE 4.0 ...,MAD 20006,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J9KUV5RZC-gaming-geforce-rtx-4080-super-amp-dlss-3-16gb-gddr6x-256-bit-23-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling-spectra-rgb,EVGA,,,,,,,,,,,04G-P4-3962-KR,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),DDR3 SDRAM,,,,,,GeForce GTX 960,,2 GB,2 GB,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),,,1279 MHz,,1.5 pounds (0.68 kg),B00SL2TQ2C,,02G-P4-2966-KR,,,Nvidia GeForce,4096 x 2160,,,,No,,,,7010 MHz,,,EVGA,,,,"DVI, HDMI",,,,NVIDIA,"January 22, 2015"
"RX 580 Graphics Card, 8GB GDDR5 PC Video Graphics Card Original 256bit with 2 ...",MAD 1988,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/79ZWQS1CM-dpofirs-rx-580-graphics-card-8gb-gddr5-pc-video-graphics-card-original-256bit-with-2-cooling-fans-pci-express-3-0x16-interface-gaming-graphics-card,EVGA,,,,,,,,,,,04G-P4-3962-KR,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),DDR3 SDRAM,,,,,,GeForce GTX 960,,2 GB,2 GB,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),,,1279 MHz,,1.5 pounds (0.68 kg),B00SL2TQ2C,,02G-P4-2966-KR,,,Nvidia GeForce,4096 x 2160,,,,No,,,,7010 MHz,,,EVGA,,,,"DVI, HDMI",,,,NVIDIA,"January 22, 2015"
"Graphics Cards for HD7670, 4GB GDDR5 Computer PC Gaming Video GPU Graphics Card, ...",MAD 668,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8CN9LMTC6-graphics-cards-amd-for-radeon-hd7670-4gb-gddr5-computer-pc-gaming-video-gpu-graphics-card-128-bit-support-directx-11-pci-express-x16-2-1-dvi-hdmi,EVGA,,,,,,,,,,,04G-P4-3962-KR,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),DDR3 SDRAM,,,,,,GeForce GTX 960,,2 GB,2 GB,10.1 x 2 x 4.3 inches (25.7 x 5.1 x 10.9 cm),,,1279 MHz,,1.5 pounds (0.68 kg),B00SL2TQ2C,,02G-P4-2966-KR,,,Nvidia GeForce,4096 x 2160,,,,No,,,,7010 MHz,,,EVGA,,,,"DVI, HDMI",,,,NVIDIA,"January 22, 2015"
"RX590 8GB Graphics Card, GDDR5 256bit Graphics Card for Gaming PC, 4096x2160 ...",MAD 2168,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N3FTZX1SC-rx590-8gb-graphics-card-gddr5-256bit-graphics-card-for-gaming-pc-4096x2160-resolution-gpu-graphics-card-with-fans-pci-express-3-0-x16-hdmi-dvi-d,SAPLOS,,,,,,,,China,,,,6.3 x 4.7 x 0.04 inches (16 x 11.9 x 0.1 cm),,,,,,,,,4 GB,,,,,902 MHz,,7 ounces (198.45 grams),B0CW13H1LR,,,,,NVIDIA GeForce GT 730,,,,,,,,,,,,SAPLOS,,,,"VGA, DisplayPort, HDMI",,,,,"March 2, 2024"
"EVGA GeForce GTX 960 2GB SSC GAMING ACX 2.0+, Whisper Silent Cooling Graphics Card ...",MAD 4429,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/53ZRXLQXG-evga-geforce-gtx-960-2gb-ssc-gaming-acx-2-0-whisper-silent-cooling-graphics-card-02g-p4-2966-kr,SAPLOS,,,,,,,,China,,,,6.3 x 4.7 x 0.04 inches (16 x 11.9 x 0.1 cm),,,,,,,,,4 GB,,,,,902 MHz,,7 ounces (198.45 grams),B0CW13H1LR,,,,,NVIDIA GeForce GT 730,,,,,,,,,,,,SAPLOS,,,,"VGA, DisplayPort, HDMI",,,,,"March 2, 2024"
"GT 730 4GB Graphics Card, Dual HDMI, DisplayPort, VGA, DDR3 64-bit, Low Profile ...",MAD 1286,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J4EI4NC4W-saplos-gt-730-4g-graphics-card-hdmi-x2-displayport-vga,ZOTAC,,,,,,,,,,,,13.2 x 5.4 x 0.1 inches (33.5 x 13.7 x 0.3 cm),,,,,,,,,16 GB,,,,,2640 MHz,,5.28 pounds (2.39 kg),B0DBD9W9RY,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,ZOTAC,,,,"DisplayPort, HDMI",,,,,"July 27, 2024"
"GT610 Graphics Card, 1GB DDR3 64 Bit 1800MHz PC GPU Video Card Supports HDMI VGA ...",MAD 533,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I80AXRFPC-serounder-gt610-graphics-card-1gb-ddr3-64-bit-pc-video-cards-pci-express-x16-single-fan-air-cooling-supports-vga-dvi-hdmi,ZOTAC,,,,,,,,,,,,13.2 x 5.4 x 0.1 inches (33.5 x 13.7 x 0.3 cm),,,,,,,,,16 GB,,,,,2640 MHz,,5.28 pounds (2.39 kg),B0DBD9W9RY,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,ZOTAC,,,,"DisplayPort, HDMI",,,,,"July 27, 2024"
Zotac GEFORCE RTX 4080 Super Trinity Black Edition 16GB,MAD 20033,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IVXBUW7GI-geforce-rtx-4080-super-trinity-black-edition-16gb,ZOTAC,,,,,,,,,,,,13.2 x 5.4 x 0.1 inches (33.5 x 13.7 x 0.3 cm),,,,,,,,,16 GB,,,,,2640 MHz,,5.28 pounds (2.39 kg),B0DBD9W9RY,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,ZOTAC,,,,"DisplayPort, HDMI",,,,,"July 27, 2024"
"Emerald Computers RX 580 8GB Graphics Card,2048SP,GDDR5,256 Bit Graphics Card for ...",MAD 916,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M74ORQOOE-emerald-computers-rx-580-8gb-graphics-card-2048sp-gddr5-256-bit-graphics-card-for-gaming-pc-pcie-3-0-twin-freeze-fans-computer-video-card-with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX 4070 Ti Super Solid OC DLSS 3 16GB GDDR6X 256-bit 21 Gbps ...,MAD 19034,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M0KB92FEW-zotac-gaming-geforce-rtx-4070-ti-super-solid-oc-dlss-3-16gb-gddr6x-256-bit-21-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4070 SUPER Twin Edge,9.2 x 4.9 x 0.1 inches (23.4 x 12.4 x 0.3 cm),,,,,,,Dedicated,,12 GB,12 GB,9.2 x 4.9 x 0.1 inches (23.4 x 12.4 x 0.3 cm),,,2475 MHz,,2.5 pounds (1.13 kg),B0CSBDWT1W,,ZT-D40720E-10M,,,GeForce RTX 4070 SUPER,,,,,,,,,21 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 17, 2024"
ASUS DUAL-RTX3060-O12G-V2 Graphic Card ROG Herculx Graphics Card Anti-Sag Holder ...,MAD 4702,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/5A6E7DJG0-asus-dual-rtx3060-o12g-v2-amp-asus-rog-strix-riser-cable,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
"RX 580 Gaming Graphics Card, Fan 256bit 8GB GDDR5, 60Hz Output 4K Resolution, 16 ...",MAD 1778,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7FWEAUVBO-vbestlife-rx-580-gaming-graphics-card-dual-fan-256bit-8gb-gddr5-60hz-output-4k-resolution-16-pci-express-3-0-gaming-graphics-card-for-home-office,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
ZOTAC Gaming GeForce RTX 4070 Super Twin Edge DLSS 3 12GB GDDR6X 192-bit 21 Gbps ...,MAD 10565,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ3Q5AD4E-zotac-gaming-geforce-rtx-4070-super-twin-edge-dlss-3-12gb-gddr6x-192-bit-21-gbps-pcie-4-0-compact-gaming-graphics-card-icestorm-2-0-advanced-cooling,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
ZOTAC Gaming GeForce RTX 4060 Ti 16GB AMP Spider-Man Across The Spider-Verse ...,MAD 8937,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F9J2B06S4-zotac-gaming-geforce-rtx-4060-ti-16gb-amp-spider-man-across-the-spider-verse-inspired-graphics-card-bundle-zt-d40620f-10smp,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
ZOTAC Gaming GeForce RTX 4080 Super Trinity OC White Edition DLSS 3 16GB GDDR6X ...,MAD 24242,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IIVEM39M8-zotac-gaming-geforce-rtx-4080-super-trinity-oc-white-edition-dlss-3-16gb-gddr6x-256-bit-23-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA GeForce GTX 750Ti Superclocked 2GB GDDR5 Graphics Card 02G-P4-3753-KR,MAD 4005,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4FHKD79B4-evga-geforce-gtx-750ti-superclocked-2gb-gddr5-graphics-card-02g-p4-3753-kr,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
PNY GeForce RTX  4070 Ti 12GB Verto Triple Fan Graphics Card DLSS 3,"MAD 10168                                                                        
                                                                            10988",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8K2BFUUHK-pny-geforce-rtx-4070-ti-12gb-verto-led-triple-fan-graphics-card-geforce-rtx-4070-ti-12-gb-gddr6x-pcie-4-0-x16-hdmi-3-x-displayport,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
AMD RX 580 Graphics Card 4 GB GDDR5 Performance 80% of GTX1660 Super 131% of GTX ...,MAD 1355,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N2F9ELQXC-amd-rx-580-graphics-card-4-gb-gddr5-performance-80-of-gtx1660-super-131-of-gtx-1650-98-of-rx-6500xt-256bit-2049sp-pci-express-3-0x16-dp-hdmi,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
PNY Nvidia GeForce 7950 GT 512MB GDDR3 PCI Express Graphics Card,MAD 2953,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3ZSDQRJJ6-pny-nvidia-geforce-7950-gt-512mb-gddr3-pci-express-graphics-card,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
ASUS DUAL-RTX3060-O12G-V2 Graphic Card ROG Herculx Graphics Card Anti-Sag Holder ...,MAD 4702,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/5A6E7DJG0-asus-dual-rtx3060-o12g-v2-amp-asus-rog-strix-riser-cable,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
ZOTAC Gaming GeForce RTX 4070 Super Twin Edge DLSS 3 12GB GDDR6X 192-bit 21 Gbps ...,MAD 10565,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ3Q5AD4E-zotac-gaming-geforce-rtx-4070-super-twin-edge-dlss-3-12gb-gddr6x-192-bit-21-gbps-pcie-4-0-compact-gaming-graphics-card-icestorm-2-0-advanced-cooling,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
"RX 580 Gaming Graphics Card, Fan 256bit 8GB GDDR5, 60Hz Output 4K Resolution, 16 ...",MAD 1778,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7FWEAUVBO-vbestlife-rx-580-gaming-graphics-card-dual-fan-256bit-8gb-gddr5-60hz-output-4k-resolution-16-pci-express-3-0-gaming-graphics-card-for-home-office,ZOTAC,,,,,,,,,,,ZOTAC GAMING GeForce RTX 4080 SUPER Trinity OC White Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,,16 GB,16 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,2565 MHz,,4.4 pounds (2 kg),B0CSBDKXK3,,ZT-D40820Q-10P,,,GeForce RTX 4080 SUPER,,,,,,,,,23 GHz,,,ZOTAC,,,,"DisplayPort, HDMI and DisplayPort",,,,NVIDIA,"January 31, 2024"
EVGA GeForce GTX 750Ti Superclocked 2GB GDDR5 Graphics Card 02G-P4-3753-KR,MAD 4005,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4FHKD79B4-evga-geforce-gtx-750ti-superclocked-2gb-gddr5-graphics-card-02g-p4-3753-kr,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
ZOTAC Gaming GeForce RTX 4080 Super Trinity OC White Edition DLSS 3 16GB GDDR6X ...,MAD 24242,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IIVEM39M8-zotac-gaming-geforce-rtx-4080-super-trinity-oc-white-edition-dlss-3-16gb-gddr6x-256-bit-23-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced,PNY,,,,,,,,,,,,7.8 x 3 x 4.4 inches (19.8 x 7.6 x 11.2 cm),,,English,,,,,,512 MB,,,,NVIDIA,,,1.7 pounds (0.77 kg),B000IGEDQ8,,VCG7950GXPB,,,Nvidia GeForce,,,,,,,,,,,,PNY,,,,"VGA, DVI",,,,,"October 2, 2001"
"RX 580 8GB Graphics Card, Quiet & Efficient, Fans, Easy Installation, Stable ...",MAD 2165,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J2QJ3WYKM-rx-580-8gb-graphics-card-quiet-efficient-dual-fans-easy-installation-stable-performance-high-resolution-plug-and-play-for10-11-vista,ZOTAC,,,,,,,,,,,RTX 3080,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,,,,,Dedicated,,10 GB,10 GB,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,1725 MHz,,3.09 pounds (1.4 kg),B099ZCG8T5,,ZT-A30800J-10PLHR,,,NVIDIA GeForce RTX 3080,,,,,,Windows 10 64-bit (build 2004 or later),,,1725 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"September 23, 2021"
