title,price,promo,coupon,product_url,collection_date,brand,model_name,screen_size,operating_system,memory_storage_capacity,battery_capacity,battery_cell_composition,shape
"Fitpolo Smart Watch for Women,1.3"" AMOLED Touchscreen Fitness Tracker, Make/Answer Calls, Heart Rate SpO2 Monitor, IP68 Waterproof, Sleep & Activity Tracking Smartwatch for Android Phones iPhone",$69.99,"Thu, Jan 30",40% off coupon applied,https://www.amazon.com/Fitpolo-Touchscreen-Waterproof-Activity-Smartwatch/dp/B0DFM5C66G/ref=sr_1_84?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-84,2025-01-20 17:58:17,Data not available,Data not available,33 Millimeters,"iOS, Android",256 MB,350 Milliamp Hours,Lithium Polymer,Round
"Smart Watch, 1.85"" Smartwatch for Men Women(Answer/Make Calls), Fitness Watch with 110+ Sports Modes, Heart Rate",$15.99,"Tue, Feb 4",No coupon,https://www.amazon.com/VKROBAG-Smartwatch-Fitness-Waterproof-Activity/dp/B0D7ZW6DPK/ref=sr_1_85?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-85,2025-01-20 17:58:17,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"CMF Watch Pro 2 Smartwatch for Men Women, Fitness Tracker with Heart Rate, SpO₂ Monitoring,120 Sports Model, Bluetooth Calls with AI Noise Reduction, IP68 Waterproof with GPS for Android IOS Dark Grey",$69.00,"Thu, Jan 30",No coupon,https://www.amazon.com/CMF-Watch-Pro-Smartwatch-Monitoring/dp/B0D812KV92/ref=sr_1_86?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-86,2025-01-20 17:58:17,CMF BY NOTHING,CMF Watch Pro 2,1.32 Inches,"Support iOS 13 and above, Android 8.0 and above",Data not available,Data not available,Data not available,Round
"Amazfit GTS 2 Mini Smart Watch for Men Android iPhone, Alexa Built-in, 14-Day Battery Life, Fitness Tracker with GPS & 70+ Sports Modes, Blood Oxygen Heart Rate Monitor, 5 ATM Water Resistant-Black",$99.99,"Mon, Feb 3",No coupon,https://www.amazon.com/Amazfit-Fitness-Super-Light-Measurement-Monitoring/dp/B08PCYKXV5/ref=sr_1_87?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-87,2025-01-20 17:58:17,Amazfit,Data not available,1.55 Inches,Amazfit OS,2300 MB,Data not available,Lithium Polymer,Square
SAMSUNG Galaxy Watch 4 40mm R860 Smartwatch GPS Bluetooth WiFi (International Version) (Pink),$137.00,"Tue, Feb 4",No coupon,https://www.amazon.com/SAMSUNG-Smartwatch-Bluetooth-International-Version/dp/B09D2XJ7RJ/ref=sr_1_88?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-88,2025-01-20 17:58:17,SAMSUNG,Data not available,40 Millimeters,"Android,Ios",16000 MB,Data not available,Lithium Ion,Round
"Smart Watch, 2.1"" Smart Watches for Men Women(Answer/Make Call),120+ Sport Modes Fitness Tracker with Sleep Heart Rate Monitor, Pedometer, Watches for Men IP68 Waterproof Fitness Watch for iOS Android",$45.99,"Thu, Jan 30",50% off coupon applied,https://www.amazon.com/Watches-Fitness-Tracker-Pedometer-Waterproof/dp/B0DHCXPMD6/ref=sr_1_89?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-89,2025-01-20 17:58:17,Data not available,Data not available,2.1 Inches,"iOS, Android",1 GB,0.3 Amp Hours,Lithium Polymer,Square
"Parsonver Smart Watch for Men Women(Answer/Make Calls), HD Screen Fitness Tracker IP68 Waterproof 100+ Sport Modes, Heart Rate Sleep Monitor, Pedometer, Smartwatch for Android Phones/iPhone Compatible",$32.88,"Thu, Jan 30",5% off coupon applied,https://www.amazon.com/Parsonver-Fitness-Waterproof-Monitor-Activity/dp/B0C815F81Q/ref=sr_1_90?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-90,2025-01-20 17:58:17,Data not available,Data not available,1.32 Inches,Compatible with iOS 9.0/Android 6.0 or above Smartphones,512 MB,250 Milliamp Hours,Lithium Ion,Round
"Smart Watches for Men, Bluetooth Call Military Smart Watch, Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep Monitor/124 Sports Modes, Tactical Watch for Android Phones & iPhone (Black)",$39.99,"Thu, Jan 30",10% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MjI3NjU2Nzc4MTQyNDQ0OjE3MzczOTIyNzY6c3BfbXRmOjMwMDYxODMwODc3NTYwMjo6MDo6&url=%2FWatches-Bluetooth-Military-Waterproof-Tactical%2Fdp%2FB0DF71FLHG%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392276%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 17:58:17,Data not available,Data not available,1.52 Inches,with most iOS 9.0 and Android 6.0 and above,128 MB,410 Milliamp Hours,Lithium Polymer,Round
"Military Smart Watch for Men with Blood Pressure (Answer/Make Call), Rugged Tactical Smartwatch for Android and iPhone, 10 ATM Waterproof Outdoor Sports Fitness Tracker with Heart Rate, Sleep Monitor",$55.99,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MjI3NjU2Nzc4MTQyNDQ0OjE3MzczOTIyNzY6c3BfbXRmOjMwMDE5NjE1ODMxOTgwMjo6MDo6&url=%2FRgthuhu-Military-Tactical-Smartwatch-Waterproof%2Fdp%2FB0BW47XT5H%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392276%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 17:58:17,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Smart Watch for Women,Alexa Built-in Smartwatch(Answer/Make Calls),1.8"" HD Fitness Tracker,IP68 Waterproof 100+ Sport Mode Activity Tracker,Heart Rate SpO2 Sleep Monitor,iOS Android Compatible",$49.99,"Fri, Jan 31",$15.00 off coupon applied,https://www.amazon.com/Faweio-Smartwatch-Waterproof-Activity-Compatible/dp/B0DK6TCDF8/ref=sr_1_93?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-93,2025-01-20 17:58:17,Data not available,Data not available,1.8 Inches,iOS/Android phones,128 MB,300 Milliamp Hours,Lithium Polymer,Rectangular
"Smart Watches for Women, 1.75"" Bluetooth Call, AI Voice Smartwatch, 24/7 Heart Rate Monitor, Blood Pressure/SpO2/Sleep Tracker, IP68 Waterproof, 100+ Sports Fitness Tracker for Android iOS Pink",$99.99,"Thu, Jan 30",$20.00 off coupon applied,https://www.amazon.com/Watches-Bluetooth-Smartwatch-Pressure-Waterproof/dp/B0DHXPCGY6/ref=sr_1_94?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-94,2025-01-20 17:58:17,EGQINR,EGQINR-M1,1.75 Inches,"Android, IOS",Data not available,Data not available,Lithium Polymer,Square
"Curve Smart Watch for Men(Answer/Make Call), 2.01"" Smartwatch with Heart Rate/Sleep Monitor, Fitness Tracker with 120+ Sports Modes IP68 Waterproof Fitness Watch for Android iOS",$49.99,"Thu, Jan 30",50% off coupon applied,https://www.amazon.com/Haulvean-Smartwatch-Monitor-Fitness-Waterproof/dp/B0DPMMPZL5/ref=sr_1_95?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-95,2025-01-20 17:58:17,Data not available,Data not available,2.01 Inches,"Android,ios",64 MB,300 Amp Hours,Lithium Polymer,Square
"Smart Watch for Women (Answer/Make Call), 1.91"" HD Smartwatch Fitness Activity Tracker, 112+Sports Step Counter Fitness Watch, Calories/Heart Rate/Spo2/Sleep Monitor, IP68 Waterproof for Android iOS",$19.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Smartwatch-Fitness-Activity-Calories-Waterproof/dp/B0D93SHFXD/ref=sr_1_96?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-96,2025-01-20 17:58:17,Data not available,Data not available,1.91 Inches,iOS/Android,1 GB,350 Milliamp Hours,Lithium Polymer,Rectangular
"Smart Watch for Men Women SmartWatch 1.83"" for iPhone Samsung Android Phone Compatible, Fitness Tracker Watch with Pedometer, Heart Rate/Sleep Monitor, Blood Oxygen, IP68 Waterproof",$18.99,"Thu, Jan 30",$4.00 off coupon applied,https://www.amazon.com/Choiknbo-Fitness-Tracker-SmartWatch-Waterproof/dp/B09Q5SSYFH/ref=sr_1_97?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-97,2025-01-20 17:58:17,Data not available,Data not available,1.83 Inches,"Android, iPhone",128 MB,300 Milliamp Hours,Lithium Ion,Heart
"Smart Watch, 1.85""HD Smartwatches for Men Women, (Answer/Make Calls), IP68 Waterproof Fitness Watch, Heart Rate/Sleep Monitor, SpO2, Fitness Tracker with 120+ Sport Modes, Smartwatch for Android iOS",$29.99,"Thu, Jan 30",$7.00 off coupon applied,https://www.amazon.com/Smartwatches-Fitness-Tracker-Waterproof-Smartwatch/dp/B0D5BQRXZZ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-98,2025-01-20 17:58:17,Data not available,Data not available,1.85 Inches,"android 4.4, iOS 9.0",128 MB,350 Amp Hours,Lithium Polymer,Square
"Smart Watch, 1.91"" HD Screen Smartwatch for Men Women(Answer/Make Call), Fitness Watch with Heart Rate/Sleep Monitor/Steps Monitor, 110+ Sports Modes, IP68 Waterproof Activity Trackers for Android iOS",$39.99,"Thu, Jan 30",$6.00 off coupon applied,https://www.amazon.com/Smartwatch-Fitness-Waterproof-Activity-Trackers/dp/B0D9KPLRY4/ref=sr_1_99?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-99,2025-01-20 17:58:17,Csasan,T70,1.91 Inches,Android,Data not available,Data not available,Lithium Polymer,Rectangular
"40mm Small Smart Watch for Women, 50 Meters Waterproof Sport Step Counter, Fitness Tracker Watch with Heart Rate Blood Oxygen Monitor, Alexa-Built in Smartwatch Pedometer Digital Watch",$11.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Pautios-Waterproof-Alexa-Built-Smartwatch-Pedometer/dp/B0DCVG3CRY/ref=sr_1_100?dib=eyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM&dib_tag=se&keywords=smart+watch&qid=1737392276&sr=8-100,2025-01-20 17:58:17,Pautios,Data not available,1.7 Inches,"Android Devices, iOS Devices, Smartphones with iOS 9.0/Android 6.0 or above and Bluetooth 5.0 or later.   See more",Data not available,300 Milliamp Hours,Lithium Polymer,Square
Smart Watch for Men Women Compatible with iPhone Samsung Android Phone 1.69 inch Full Touch Screen IP68 Waterproof Bluetooh Fitness Tracker Heart Rate/Sleep Monitor (Black),$18.99,"Thu, Jan 30",$4.00 off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MjI3NjU2Nzc4MTQyNDQ0OjE3MzczOTIyNzY6c3BfYnRmOjMwMDYzNDE1NDAxMTMwMjo6MDo6&url=%2FTORJALPH-Compatible-Samsung-Waterproof-Bluetooh%2Fdp%2FB09TR2NNJS%2Fref%3Dsr_1_101_sspa%3Fdib%3DeyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392276%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 17:58:17,TORJALPH,Data not available,1.69 Inches,"Android, iOS",Data not available,2.3E+2 Milliamp Hours,Lithium Ion,Rectangular
"FITVII Health & Fitness Tracker (Answer/Make Calls), Smart Watch with 24/7 Heart Rate and Blood Pressure, Sleep Tracking, Blood Oxygen Monitor, 120+ Sport Mode Activity Tracker for Women Men",$49.99,"Thu, Jan 30",10% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MjI3NjU2Nzc4MTQyNDQ0OjE3MzczOTIyNzY6c3BfYnRmOjMwMDE5MjgzNDU2NTkwMjo6MDo6&url=%2FFITVII-Pressure-Tracking-Waterproof-Activity%2Fdp%2FB0CWRJK78S%2Fref%3Dsr_1_102_sspa%3Fdib%3DeyJ2IjoiMSJ9.lBk3Mu_qrp7IY1pfstgiLCgd48gyX8TsAvPPAHi_2jJIqkDUYDW22tcRAdzGGHeyP-j7mpqzcmxE4saejR0fbWkkrd7FxV0tOhGHKrPaWq4Qkbj29WcjFzmMHP3PwZaVuE-aE0tnCptAQUyY-0vMUYAcIq4itkT2S51_1EDCsDSIDYdTuOGrfE7dQLjxIwJrI_nmQ9cMYLHr7nTK72U4-jGepEnKZGbsXaI8d1XjRIs.aGDGnK_TjWzq1agRk5refMZgvV4W1w0k4a6O4imD1iM%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392276%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 17:58:17,FITVII,HM57,1.85 Inches,Android 5 / iOS 10.0 above,Data not available,Data not available,Lithium Ion,Rectangular
"WHOOP 4.0 with 12 Month Subscription – Wearable Health, Fitness & Activity Tracker – Continuous Monitoring, Performance Optimization, Heart Rate Tracking – Improve Sleep, Strain, Recovery, Wellness",$239.00,"Fri, Jan 31",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODI4MTY0MjM0MjgyOTMyOjE3MzczOTIzMTE6c3BfYXRmX25leHQ6MzAwMDYxODYxMTMzODAyOjowOjo&url=%2FWHOOP-4-0-Month-Subscription-Optimization%2Fdp%2FB0BWSF6H4Q%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.AYz4wI6Y4T4C5wvedKcv7ACg3NxLRqwVCV7epQO2utF1NvZGQikWEUvk65QtLM0SnEuVgfDAlU36cwvJMrRAPZdiE7qEd1jAGPhVKwGJn4SpeinGH016xkNmTMvXrEUeeH0NDFEVGWuHQR83h1KcBptrnAXh44aICazbgm2nEsHOXhen0to-oyhzYWfzio1vi-H1usGMHa-6GaMv2XRkvAFCVkhYGC7kMkTFaLwg8h0.ZFxT_ms4whSi-GJ1R-wNFCtAOYhePoqpWOv5-nbpIJk%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392311%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 17:58:33,WHOOP,Data not available,4 Inches,Data not available,Data not available,Data not available,Data not available,Data not available
"BENIO Smart Watch, Health Fitness Tracker Watch for Men Women IP68 Waterproof, Multi-Sport Mode Activity Tracker, Heart Rate/SpO2/Sleep/Stress Pedometer Step Calorie Counter for Android & iPhone",$23.09,"Tue, Feb 4",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODI4MTY0MjM0MjgyOTMyOjE3MzczOTIzMTE6c3BfYXRmX25leHQ6MzAwNDQwNDE4MzA0MjAyOjowOjo&url=%2FBENIO-Waterproof-Multi-Sport-Activity-Pedometer%2Fdp%2FB0DBHG6NSQ%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.AYz4wI6Y4T4C5wvedKcv7ACg3NxLRqwVCV7epQO2utF1NvZGQikWEUvk65QtLM0SnEuVgfDAlU36cwvJMrRAPZdiE7qEd1jAGPhVKwGJn4SpeinGH016xkNmTMvXrEUeeH0NDFEVGWuHQR83h1KcBptrnAXh44aICazbgm2nEsHOXhen0to-oyhzYWfzio1vi-H1usGMHa-6GaMv2XRkvAFCVkhYGC7kMkTFaLwg8h0.ZFxT_ms4whSi-GJ1R-wNFCtAOYhePoqpWOv5-nbpIJk%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392311%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 17:58:33,BENIO,Data not available,1.39 Inches,BENIO Fit APP,Data not available,240 Milliamp Hours,Lithium Polymer,Round
"40mm Small Smart Watch for Women, 50 Meters Waterproof Sport Step Counter, Fitness Tracker Watch with Heart Rate Blood Oxygen Monitor, Alexa-Built in Smartwatch Pedometer Digital Watch",$11.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Pautios-Waterproof-Alexa-Built-Smartwatch-Pedometer/dp/B0DCVG3CRY/ref=sr_1_99?dib=eyJ2IjoiMSJ9.AYz4wI6Y4T4C5wvedKcv7ACg3NxLRqwVCV7epQO2utF1NvZGQikWEUvk65QtLM0SnEuVgfDAlU36cwvJMrRAPZdiE7qEd1jAGPhVKwGJn4SpeinGH016xkNmTMvXrEUeeH0NDFEVGWuHQR83h1KcBptrnAXh44aICazbgm2nEsHOXhen0to-oyhzYWfzio1vi-H1usGMHa-6GaMv2XRkvAFCVkhYGC7kMkTFaLwg8h0.ZFxT_ms4whSi-GJ1R-wNFCtAOYhePoqpWOv5-nbpIJk&dib_tag=se&keywords=smart+watch&qid=1737392311&sr=8-99,2025-01-20 17:58:33,Pautios,Data not available,1.7 Inches,"Android Devices, iOS Devices, Smartphones with iOS 9.0/Android 6.0 or above and Bluetooth 5.0 or later.   See more",Data not available,300 Milliamp Hours,Lithium Polymer,Square
