title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Part Number,Memory,VGA/D-SUB Output,DVI and HDMI Interface,Other Interface,Dimensions,Weight,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Power Supply Required,Processors and Cores,Graphics Technologies Supported,Memory Bandwidth,Shader,Cooling and Heatsink,HD Content Support,Maximum Resolution,Supported OS,GPU Manufacturing Process,3D Support,Mini HDMI,Other System Requirements,RAMDAC Clock Speed,Software Included,Additional Features
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,"₹20,737",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/b/j/gaming-gefore-rtx-3050-eco-solo-zotac-original-imagxauyfknajxyt.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-gefore-rtx-3050-eco-solo-8-gb-gddr6-graphics-card/p/itm3c6132fba27cc?pid=GRCGXAUYTRCKAZ9H&lid=LSTGRCGXAUYTRCKAZ9H2QNSWY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_189&otracker=search&fm=organic&iid=911f101b-5356-4915-b4a2-a6bf330e3dfc.GRCGXAUYTRCKAZ9H.SEARCH&ppt=None&ppn=None&ssid=h40v2s55xs0000001739028359585&qH=ae2a487734c75ca2,2025-02-08 16:26:03,"ZOTAC GAMING GeForce RTX 4060 Ti 16GB Twin Edge, User Manual",ZOTAC,NVIDIA GEFORCE RTX 3050,1777 MHz,128,GAMING GEFORE RTX 3050 ECO SOLO,4895173627774,"128-bit, 8 GB GDDR6 Memory",,,,,,5 Years Warranty,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce GTX 1650 D6 VENTUS XS OC 4 GB GDDR6 ...,"₹18,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/c/g/geforce-gtx-1650-d6-ventus-xs-oc-msi-original-imah78h8zusjdjgn.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-gtx-1650-d6-ventus-xs-oc-4-gb-gddr6-graphics-card/p/itm247e70006e98f?pid=GRCH77HDRSEAACSR&lid=LSTGRCH77HDRSEAACSR137ZMA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_193&otracker=search&fm=organic&iid=911f101b-5356-4915-b4a2-a6bf330e3dfc.GRCH77HDRSEAACSR.SEARCH&ppt=None&ppn=None&ssid=h40v2s55xs0000001739028359585&qH=ae2a487734c75ca2,2025-02-08 16:26:03,1 (GeForce GTX 1650 D6 VENTUS XS OC ),MSI,NVIDIA NVIDIA® GeForce® GTX 1650,1620 MHz,PCI Express x16 3.0,GeForce GTX 1650 D6 VENTUS XS OC,4GB GDDR6,"128-bit, 4 GB GDDR6 Memory",,,,178 x 38 x 111 mm,658 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
Inno3D NVIDIA GEFORCE RTX 3060 Twin X2 OC 12 GB GDDR6 G...,"₹44,958",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/y/n/1/geforce-rtx-3060-twin-x2-oc-inno3d-original-imagcbxq9venacjm.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-3060-twin-x2-oc-12-gb-gddr6-graphics-card/p/itme44888e17d0d8?pid=GRCGCBNF5VH55ZUJ&lid=LSTGRCGCBNF5VH55ZUJN9JGEP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_197&otracker=search&fm=organic&iid=911f101b-5356-4915-b4a2-a6bf330e3dfc.GRCGCBNF5VH55ZUJ.SEARCH&ppt=None&ppn=None&ssid=h40v2s55xs0000001739028359585&qH=ae2a487734c75ca2,2025-02-08 16:26:03,Graphic Card,Inno3D,NVIDIA GEFORCE RTX 3060 Twin X2 OC,1792 MHz,PCI-E 4.0 X16,GEFORCE RTX 3060 Twin X2 OC,N30602-12D6X-11902120H,"192-bit, 12 GB GDDR6 Memory",,,,120 x 240 mm,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,3584 CUDA Cores,,360 Gbps,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,249",3,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/graphics-card/r/o/4/zebgt730-zebronics-original-imagz6umer5h8dvf.jpeg?q=90,URL not available,2025-02-08 16:26:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS AMD/ATI TUF Gaming Radeon RX 7800 XT OC Edition 16...,"₹55,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/x/q/m/tuf-gaming-radeon-rx-7800-xt-oc-edition-asus-original-imagy7yhtmthgtzw.jpeg?q=70,https://www.flipkart.com/asus-amd-ati-tuf-gaming-radeon-rx-7800-xt-oc-16-gb-gddr6-graphics-card/p/itm03563a1511731?pid=GRCGY4FCGYNC8VDH&lid=LSTGRCGY4FCGYNC8VDHOXUGFS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_201&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGY4FCGYNC8VDH.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,"1 Graphics Card, Certificate of Reliability, Graphics Card Holder, Velcro Hook and Loop, Collection Card, Speed Setup Manual, User Manual, Warranty Card",ASUS,AMD/ATI AMD Radeon RX 7800 XT,2565 MHz,PCI Express 4.0,TUF Gaming Radeon RX 7800 XT OC Edition,TUF-RX7800XT-O16G,"256-bit, 16 GB GDDR6 Memory",,1 x HDMI Output Out,,319.8 x 150.9 x 59.2 mm,1718 g,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,Carry-in,750 W,3840 Stream Processor,,,,,HDCP Support,7680 x 4320 (Digital),,,,,,,,
ogheo AMD/ATI RX580 8 GB GDDR5 Graphics Card,"₹40,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kylvr0w0/graphics-card/e/r/y/rx580-ogheo-original-imagat69jnhgaesh.jpeg?q=70,https://www.flipkart.com/ogheo-amd-ati-rx580-8-gb-gddr5-graphics-card/p/itm660e35ea1e6f6?pid=GRCGAT69GHEHMQ3Y&lid=LSTGRCGAT69GHEHMQ3YKAVDKE&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_205&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGAT69GHEHMQ3Y.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,1 Graphics Card,ogheo,AMD/ATI Radeon,1386 MHz,AGP,RX580,RX580,"256-bit, 8 GB GDDR5 Memory",,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM ...,"₹98,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/g/j/geforce-rtx-4070-ti-super-16g-gaming-x-slim-msi-original-imah78h83d783sh3.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-gaming-x-slim-16-gb-gddr6-graphics-card/p/itma85e129e124ca?pid=GRCH77HEA8VM5NH2&lid=LSTGRCH77HEA8VM5NH2HL3ANP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_209&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCH77HEA8VM5NH2.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,1 (GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2685 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,307 x 51 x 125 mm,1676 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
mytechvision AMD Radeon RX 580 8 GB GDDR5 Graphics Card,"₹11,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/f/u/rx-580-mytechvision-original-imagn3hsd5zayq6q.jpeg?q=70,https://www.flipkart.com/mytechvision-amd-radeon-rx-580-8-gb-gddr5-graphics-card/p/itme9a56adb3c07c?pid=GRCGN3HSXJVU3FSE&lid=LSTGRCGN3HSXJVU3FSEVHZMBY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_213&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGN3HSXJVU3FSE.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,1 X RX 580 8GB GRAPHICS CARD,mytechvision,AMD Radeon RX 580,1700 MHz,PCIE X16,RX 580,AMD RADEON,"256-bit, 8 GB GDDR5 Memory",,,,,,1 YEAR CONTACT,ALL,PHYSICAL DAMAGE,REPLACEMENT,450 W,2048 Shader Processors,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G VENTUS 2X OC 12 G...,"₹72,787",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/f/f/geforce-rtx-4070-super-12g-ventus-2x-oc-msi-original-imagxhg8jgbxccky.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-ventus-2x-oc-12-gb-gddr6x-graphics-card/p/itm96c0b028b2da3?pid=GRCGXF4NTGASF7NB&lid=LSTGRCGXF4NTGASF7NB1SIBXB&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_217&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGXF4NTGASF7NB.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,"1 Graphics Card, Quick Setup Guide, Warranty Card",MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2505 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G VENTUS 2X OC,GeForce RTX 4070 SUPER 12G VENTUS 2X OC,"192-bit, 12 GB GDDR6X Memory",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,Carry-in,220 W,,,21 Gbps,,,,,,,,,,,,
nVIDIA NVIDIA GEFORCE RTX 2060 Twin X2 6 GB GDDR6 Graph...,"₹34,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/b/h/geforce-rtx-2060-twin-x2-nvidia-original-imaggp8wzkntghdg.jpeg?q=70,https://www.flipkart.com/nvidia-geforce-rtx-2060-twin-x2-6-gb-gddr6-graphics-card/p/itmdd14f00f164e7?pid=GRCGGP8WAUWWNY9Z&lid=LSTGRCGGP8WAUWWNY9Z2M4FYG&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_221&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGGP8WAUWWNY9Z.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,Set of 1,nVIDIA,NVIDIA NVIDIA GEFORCE RTX 2060 Twin X2,1680 MHz,PCI-E 3.0 X16,GEFORCE RTX 2060 Twin X2,N20602-06D6-1710VA15L,"192-bit, 6 GB GDDR6 Memory",,,,,,3 year manufacturer warranty,Manufacturing defects,Physical damage and burns,Off Site,,,,,,,,,,,,,,,,
Inno3D NVIDIA NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB G...,"₹57,029",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/9/s/5/nvidia-geforce-rtx-4070-twin-x2-oc-12gb-gddr6x-192-bit-inno3d-original-imah4dgaqkbcnasx.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-4070-twin-x2-oc-12gb-gddr6x-192-bit-12-gb-gddr6-graphics-card/p/itmb0517c962abcb?pid=GRCH4D67TCJZ5T3E&lid=LSTGRCH4D67TCJZ5T3EJQYLQH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_225&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCH4D67TCJZ5T3E.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,"1 Graphics Card, User Manual",Inno3D,NVIDIA PCI-E 4.0 X16,4070 MHz,2505,NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB GDDR6X 192-bit,N40702-126XX-185252N,"192-bit, 12 GB GDDR6 Memory",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,Off-site,,,,,,,,,,,,,,,,
AMD AMD Radeon Sapphire NITRO+ Radeon™ RX 6600 XT Graph...,"₹49,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0vbukw0/graphics-card/t/x/2/sapphire-nitro-radeon-rx-6600-xt-graphic-card-with-8-gb-gddr6-original-imagckhjrephfzmz.jpeg?q=70,https://www.flipkart.com/amd-radeon-sapphire-nitro-radeon-rx-6600-xt-graphic-card-8-gb-gddr6-rdna-2-gddr6-graphics/p/itm0d8f8268ff9ab?pid=GRCGCG63UTHJESY2&lid=LSTGRCGCG63UTHJESY24A7CLK&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_229&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGCG63UTHJESY2.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,"1 Graphic Card, Quick Installation Guide",AMD,AMD Radeon RX 6600 XT,2428 MHz,PCIe 4.0,"Sapphire NITRO+ Radeon™ RX 6600 XT Graphic Card with 8 GB GDDR6, RDNA™ 2",11309-01-20G,"128-bit, 8 GB GDDR6 Memory with 16 MHz",0xVGA DSub Output,,,,,3 Years Limited Warranty,Manufacturing Defects if Any,"Burn, Physical Damage",Carry In,500 W,2048 Stream Processor,"Microsoft DirectX v12, Open GL Optimization v4.6",,,Air Cooling,HDTV Support,7680 x 4320 (Digital),Windows,7 nm,,,,,,
GALAX NVIDIA NVIDIA-GEFORCE-3060 12 GB GDDR6 Graphics C...,"₹36,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kzogn0w0/graphics-card/m/8/1/nvidia-geforce-3060-galax-original-imagbmrzzcqn2zun.jpeg?q=70,https://www.flipkart.com/galax-nvidia-nvidia-geforce-3060-12-gb-gddr6-graphics-card/p/itme3b483d551007?pid=GRCGBMRZPYTYYSXJ&lid=LSTGRCGBMRZPYTYYSXJTOZDRF&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_233&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGBMRZPYTYYSXJ.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,"GALAX GeForce RTX 3060 (1-Click OC) 12GB GDDR6 192-bit DP*3/HDMI Graphics Card, 3 Years Warranty with 7 Days Replacement by Seller in case of DoA Clause, User Manual",GALAX,NVIDIA NVIDIA GeForce RTX,1777 MHz,PCI Express-compliant Motherboard with one dual-width x16 graphics slot,NVIDIA-GEFORCE-3060,36NOL7MD1VOC,"192-bit, 12 GB GDDR6 Memory",,,,258 x 126 x 41.55 mm,800 g,3 Years Warranty - 7 Days Replacement in case of Dead on Arrival subject to Investigation,Dead on Arrival (DoA) Clause subject to Investigation,Physical / Liquid Damage,Carry In,550 W,3584 CUDA Cores,,360 Gbps,,(x2) 90mm Cooling Fans,,7680 x 4320 @60 Hz (Digital),,,,,(x1) PCIe 8-pin Supplementary Power Connector,,"Xtreme Tuner (For PC, Android and iOS Devices) - Free Download from Google PlayStore / iTunes Store / Official GALAX Website",
GALEX NVIDIA 3070TI 8 GB GDDR6 Graphics Card,"₹64,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/u/g/3070ti-galex-original-imagg9xyfedtdegj.jpeg?q=70,https://www.flipkart.com/galex-nvidia-3070ti-8-gb-gddr6-graphics-card/p/itmbe82b4b055ed3?pid=GRCGG9XYHATR6MG2&lid=LSTGRCGG9XYHATR6MG27PN9BC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_237&otracker=search&fm=organic&iid=f9f17001-409f-443b-a244-59a0b0394ef9.GRCGG9XYHATR6MG2.SEARCH&ppt=None&ppn=None&ssid=knmmxsenw00000001739028401448&qH=ae2a487734c75ca2,2025-02-08 16:26:43,1,GALEX,NVIDIA Microsoft® DirectX® 12 Ultimate,1725 MHz,256,3070TI,03,"256-bit, 8 GB GDDR6 Memory",,,,,,3,3,3,REPAIR/REPLACE,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹491,4.2,Data not available,https://rukminim2.flixcart.com/image/300/300/kwb07m80/graphics-card/v/e/i/pc-pwm-fan-hub-cpu-cooling-hub-10-port-12v-4-pin-fan-pwm-original-imag9ybzyucywcqk.jpeg?q=90,URL not available,2025-02-08 16:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD AMD Radeon Sapphire NITRO+ Radeon™ RX 6800 Graphic ...,"₹1,12,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0vbukw0/graphics-card/e/k/0/sapphire-nitro-radeon-rx-6800-graphic-card-with-16-gb-gddr6-rdna-original-imagckhgtzjfgczd.jpeg?q=70,https://www.flipkart.com/amd-radeon-sapphire-nitro-radeon-rx-6800-graphic-card-16-gb-gddr6-rdna-2-gddr6-graphics/p/itmef036594f5964?pid=GRCGCG63VU2ZWFNE&lid=LSTGRCGCG63VU2ZWFNEMQOEPW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_241&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCGCG63VU2ZWFNE.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,"1 Graphic Card, Quick Installation Guide",AMD,AMD Radeon RX 6800,1980 MHz,PCIe 4.0,"Sapphire NITRO+ Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™ 2",11305-01-20G,"256-bit, 16 GB GDDR6 Memory with 16 MHz",0xVGA DSub Output,,,,,3 Years Limited Warranty,Manufacturing Defects if Any,"Burn, Physical Damage",Carry In,750 W,3480 Stream Processor,"Microsoft DirectX v12, Open GL Optimization v4.6",,,Air Cooling,HDTV Support,7680 x 4320 (Digital),Windows,7 nm,,,,,,
MSI AMD Radeon Radeon RX 6800 GAMING X TRIO 16G 16 GB G...,"₹92,550",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kkoc70w0/graphics-card/6/f/w/radeon-rx-6800-gaming-x-trio-16g-msi-geforce-original-imafzypxmbmnsfxs.jpeg?q=70,https://www.flipkart.com/msi-amd-radeon-rx-6800-gaming-x-trio-16g-16-gb-gddr6-graphics-card/p/itme478ed576673b?pid=GRCGB7FCVMCNXBJR&lid=LSTGRCGB7FCVMCNXBJRPDRZ1C&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_245&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCGB7FCVMCNXBJR.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,Graphic Card and user manual,MSI,AMD Radeon Radeon RX 6800,2155 MHz,PCI Express Gen 4,Radeon RX 6800 GAMING X TRIO 16G,Radeon RX 6800 GAMING X TRIO 16G,"256-bit, 16 GB GDDR6 Memory",,,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,
Geforce NVIDIA 3070 Ti 8 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/q/9/f/3070-ti-geforce-original-imagg9qk4yxr7ktr.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-3070-ti-8-gb-gddr6x-graphics-card/p/itm0fe4acf27e55a?pid=GRCGG9QK6E3HSQG7&lid=LSTGRCGG9QK6E3HSQG7IYGHYR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_249&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCGG9QK6E3HSQG7.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce RTX 3070 Ti,1770 MHz,PCI Express Gen 4,3070 Ti,GV-N307TGAMING-8GD,"256-bit, 8 GB GDDR6X Memory",,,,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING SLIM World...,"₹79,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/5/l/u/geforce-rtx-4070-super-12g-gaming-slim-world-of-warcraft-edition-original-imah78hn7jzrwew5.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-slim-world-warcraft-12-gb-gddr6-graphics-card/p/itm75ca632eaab0b?pid=GRCH77HZBYHGUPRD&lid=LSTGRCH77HZBYHGUPRDDLRLG8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_253&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCH77HZBYHGUPRD.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,1 (GeForce RTX 4070 SUPER 12G GAMING SLIM World of Warcraft EDITION ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2490 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING SLIM World of Warcraft EDITION,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,307 x 46 x 125 mm,972 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
LipiWorld NVIDIA VER-14Pro V014 Pro PCI-E 1X to 16X Pci...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l572ufk0/wire-joint-connector/y/n/d/1-ver-14pro-v014-pro-pci-e-1x-to-16x-pcie-riser-for-bitcoin-eth-original-imagfxghdkc9mw6y.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-ver-14pro-v014-pro-pci-e-1x-16x-pcie-riser-bitcoin-eth-coin-mining-16-gb-gddr4-graphics-card/p/itm4a3faff0aa778?pid=GRCGGFKXSCNENBXG&lid=LSTGRCGGFKXSCNENBXGFCBGUQ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_257&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCGGFKXSCNENBXG.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,1 Piss VER0-14Pro Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser for Bitcoin ETH Coin Mining,VER-14Pro V014 Pro,"64-bit, 16 GB GDDR4 Memory",,,,,,NA,1 Month,If damaged will not be repaired/covered under warranty,NA,,,,,,,,,,,,,,,,
