title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Processors and Cores,GPU Manufacturing Process,Bus Standard,Model ID,Part Number,Memory,Graphics Technologies Supported,DVI and HDMI Interface,Other Interface,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Power Supply Required,Shader,Cooling and Heatsink,3D Support,VGA/D-SUB Output,Mini HDMI,HD Content Support,Supported OS,Dimensions,Weight,Memory Bandwidth,Maximum Resolution,Software Included,Additional Features,RAMDAC Clock Speed,Other System Requirements
MSI AMD Radeon Radeon RX 6700 XT MECH 2X 12G OC 12 GB G...,"₹76,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/7/7/5/radeon-rx-6700-xt-mech-2x-12g-oc-msi-original-imagb7fnpmcfjhbr.jpeg?q=70,https://www.flipkart.com/msi-amd-radeon-rx-6700-xt-mech-2x-12g-oc-12-gb-gddr6-graphics-card/p/itmd30d77df9487e?pid=GRCGB7FCYC9GR7TZ&lid=LSTGRCGB7FCYC9GR7TZHG4WUS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_161&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGB7FCYC9GR7TZ.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,Graphic Card and user manual,MSI,AMD Radeon Radeon RX 6700 XT,2620 MHz,,,PCI Express Gen 4,Radeon RX 6700 XT MECH 2X 12G OC,Radeon RX 6700 XT MECH 2X 12G OC,"192-bit, 12 GB GDDR6 Memory",,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,
ZOTAC NVIDIA GEFORCE RTX 4070 AMP AIRO 12 GB GDDR6X Gra...,"₹63,449",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/l/t/y/geforce-rtx-4070-amp-airo-zotac-original-imagra23tgrbhhgy.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-geforce-rtx-4070-amp-airo-12-gb-gddr6x-graphics-card/p/itm100f7aa6709a4?pid=GRCGRA23BZMTMZC7&lid=LSTGRCGRA23BZMTMZC7FPWA5F&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_165&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGRA23BZMTMZC7.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,Pack Of 1,ZOTAC,NVIDIA GEFORCE RTX 4070,2535 MHz,,,PCI Express 4.0 16x,GEFORCE RTX 4070 AMP AIRO,ZT-D40700F-10P,"192-bit, 12 GB GDDR6X Memory",,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,"₹20,737",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/b/j/gaming-gefore-rtx-3050-eco-solo-zotac-original-imagxauyfknajxyt.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-gefore-rtx-3050-eco-solo-8-gb-gddr6-graphics-card/p/itm3c6132fba27cc?pid=GRCGXAUYTRCKAZ9H&lid=LSTGRCGXAUYTRCKAZ9H2QNSWY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_169&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGXAUYTRCKAZ9H.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,"ZOTAC GAMING GeForce RTX 4060 Ti 16GB Twin Edge, User Manual",ZOTAC,NVIDIA GEFORCE RTX 3050,1777 MHz,,,128,GAMING GEFORE RTX 3050 ECO SOLO,4895173627774,"128-bit, 8 GB GDDR6 Memory",,,,5 Years Warranty,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,
MSI NVIDIA RTX 3090 VENTUS 24 GB GDDR6X Graphics Card,"₹2,04,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0lbrm80/graphics-card/5/g/x/rtx-3090-ventus-msi-original-imagccn2kczfe2cb.jpeg?q=70,https://www.flipkart.com/msi-nvidia-rtx-3090-ventus-24-gb-gddr6x-graphics-card/p/itmcdb76f1d1ef6f?pid=GRCGCCN3ZGB73GJ3&lid=LSTGRCGCCN3ZGB73GJ3ZO6ZWC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_173&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGCCN3ZGB73GJ3.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,Graphic Card,MSI,NVIDIA GeForce RTX 3090 VENTUS 3X 24G OC,1725 MHz,,,PCI Express Gen 4,RTX 3090 VENTUS,GeForce RTX 3090 VENTUS 3X 24G OC,"384-bit, 24 GB GDDR6X Memory with 1725 MHz",,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,1387 g,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING X SLIM 12 ...,"₹83,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/e/i/q/geforce-rtx-4070-super-12g-gaming-x-slim-msi-original-imagxhg69ysjngvj.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-x-slim-12-gb-gddr6x-graphics-card/p/itm6d651e501f25a?pid=GRCGXF4NBPW6ZFEA&lid=LSTGRCGXF4NBPW6ZFEAPAJYDL&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_177&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGXF4NBPW6ZFEA.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,"1 Graphics Card, Quick Setup Guide, Warranty Card",MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2640 MHz,,,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING X SLIM,GeForce RTX 4070 SUPER 12G GAMING X SLIM,"192-bit, 12 GB GDDR6X Memory",,,,3 Years Warranty,Manufacturing Defects,Physical Damages,Carry-in,245 W,,,,,,,,,,21 Gbps,,,,,
MSI NVIDIA RTX 3090 Ti GAMING X TRIO 24G 24 GB GDDR6X G...,"₹2,07,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l1l1rww0/graphics-card/o/k/l/rtx-3090-ti-gaming-x-trio-24g-msi-original-imagd497e8zduphd.jpeg?q=70,https://www.flipkart.com/msi-nvidia-rtx-3090-ti-gaming-x-trio-24g-24-gb-gddr6x-graphics-card/p/itm9a6413bacbc75?pid=GRCGD497GZ5FNXCW&lid=LSTGRCGD497GZ5FNXCWOUHI5Z&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_181&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGD497GZ5FNXCW.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,Graphic Card,MSI,NVIDIA GeForce,1920 MHz,,,PCI Express Gen 4,RTX 3090 Ti GAMING X TRIO 24G,RTX3090Ti,"384-bit, 24 GB GDDR6X Memory with 1785 MHz",,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,HDCP Support,,323 x 140 x 56 mm,1565 g,19.5 Gbps,7680x4320 (Digital),,,,
Sapphire AMD/ATI PULSE AMD RADEON� RX 7800 XT 16 GB GDD...,"₹52,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/w/r/pulse-amd-radeon-rx-7800-xt-sapphire-original-imagtvqzgfpxnw7j.jpeg?q=70,https://www.flipkart.com/sapphire-amd-ati-pulse-amd-radeon-rx-7800-xt-16-gb-gddr6-graphics-card/p/itm6741805faeec7?pid=GRCGTVJYWVKCQQWW&lid=LSTGRCGTVJYWVKCQQWW2XZKL8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_185&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGTVJYWVKCQQWW.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,"1 Graphics Card, User Manual, Warranty Card",Sapphire,AMD/ATI Amd Radeon RX 7800 XT,2475 MHz,,,PCI Express 4.0,PULSE AMD RADEON� RX 7800 XT,11330-02-20G,"256-bit, 16 GB GDDR6 Memory",,,,3 Years Warranty,Manufacturing Defects,Physical Damages,"Carry-in, If Any Query Please Reach Out to Us at service@arkinfo.in",700 W,,,,,,,,,,,,Driver,,,
AMD AMD Radeon Sapphire Pulse Radeon™ RX 6800 Graphic C...,"₹99,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0vbukw0/graphics-card/j/v/i/sapphire-pulse-radeon-rx-6800-graphic-card-with-16-gb-gddr6-rdna-original-imagckhgexfjfvrm.jpeg?q=70,https://www.flipkart.com/amd-radeon-sapphire-pulse-radeon-rx-6800-graphic-card-16-gb-gddr6-rdna-gddr6-graphics/p/itm4fb0dbac2b0cc?pid=GRCGCG63SEBNTMZY&lid=LSTGRCGCG63SEBNTMZYGVKJ5V&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_189&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGCG63SEBNTMZY.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,"1 Graphic Card, Quick Installation Guide",AMD,AMD Radeon RX 6800,1950 MHz,3480 Stream Processor,7 nm,PCIe 4.0,"Sapphire Pulse Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™",11305-02-20G,"256-bit, 16 GB GDDR6 Memory with 16 MHz","Microsoft DirectX v12, Open GL Optimization v4.6",,,3 Years Limited Warranty,Manufacturing Defects if Any,"Burn, Physical Damage",Carry In,650 W,,Air Cooling,,0xVGA DSub Output,,HDTV Support,Windows,,,,7680 x 4320 (Digital),,,,
Geforce NVIDIA 3050 8 GB GDDR6 Graphics Card,"₹34,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/a/i/s/3050-geforce-original-imagg9qkq2pqbtfx.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-3050-8-gb-gddr6-graphics-card/p/itmf99177999c20a?pid=GRCGG9QKDHHTF6ZD&lid=LSTGRCGG9QKDHHTF6ZDQMSSW8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_193&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCGG9QKDHHTF6ZD.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce RTX 3050,1822 MHz,,,PCI Express Gen 4,3050,GV-N3050GAMING OC-8GD,"256-bit, 8 GB GDDR6 Memory",,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,
"Xsentuals NVIDIA PCI Express Multiplier Riser Card, PCI...","₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks7tuvk0/graphics-card/o/2/c/pci-express-multiplier-riser-card-pcie-1-to-4-pci-express-16x-original-imag5tvghrtzbxwn.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-pci-express-multiplier-riser-card-pcie-1-4-pci-express-16x-slots-card-pci-e-1x-external-usb-3-0-adapter-4usb-bitcoin-mining-device-16-gb-gddr4-graphics/p/itm0a6608cfefbc1?pid=GRCG5TVGRRF7THF7&lid=LSTGRCG5TVGRRF7THF79M68ST&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_197&otracker=search&fm=organic&iid=67832964-f966-42d9-9139-a80be214a6dd.GRCG5TVGRRF7THF7.SEARCH&ppt=None&ppn=None&ssid=jc5z4cufm80000001738364363782&qH=ae2a487734c75ca2,2025-01-31 23:59:24,1 x 4 port Riser Card Converter,Xsentuals,NVIDIA 1,120 MHz,,,3.0,"PCI Express Multiplier Riser Card, PCIe 1 to 4 PCI-Express 16X Slots Riser Card PCI-E 1X to External 4 USB 3.0 Adapter Multiplier Card PCIe to 4USB for Bitcoin Mining Device",4 port Riser Card Converter,"64-bit, 16 GB GDDR4 Memory",,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:59:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:59:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,249",3,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/graphics-card/r/o/4/zebgt730-zebronics-original-imagz6umer5h8dvf.jpeg?q=90,URL not available,2025-01-31 23:59:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:59:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:00:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEBRONICS NVIDIA GT730 4 GB DDR3 Graphics Card,"₹2,748",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/k/3/g/gt730-zebronics-original-imah6y8ejd9m5bwu.jpeg?q=70,https://www.flipkart.com/zebronics-nvidia-gt730-4-gb-ddr3-graphics-card/p/itm98812b52228f0?pid=GRCG92VDHGPFASRY&lid=LSTGRCG92VDHGPFASRYP0TXK0&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_201&otracker=search&fm=organic&iid=en_PNMtti6qdJg--OeOB5Dh6EZlDi5vpr36Dng6nKfyc525uwiEmkGmVXjUYeqqxzVLcPtbcK8JzxXKw_kO3EPSfg%3D%3D&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,Pack of 1,ZEBRONICS,NVIDIA GT730,144 MHz,,,SERIAL,GT730,1234,"64-bit, 4 GB DDR3 Memory with 1333 MHz",Microsoft DirectX v11,"0 x DVI Output Out, No x Dual Link DVI Out, 1 x HDMI Output Out","1 x Display Port Out, 0 x Mini Display Port Out",1,1,DAMAGES,1,450 W,Clock speed of 1333 MHz,yes,Yes support,1xVGA DSub Output,0 x Mini HDMI Output,HDTV Support,windows10/11,50 x 50 x 50 mm,2 g,,,,,,
MSI NVIDIA GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC 1...,"₹49,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/e/e/b/geforce-rtx-4060-ti-ventus-2x-black-16g-oc-msi-original-imah78mjqpr3sxja.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4060-ti-ventus-2x-black-16g-oc-16-gb-gddr6-graphics-card/p/itm06298d6dd99b8?pid=GRCH77HEWAA7D9GJ&lid=LSTGRCH77HEWAA7D9GJMK8BME&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_205&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCH77HEWAA7D9GJ.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,1 (GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC ),MSI,NVIDIA NVIDIA GeForce RTX 4060 Ti,2625 MHz,,,PCI Express Gen 4 x16 (uses x8),GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,16GB GDDR6,"128-bit, 16 GB GDDR6 Memory",,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,199 x 41 x 120 mm,595 g,,,,Good Quality Product,,
ZOTAC NVIDIA GAMING GeForce RTX 4070 Twin Edge OC 12 GB...,"₹57,449",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/w/0/gaming-geforce-rtx-4070-twin-edge-oc-zotac-original-imagqbq3deu86eqh.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-geforce-rtx-4070-twin-edge-oc-12-gb-gddr6x-graphics-card/p/itm2db09d49bb86c?pid=GRCGQBQ3ZAQHE7S6&lid=LSTGRCGQBQ3ZAQHE7S6NHQVOO&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_209&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCGQBQ3ZAQHE7S6.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,1 Graphic Card,ZOTAC,NVIDIA GeForce RTX 4070,2490 MHz,5888 CUDA Cores,,PCI Express 4.0 16x,GAMING GeForce RTX 4070 Twin Edge OC,RTX 4070,"192-bit, 12 GB GDDR6X Memory",,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,600 W,,,,,,,,,,,,,,,
Inno3D NVIDIA 3090 x4 4 GB GDDR6X Graphics Card,"₹2,98,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/klqx30w0/graphics-card/y/8/k/rtx-3090-inno3d-original-imagytf5svszccgr.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-3090-x4-4-gb-gddr6x-graphics-card/p/itm0e6f8a4d2ff5f?pid=GRCG7HF8Z4AYWRQU&lid=LSTGRCG7HF8Z4AYWRQUL5QTO2&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_213&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCG7HF8Z4AYWRQU.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,graphic card,Inno3D,NVIDIA ?PCI-Express x16,19.5 MHz,,,4.0,3090 x4,C30904-246XX-1880VA36,"64-bit, 4 GB GDDR6X Memory",,,,3 years,failure,damage,manufacturer,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC 8 ...,"₹42,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/v/z/g/geforce-rtx-4060-ti-ventus-2x-black-8g-oc-msi-original-imah78hnyaqpmjg5.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4060-ti-ventus-2x-black-8g-oc-8-gb-gddr6-graphics-card/p/itm26d501759c5c2?pid=GRCH77HEGWWCDHY6&lid=LSTGRCH77HEGWWCDHY6WCIBWL&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_217&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCH77HEGWWCDHY6.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,1 (GeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC ),MSI,NVIDIA NVIDIA GeForce RTX 4060 Ti,2580 MHz,,,PCI Express Gen 4 x16 (uses x8),GeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC,8GB GDDR6,"128-bit, 8 GB GDDR6 Memory",,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,199 x 42 x 120 mm,783 g,,,,Good Quality Product,,
Geforce NVIDIA 3060 12 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/p/u/3060-geforce-original-imah4syfrqawgamk.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-3060-12-gb-gddr6x-graphics-card/p/itm98c61bdac58b7?pid=GRCGG9QKKHJTFMSG&lid=LSTGRCGG9QKKHJTFMSGXOJO1I&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_221&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCGG9QKKHJTFMSG.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce GTX 3060,1792 MHz,,,PCI Express Gen 4,3060,GV-N3060WF2OC-12GD,"256-bit, 12 GB GDDR6X Memory",,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,
Colorful NVIDIA RTX-3070 Ti 8 GB GDDR6 Graphics Card,"₹64,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l37mtu80/graphics-card/t/e/g/igame-ultra-colorful-original-imagedpfuhtqzgww.jpeg?q=70,https://www.flipkart.com/colorful-nvidia-rtx-3070-ti-8-gb-gddr6-graphics-card/p/itm750d3282b6d7e?pid=GRCGE985RTZ4ZXAZ&lid=LSTGRCGE985RTZ4ZXAZGBGRPW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_225&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCGE985RTZ4ZXAZ.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,"1 Graphic Card, Manual",Colorful,NVIDIA GeForce RTX 3070,1500 MHz,5888 CUDA Cores,8 nm,PCI Express 4.0,RTX-3070 Ti,G-I3070UL WOCLHR,"256-bit, 8 GB GDDR6 Memory with 14000 MHz",No support,1 x HDMI Output Out,3 x Display Port Out,3 Years Warranty,Manufacturing Defects,"Physical Damage, Industrial Usage or Used for Mining/Farming Applications",Carry In to Service Centre,650 W,,,,,,,,131.5 x 310 x 56 mm,1200 g,448 Gbps,,,,,
AARVEX NVIDIA GT610 1 GB DDR3 Graphics Card,"₹2,790",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/c/u/4/gt610-aarvex-original-imagkyc55wqf64f6.jpeg?q=70,https://www.flipkart.com/aarvex-nvidia-gt610-1-gb-ddr3-graphics-card/p/itm77ac51e191480?pid=GRCGKYC5CXGTZGZ7&lid=LSTGRCGKYC5CXGTZGZ7ELZNQW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_229&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCGKYC5CXGTZGZ7.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,AARVEX INFOTECH PVT LTD,AARVEX,NVIDIA Geforce,612 MHz,,,PCI EXPRESS,GT610,GT610LP-1GD3,"62-bit, 1 GB DDR3 Memory",,,,3 Years Warranty,Manufracture Date,Physically Damage,Repair or Replacement,,,,,,,,,,,,,,,,
AMD AMD Radeon Sapphire Nitro 16 GB GDDR6 Graphics Card,"₹84,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/i/t/m/-original-imagmb3rmhhhyzkm.jpeg?q=70,https://www.flipkart.com/amd-radeon-sapphire-nitro-16-gb-gddr6-graphics-card/p/itm3c0afd2b9c5c3?pid=GRCGHYBGGRYDKHRE&lid=LSTGRCGHYBGGRYDKHRETRJ63P&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_233&otracker=search&fm=organic&iid=0badc296-e79a-49b5-8c68-c0ba188e5771.GRCGHYBGGRYDKHRE.SEARCH&ppt=None&ppn=None&ssid=fazg54m6lc0000001738364425725&qH=ae2a487734c75ca2,2025-02-01 00:00:29,"1 Graphic Card, Quick Installation Guide",AMD,AMD Radeon Radeon™ RX 6950XT,2116 MHz,5120 Stream Processor,7 nm,PCIe 4.0,Sapphire Nitro,11317-02-20G,"256-bit, 16 GB GDDR6 Memory with 2250 MHz","Microsoft DirectX v12, Open GL Optimization v4.6",1 x HDMI Output Out,3 x Display Port Out,3 Years Limited Warranty,Manufacturing Defects,Physical Damages,Carry-in,850 W,,Air Cooling,,,,,,,,,7680 X 4320 (Digital),,,,
