title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Power Supply Required,Part Number,Memory,Memory Bandwidth,Graphics Technologies Supported,3D Support,DVI and HDMI Interface,Other Interface,HD Content Support,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,VGA/D-SUB Output,Supported OS,Processors and Cores,GPU Manufacturing Process,Shader,RAMDAC Clock Speed,Cooling and Heatsink,Maximum Resolution,Other System Requirements,Software Included,Weight,Additional Features,Dimensions,Mini HDMI
Inno3D NVIDIA GEFORCE RTX 4070 TWIN X2 12 GB GDDR6X Gra...,"₹53,721",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/f/m/q/geforce-rtx-4070-twin-x2-inno3d-original-imagpyg6khppytff.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-4070-twin-x2-12-gb-gddr6x-graphics-card/p/itm45a990b0094ef?pid=GRCGPYG5HKHXGTFR&lid=LSTGRCGPYG5HKHXGTFRZTZ8IA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_145&otracker=search&fm=organic&iid=0bb3b5aa-5ad9-48a0-b010-e40c6ef7f1f8.GRCGPYG5HKHXGTFR.SEARCH&ppt=None&ppn=None&ssid=156bqc1vtc0000001738522911779&qH=ae2a487734c75ca2,2025-02-02 20:01:51,GPU,Inno3D,NVIDIA GEFORCE RTX 4070,4070 MHz,PCIe_x8,GEFORCE RTX 4070 TWIN X2,,N40702-126X-185252N,"192-bit, 12 GB GDDR6X Memory",,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,850 g,,250 x 118 x 42 mm,
Inno3D NVIDIA GEFORCE RTX 4070 SUPER TWIN X2 12 GB GDDR...,"₹58,689",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/f/n/e/geforce-rtx-4070-super-twin-x2-inno3d-original-imagydrhndzyuknk.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-4070-super-twin-x2-12-gb-gddr6x-graphics-card/p/itm9c1fe3854d243?pid=GRCGYDRHGQFJBUVJ&lid=LSTGRCGYDRHGQFJBUVJ376G7F&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_149&otracker=search&fm=organic&iid=0bb3b5aa-5ad9-48a0-b010-e40c6ef7f1f8.GRCGYDRHGQFJBUVJ.SEARCH&ppt=None&ppn=None&ssid=156bqc1vtc0000001738522911779&qH=ae2a487734c75ca2,2025-02-02 20:01:51,"User Manual, Accessories, Graphic Card",Inno3D,NVIDIA GEFORCE RTX,2475 MHz,PCI-E 4.0 X16,GEFORCE RTX 4070 SUPER TWIN X2,,N407S2-126X-186162N,"192-bit, 12 GB GDDR6X Memory",,,,,,,3 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 3 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,
GIGABYTE NVIDIA 1660 Super 6 GB GDDR6 Graphics Card,"₹19,382",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/3/2/m/1660-super-gigabyte-original-imagtujzfxsrynaq.jpeg?q=70,https://www.flipkart.com/gigabyte-nvidia-1660-super-6-gb-gddr6-graphics-card/p/itm21b2e5e3079b4?pid=GRCGTUK7KDHGBBY2&lid=LSTGRCGTUK7KDHGBBY20CGMOZ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_153&otracker=search&fm=organic&iid=0bb3b5aa-5ad9-48a0-b010-e40c6ef7f1f8.GRCGTUK7KDHGBBY2.SEARCH&ppt=None&ppn=None&ssid=156bqc1vtc0000001738522911779&qH=ae2a487734c75ca2,2025-02-02 20:01:51,Graphic,GIGABYTE,NVIDIA Nvidia,1785 MHz,PCI-E 3.0 x 16,1660 Super,450 W,GV-N166SD6-6GD,"192-bit, 6 GB GDDR6 Memory with 14000 MHz",336 Gbps,"AMD CrossFireX supported, Yes support",Yes support,Yes x Dual Link DVI Out,"Yes x Co-Axial TV Out, Yes x VIVO Out",HDCP Support and HDTV Support,3 Year from Gigabyte,Graphic,Burn and liquid damage,Repair,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 3060 VENTUS 2X 12G OC 12 GB GDDR...,"₹29,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/p/n/a/geforce-rtx-3060-ventus-2x-12g-oc-msi-original-imah78hnjzzzk2mx.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-3060-ventus-2x-12g-oc-12-gb-gddr6-graphics-card/p/itm61b36b8567d4d?pid=GRCH77HDU3GQGQYC&lid=LSTGRCH77HDU3GQGQYCX8CHL3&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_157&otracker=search&fm=organic&iid=0bb3b5aa-5ad9-48a0-b010-e40c6ef7f1f8.GRCH77HDU3GQGQYC.SEARCH&ppt=None&ppn=None&ssid=156bqc1vtc0000001738522911779&qH=ae2a487734c75ca2,2025-02-02 20:01:51,1 (GeForce RTX 3060 VENTUS 2X 12G OC ),MSI,NVIDIA NVIDIA® GeForce RTX™ 3060,1807 MHz,PCI Express Gen 4,GeForce RTX 3060 VENTUS 2X 12G OC,,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,1030 g,Good Quality Product,235 x 42 x 124 mm,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹7,599",4.3,Data not available,https://rukminim2.flixcart.com/image/300/300/ks99aq80/graphics-card/p/9/g/geforce-gt-730-asus-original-imag5v72yeytvtjn.jpeg?q=90,URL not available,2025-02-02 20:01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC NVIDIA GEFORCE RTX 4070 Twin Edge OC White Editio...,"₹58,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/v/s/g/geforce-rtx-4070-twin-edge-oc-white-edition-zotac-original-imagraawkkcb86dj.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-geforce-rtx-4070-twin-edge-oc-white-12-gb-gddr6x-graphics-card/p/itm311af78045c8e?pid=GRCGRAAWWUSDC4UG&lid=LSTGRCGRAAWWUSDC4UG2HQFLH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_161&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGRAAWWUSDC4UG.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,Pack Of 1,ZOTAC,NVIDIA GEFORCE RTX 4070,2490 MHz,PCI Express 4.0 16x,GEFORCE RTX 4070 Twin Edge OC White Edition,,ZT-D40700Q-10M,"192-bit, 12 GB GDDR6X Memory",,,,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,
Inno3D NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR 8 GB GDD...,"₹41,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l1whaq80/graphics-card/t/l/y/geforce-rtx-3060-ti-itwin-x2-lhr-inno-3d-original-imagdd658kyenytg.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-3060-ti-itwin-x2-lhr-8-gb-gddr6-graphics-card/p/itm00771cd96edb2?pid=GRCGDD66FV2QTXSY&lid=LSTGRCGDD66FV2QTXSYPJHWBB&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_165&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGDD66FV2QTXSY.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,Graphic Card,Inno3D,NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR,1665 MHz,PCI-E 4.0 X16,GEFORCE RTX 3060 TI ITWIN X2 LHR,,N306T2-08D6-119032DH,"448-bit, 8 GB GDDR6 Memory",448 Gbps,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,4864 CUDA Cores,,,,,,,,,,120 x 240 mm,
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,"₹20,737",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/b/j/gaming-gefore-rtx-3050-eco-solo-zotac-original-imagxauyfknajxyt.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-gefore-rtx-3050-eco-solo-8-gb-gddr6-graphics-card/p/itm3c6132fba27cc?pid=GRCGXAUYTRCKAZ9H&lid=LSTGRCGXAUYTRCKAZ9H2QNSWY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_169&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGXAUYTRCKAZ9H.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,"ZOTAC GAMING GeForce RTX 4060 Ti 16GB Twin Edge, User Manual",ZOTAC,NVIDIA GEFORCE RTX 3050,1777 MHz,128,GAMING GEFORE RTX 3050 ECO SOLO,,4895173627774,"128-bit, 8 GB GDDR6 Memory",,,,,,,5 Years Warranty,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,
Geforce NVIDIA 1660 Super 6 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/1/f/p/1660-super-geforce-original-imagg9qkkca3uvzg.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-1660-super-6-gb-gddr6x-graphics-card/p/itm444ed789d33dd?pid=GRCGG9QKZSTFUMPV&lid=LSTGRCGG9QKZSTFUMPVAWPTMP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_173&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGG9QKZSTFUMPV.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce RTX 1660 SUPER,1785 MHz,PCI Express Gen 4,1660 Super,,GV-N166SD6-6GD,"256-bit, 6 GB GDDR6X Memory",,,,,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,
ZOTAC NVIDIA RTX 3080 Ti Trinity OC 12 GB GDDR6X Graphi...,"₹96,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwpam4w0/graphics-card/c/b/x/rtx-3080-ti-trinity-oc-zotac-original-imag9bgzyqgb3pzh.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-rtx-3080-ti-trinity-oc-12-gb-gddr6x-graphics-card/p/itm3aae82c6f91a9?pid=GRCG9BJYB6XKTDDR&lid=LSTGRCG9BJYB6XKTDDRLGC1AV&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_177&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCG9BJYB6XKTDDR.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,"1 Unit of ZOTAC GAMING GeForce RTX 3080 Ti Trinity OC, 2 x Dual 6-pin to 8-pin cable, User Manual",ZOTAC,NVIDIA GeForce RTX 3080 Ti,1695 MHz,PCI Express 4.0 16x,RTX 3080 Ti Trinity OC,750 W,ZT-A30810J-10P,"384-bit, 12 GB GDDR6X Memory",,,,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,10240 CUDA Cores,,,,Triple Fan Icestorm 2.0 Advanced Cooling,,,,,,63 x 120.7 x 317.8 mm,
GALAX NVIDIA GTX1660 6 GB GDDR5 Graphics Card,"₹21,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/d/b/i/gtx1660-galax-original-imah7fy7abucyhyd.jpeg?q=70,https://www.flipkart.com/galax-nvidia-gtx1660-6-gb-gddr5-graphics-card/p/itmf2e2a18ce79df?pid=GRCH58Z4AXSYKUZZ&lid=LSTGRCH58Z4AXSYKUZZWDQ5MA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_181&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCH58Z4AXSYKUZZ.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,1Card,GALAX,NVIDIA NVIDIA GeForce GTX 1660,1800 MHz,PCI Express 3.0,GTX1660,450 W,192Bit,"192-bit, 6 GB GDDR5 Memory",336 Gbps,"Microsoft DirectX v12, Open GL Optimization v4.6, No support",,"1 x DVI Output Out, 1 x HDMI Output Out","1 x Display Port Out, 0 x Mini Display Port Out",HDTV Support,No Warranty. This product is RMA replacement.,N/A,Physical Damage,N/A,0xVGA DSub Output,"Microsoft Windows 10, Windows 8 & 8.1, Windows 7 64-bit",1408 CUDA Cores,,,,"Fans - 2, Heatpipes - 2",,"PCI Express-compliant motherboard with one dual-width x 16 graphics slot, 1x 8-pin PCI Express supplementary power connectors, Minimum 450W or greater system power supply, 350MB of available hard-disk space, 4GB system memory (6GB or higher recommended), Microsoft Windows 10, Windows 8 & 8.1, Windows 7 64-bit, CD-ROM/DVD-ROM drive or Internet connection, Windows XP no longer supported",,,,228 x 41.5 x 131.5 mm,0 x Mini HDMI Output
gigabtye NVIDIA ?GV-N4060AORUS E-8GD 8 GB GDDR6 Graphic...,"₹38,412",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/x/g/b/gv-n4060aorus-e-8gd-gigabtye-original-imagsvx8tfezk25q.jpeg?q=70,https://www.flipkart.com/gigabtye-nvidia-gv-n4060aorus-e-8gd-8-gb-gddr6-graphics-card/p/itmb452a3a37ee3f?pid=GRCGSVXJKUXEPX8E&lid=LSTGRCGSVXJKUXEPX8ETAYGLQ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_185&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGSVXJKUXEPX8E.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,"GRAPHIC CARD, USERS MANUAL",gigabtye,NVIDIA GeForce RTX™ 4060,2640 MHz,PCI-E 4.0,?GV-N4060AORUS E-8GD,,?GV-N4060AORUS E-8GD,"128-bit, 8 GB GDDR6 Memory",,,,,,,3 Years Warranty (Online Registration Required),Manufacturing Defects,Physical Damages will Not Covered in Warranty,On-site,,,3072 CUDA Cores,,,,,,,,,,,
ZOTAC NVIDIA GAMING GeForce RTX 3050 Twin Edge 8 GB GDD...,"₹24,674",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/x/o/g/gaming-geforce-rtx-3050-twin-edge-zotac-original-imagqbmxpj5psygy.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-geforce-rtx-3050-twin-edge-8-gb-gddr6-graphics-card/p/itmf06df18a1d63b?pid=GRCGQBMXG7WWFCCT&lid=LSTGRCGQBMXG7WWFCCTYIHLXX&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_189&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGQBMXG7WWFCCT.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,"1 Graphic Card, 1 User Manual",ZOTAC,NVIDIA GeForce RTX 3050,1777 MHz,128,GAMING GeForce RTX 3050 Twin Edge,450 W,RTX 3050,"128-bit, 8 GB GDDR6 Memory",,,,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,7680x4320 (Digital),,,,,,
MSI NVIDIA GeForce RTX 4070 VENTUS 2X E 12G OC 12 GB GD...,"₹59,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/h/c/c/geforce-rtx-4070-ventus-2x-e-12g-oc-msi-original-imah78hnjjprsqgm.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ventus-2x-e-12g-oc-12-gb-gddr6-graphics-card/p/itm384542b60c8e4?pid=GRCH77HDDBG3ZBUZ&lid=LSTGRCH77HDDBG3ZBUZKBQZVR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_193&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCH77HDDBG3ZBUZ.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,1 (GeForce RTX 4070 VENTUS 2X E 12G OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070,2505 MHz,PCI Express Gen 4,GeForce RTX 4070 VENTUS 2X E 12G OC,,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,959 g,Good Quality Product,242 x 43 x 125 mm,
ZEBRONICS NVIDIA ZEBGT730 4 GB GDDR3 Graphics Card,"₹3,249",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/o/4/zebgt730-zebronics-original-imagz6umer5h8dvf.jpeg?q=70,https://www.flipkart.com/zebronics-nvidia-zebgt730-4-gb-gddr3-graphics-card/p/itma9dbce22e203e?pid=GRCGZ6UMFDRYHGXP&lid=LSTGRCGZ6UMFDRYHGXPFBDHGW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_197&otracker=search&fm=organic&iid=f3874b16-7a20-45cc-b63e-eb7915d7a67d.GRCGZ6UMFDRYHGXP.SEARCH&ppt=None&ppn=None&ssid=60mtqprnc00000001738522944003&qH=ae2a487734c75ca2,2025-02-02 20:02:24,"Pack of 1 graphic card, Pack of 1 manual card",ZEBRONICS,NVIDIA NVIDIA,700 MHz,PCI,ZEBGT730,,1234,"64-bit, 4 GB GDDR3 Memory",,,,,,,1,Actually the warranty cover,Demaged,Services Centre,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,249",3,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/graphics-card/r/o/4/zebgt730-zebronics-original-imagz6umer5h8dvf.jpeg?q=90,URL not available,2025-02-02 20:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS NVIDIA Geforce GT 710 2 GB DDR3 Graphics Card,"₹3,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/graphics-card/m/w/p/asus-geforce-gt-710-original-imaejr3vjz9tebus.jpeg?q=70,https://www.flipkart.com/asus-nvidia-geforce-gt-710-2-gb-ddr3-graphics-card/p/itm8a5d1d0c7d1f7?pid=GRCEJXYHFBFFCMWP&lid=LSTGRCEJXYHFBFFCMWPMHUJLQ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_201&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCEJXYHFBFFCMWP.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,Graphic Card,ASUS,NVIDIA Ge-force GT 710 DDR5,589 MHz,PCI Express 2.0,Geforce GT 710,,710,"64-bit, 2 GB DDR3 Memory with 1800 MHz",,,,"1 x DVI Output Out, 1 x HDMI Output Out",No x Co-Axial TV Out,HDCP Support,3 Year Warranty against Manufacturing defects,Warranty of Product is Limited to Manufacturing Defects Only.,Physical Damage / Liquid Submission.,Carry in. Brand Support Toll free No. 18002090365 and Mail us link -https://www.asus.com/in/support/,1xVGA DSub Output,,,,,,,"2560x1600 (Digital), 2560X1600 (Analog)",,,500 g,,260 x 200 x 120 mm,
Xsentuals NVIDIA PCI-E VER009S-PLUS / 009S Plus / 8 Cap...,₹599,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kt39jm80/graphics-card/w/6/5/pci-e-ver009s-plus-009s-plus-8-capacitor-3-power-supply-1x-to-original-imag6gfyn75ftrz3.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-pci-e-ver009s-plus-009s-plus-8-capacitor-3-power-supply-1x-16x-riser-card-usb-3-0-pcie-graphics-extension-adapter-gpu-mining-bitcoin-ethereum-btc-eth-16-gb-gddr4/p/itme0e534cdf040a?pid=GRCG6GFFGHWUH53Y&lid=LSTGRCG6GFFGHWUH53Y8EM8MA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_205&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCG6GFFGHWUH53Y.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,1 x VER009S / 009S PCIe Riser Card,Xsentuals,NVIDIA 1,120 MHz,3.0,PCI-E VER009S-PLUS / 009S Plus / 8 Capacitor / 3 Power Supply / 1X to 16X Riser Card USB 3.0 PCIE Riser Graphics Extension Riser Adapter Card - GPU Riser - Mining Bitcoin Ethereum BTC ETH,,VER009S / 009S Plus,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
ASUS NVIDIA NVIDIA GeForce GT 730 Graphics Card (2GB GD...,"₹11,996",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/t/d/u/nvidia-geforce-gt-730-graphics-card-2gb-gddr5-4x-hdmi-ports-asus-original-imagtykbhdgdenbr.jpeg?q=70,https://www.flipkart.com/asus-nvidia-geforce-gt-730-graphics-card-2gb-gddr5-4x-hdmi-ports-2-gb-gddr5/p/itmc0ffb1a203a98?pid=GRCGSYFGGDTZGTCH&lid=LSTGRCGSYFGGDTZGTCHYX988I&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_209&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCGSYFGGDTZGTCH.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,"1 Graphics Card, Speed Setup Manual",ASUS,NVIDIA GeForce GT 730,706 MHz,PCI Express 2.0,"NVIDIA GeForce GT 730 Graphics Card (2GB GDDR5, 4x HDMI ports)",300 W,GT730-4H-SL-2GD5,"64-bit, 2 GB GDDR5 Memory",,,,,,HDCP Support,3 Years Warranty,Manufacturing Defects,Physical and Liquid Damages,Carry-in,,,,,,,,,,,,,,
