title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,EMMC Storage Capacity,Chipset,Expandable Memory,RAM Frequency,RPM,Expandable SSD Capacity,Multi Card Slot,Hardware Interface,Sound Chip,Ethernet,Security Chip,TGP,Memory Slots,RJ45,Antivirus,Inbuilt 4G LTE,Stylus Included,OS Architecture,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Lock Port,Recovery Options,Laptop Bag,Other Accessories,International Warranty,Color Gamut
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,"93,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7w4hn-a/p/itm2ea42dec44bca?pid=COMH64PYZU4ZZR79&lid=LSTCOMH64PYZU4ZZR79AHLYXY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=search&fm=organic&iid=en_AwEY7bcguItJLw1sJwExmVc3uoTtKK6nwhGDBaA1RLZPYBT4eB9BZfxhpyt2X4yLkAOgynefWxDplKf8RvemTaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=pr3v48v20w0000001738102617618&qH=312f91285e048e09,2025-01-28 23:17:00,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7W4HN/A,MC7W4HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,16 GB,Unified Memory,,,NA,SSD,macOS Sequoia,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,,,Yes,Four-speaker sound system,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s-eq2305AU Thin and Light Laptop,"44,990",4.3,"3,328 Ratings & 247 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/y/z/-original-imah4qsjbjkkymuk.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2305au-thin-light-laptop/p/itmfad54ff933d4c?pid=COMGZC2GUZJXNHHS&lid=LSTCOMGZC2GUZJXNHHSJP0KBR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=ecd3cd85-5031-4cfe-b3f1-9a53389b5ff8.COMGZC2GUZJXNHHS.SEARCH&ppt=None&ppn=None&ssid=pr3v48v20w0000001738102617618&qH=312f91285e048e09,2025-01-28 23:17:00,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,5500U,Max Frequency Upt o 4.00 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,,"Full-size, backlit, natural silver keyboard with numeric keypad",1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4b,,,Up to 9 hours and 30 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"36,990",4,702 Ratings & 60 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGXPH6XJE9ZKGZ&lid=LSTCOMGXPH6XJE9ZKGZYBFYPH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&fm=organic&iid=ecd3cd85-5031-4cfe-b3f1-9a53389b5ff8.COMGXPH6XJE9ZKGZ.SEARCH&ppt=None&ppn=None&ssid=pr3v48v20w0000001738102617618&qH=312f91285e048e09,2025-01-28 23:17:00,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-41,UN.431SI.293,AL15-41,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5625U,Max Frequency Up to 4.00 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD,Yes,Yes,Wi-Fi 5,v5.1,360.40 x 239.30 x 19.7 mm,1.59 kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",,"100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Carry-in Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,"24,990",4,65 Ratings & 10 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/3/o/-original-imah27qsamfccyxz.jpeg?q=70,https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-13th-gen-1315u-8-gb-256-gb-ssd-chrome-os-cb515-2h-34yl/p/itm5542cc6900ec1?pid=COMHFC9KY8AHGYD3&lid=LSTCOMHFC9KY8AHGYD3HLUHOK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&fm=organic&iid=ecd3cd85-5031-4cfe-b3f1-9a53389b5ff8.COMHFC9KY8AHGYD3.SEARCH&ppt=None&ppn=None&ssid=pr3v48v20w0000001738102617618&qH=312f91285e048e09,2025-01-28 23:17:00,"Laptop, Power Adaptor, User Guide, Warranty Documents",CB515-2H-34YL,NX.KNUSI.002,Chromebook Plus,Chromebook Plus Google AI,Silver,Chromebook,Processing & Multitasking,No,Intel,Core i3,13th Gen,Yes,256 GB,8 GB,LPDDR5X,1315U,Max Frequency 4.5 GHz,Intel Integrated UHD,SSD,Chrome,"1 x USB 3.2 Gen 1 Type-A port, 2 x USB 3.2 Gen 1 Type-C port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD IPS LED-backlit LCD Dislpay,Yes,Yes,Intel Wireless Wi-Fi 6E AX211,v5.2,360.6 x 238.4 x 199.5 mm,1.68 Kg,Not Available,"FHD camera, 1920 x 1080 Resolution, 1080p video at 60 fps with Temporal Noise Reduction, Support ROI feature, Support HDR feature, Dual Mic",,Acer FineTip keyboard with international language support,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical damage,3 Cell,No,,,NA,,,,65 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,"56,990",4.3,"2,030 Ratings & 150 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/6/b/-original-imah4qsghesdqyau.jpeg?q=70,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&fm=organic&iid=ecd3cd85-5031-4cfe-b3f1-9a53389b5ff8.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=pr3v48v20w0000001738102617618&qH=312f91285e048e09,2025-01-28 23:17:00,"Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2014TU,6K9C3PA#ACJ,14-dv2014TU,Pavilion,Natural Silver,Thin and Light Laptop,"Entertainment, Performance",Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Upto 4.4 GHz,Intel Integrated UHD Graphics,SSD,Windows 11 Home,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital Microphone,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,Yes,"Full-size, backlit, Natural Silver keyboard",1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,3,Yes,,,1x HDMI 2.1,,,,,10,Yes,Audio by B&O,HP Imagepad with multi-touch gesture support,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart","43 Wh Li-ion, Support battery fast charge",1 Year,12,Windows 11 Home,,,,3200 MHz,,,,PCIe NVMe,,,,,,,,,,64 bit,64,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/x/c/5/-original-imah8frtdh9bgnnp.jpeg?q=90,URL not available,2025-01-28 23:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:18:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:18:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQJWHH2F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_97&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKouL_CCL2cxHrW2eZUtki9CotgvHZOkZBaLMqSVOOJ28vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"33,990",4.2,"1,807 Ratings & 158 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHDFKSBW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_98&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKrX7tAo-cfw0QwqE78ZPvfquHRopyOVhmCUsW-5_eFRPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,7320U,Max Turbo Frequency 4.1 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 5 Backlit Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) A515-58M Thin ...,"47,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/g/z/-original-imah4zcafrvfkesy.jpeg?q=70,https://www.flipkart.com/acer-aspire-5-backlit-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-a515-58m-thin-light-laptop/p/itm4285f066ed3a8?pid=COMH46GJEQWVC7GG&lid=LSTCOMH46GJEQWVC7GG6L0KHF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_99&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMH46GJEQWVC7GG.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",A515-58M,NX.KHFSI.007,A515-58M,Aspire 5 Backlit,Steel Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,1335U,1.3 GHz with Turbo Boost Upto 4.6 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 3.2 Port, 1 x USB Port with power-off charging, 1 x USB Type-C Port/Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",,,WIFI 6E,v5.1,362.9 x 237.5 x /17.9 mm,1.75 Kg,Not Available,"Video conferencing: UFC with T-Type USB FHD camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",Yes,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and...,"36,990",4.1,"1,317 Ratings & 178 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/x/5/-original-imah4d7hcwyycdjh.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-5-hexa-core-7430u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XVTZNMYGX&lid=LSTCOMH397XVTZNMYGXUXLNNE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_100&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMH397XVTZNMYGX.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",A325-42,UN.34QSI.001,A325-42,Aspire 3 Backlit,Silver,Thin and Light Laptop,Everyday Use,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,7430U,Up to 4.3 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"3 x USB ports, 2 x Type-C port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in front facing stereo speakers,Yes,Wifi 6,v5.1,360.8 x 253.33 x 19.3 mm,1.79 Kg,Not Available,Full HD camera,,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"39,990",4.5,"1,834 Ratings & 242 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/u/e/-original-imah46f8th3pnphq.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_101&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKoTCYHktxYZAZXxFMtCmsRR2agJ9wcwL2JeU1TS0G3uPw%3D%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-LG4IN,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Galaxy Book4 Metal,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,LPDDR4X,1315U,Up to 4.5 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,Wi-Fi 6,v5.2,356.6 x 229.15 x 15.4 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Onsite Warranty,Onsite,Manufacturer Defect Only,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,"23,990",4.2,322 Ratings & 14 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/g/-original-imah8frtuzfe9yup.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itm146632ae84dbc?pid=COMHFYZ3CN5WHUR8&lid=LSTCOMHFYZ3CN5WHUR8TZX65M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_102&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKoZLWxW4GbfUJqs3uMKb5piVbicL9lxiQRzMKyuTGjA7PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL7,82V6009LIN|82V6009TIN,14IGL7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,,Yes,512 GB,8 GB,DDR4,N4020,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,11ac 2x2,v5.1,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,,"Non-backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4b,,,,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,"48,990",4.4,277 Ratings & 18 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/k/k/-original-imagpxgru35rbzwz.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-lk541ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFGZKJJGUN&lid=LSTCOMGMGXFGZKJJGUNJIXXG6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_103&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGMGXFGZKJJGUN.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, battery, power adapter, user guide",E1504FA-LK541WS,90NB0ZR1-M00J50,E1504FA-LK541WS,Vivobook Go 15 OLED,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors,,PANTONE Validated,,Glossy display, 70% less harmful blue light",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
