title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
"beatXP Nexus 1.78” Super AMOLED Display, 1000 Nits & Bl...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/v/h/45-21-nexus-android-ios-beatxp-yes-original-imagymyhhjjxgfxs.jpeg?q=70,https://www.flipkart.com/beatxp-nexus-1-78-super-amoled-display-1000-nits-bluetooth-calling-smartwatch/p/itm08a96380a4a58?pid=SMWGW7FCBZVGQW3R&lid=LSTSMWGW7FCBZVGQW3RHF3AYK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_605&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGW7FCBZVGQW3R.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"1 X Smartwatch, 1 X User Manual, 1 X Warranty Card",BXI02016,"Nexus 1.78” Super AMOLED Display, 1000 Nits & Bluetooth Calling",Square,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Electric Black,,Heart Rate,,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,368*448 pixel,45.21 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 D...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/l/d/-original-imaggtzt6bnaehyb.jpeg?q=70,https://www.flipkart.com/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itm4106e6344844d?pid=SMWGGJG5GV3H2GC3&lid=LSTSMWGGJG5GV3H2GC3F3WR7U&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_609&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGGJG5GV3H2GC3.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitcaliber2-std-brn_brn,"ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode",Rectangle,Brown,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Brown,Buckle,"Heart Rate, SpO2",,,,Upto 7 Days,Yes,Magnetic Charger,,,,,,Yes,Yes,,,Yes,,Yes,10 m,,,,240 x 284 pixel,46.482 mm,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,No,,,,,1 Year,Smart Notification,Vibration,,,,,,,,,Yes,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,,,Brown,,,,,,,,,,,,,,,
beatXP Vega Neo 1.43'' Super AMOLED Display with BT Cal...,"₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/k/j/36-32-bxio3005-bxsm3005-android-ios-beatxp-yes-original-imagymbtu7vtargs.jpeg?q=70,https://www.flipkart.com/beatxp-vega-neo-1-43-super-amoled-display-bt-calling-ai-voice-assistant-ip68-smartwatch/p/itm2702e7040fd4d?pid=SMWGS9YHAAGUWFC5&lid=LSTSMWGS9YHAAGUWFC5GMT5AG&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_613&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGS9YHAAGUWFC5.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"1 X User Manual, 1 X Warranty Card, 1 X Smartwatch",BXIO3005/BXSM3005,"Vega Neo 1.43'' Super AMOLED Display with BT Calling, AI Voice Assistant & IP68",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Electric Black,,Heart Rate,,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,466 x 466 pixel,36.32 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Displa...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/p/x/-original-imah4rgecdbyhptn.jpeg?q=70,https://www.flipkart.com/boat-lunar-vista-w-3-8-cm-1-52-hd-always-display-bt-calling-functional-crown-smartwatch/p/itmeb8245d23caf1?pid=SMWH4DGGD4QRQ6GC&lid=LSTSMWH4DGGD4QRQ6GC4I35MX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_617&otracker=search&fm=organic&iid=en_zEahsRwQZoXISrkX4RNUuxOu4nz-bYjn7NwdfRF1Y8XB7oRXvOmgsz6c3BN1pD3LllAkA60jOZWXLRHFTlC3XvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, Charging Cable, User Manual",Lunar Vista,"Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Display,BT Calling, Functional Crown",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2 & G-sensor",,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,360 x 360 Pixels,38.6 mm,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at info@imaginemarketingindia.com,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/a/w/-original-imah8mtk5qagwhhz.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itm8e3a483f91c22?pid=SMWGMHUGET5DCJ3C&lid=LSTSMWGMHUGET5DCJ3CEHZXG3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_621&otracker=search&fm=organic&iid=en_zEahsRwQZoXISrkX4RNUuxOu4nz-bYjn7NwdfRF1Y8XODKi6HZNmsEWlYn3vItV5dtzZxe4yRgN_bFYLubft3Q%3D%3D&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Green,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Green,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",,,240 x 280 Pixels,1.69 Inch,TFT,No,Yes,Yes,Yes,60 Workout Modes,Date and Time,No,No,Yes,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year,"Social Media, Messages, Incoming Calls, Emails",Vibrate,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",,Yes,High Brightness,No,No,English,,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,288 Hr,Multicolour,,,,,,,,,,,,,,,
Ambrane Crest Pro 1.52'' display 360*360 High Resolutio...,"₹1,998",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/z/m/-original-imagp8wzb2xrmzx6.jpeg?q=70,https://www.flipkart.com/ambrane-crest-pro-1-52-display-360-360-high-resolution-600-nits-bright-bt-calling-smartwatch/p/itmb522f1ae8c7ab?pid=SMWGZ3MYSUR5EYZS&lid=LSTSMWGZ3MYSUR5EYZSFF80DI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_625&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGZ3MYSUR5EYZS.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"1*Smartwatch , 1*Charging Cable",Wise Crest Pro,"Crest Pro 1.52'' display 360*360 High Resolution, 600 Nits Bright and BT Calling",Round,Green,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Green,,"SpO2, 24*7 Heart Rate Monitoring, Blood Pressure, High Heart Rate Alert",,,,Up to 7 Days,,,,,,,,Yes,Yes,,,,,,,,,,360*360 pixel,38.608 mm,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,1 Year Brand Warranty,Pls reach us out on Care@ambraneindia.com,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,IOS 10 & above and Android 6 & above
"alt GOAT, 1.78 AMOLED Display, Single Chip Bluetooth Ca...","₹1,298",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/o/r/-original-imagp8r8wzkzqwvv.jpeg?q=70,https://www.flipkart.com/alt-goat-1-78-amoled-display-single-chip-bluetooth-calling-100-watchfaces-ip68-smartwatch/p/itm5247bf4b7110a?pid=SMWGZ73EYERDSU28&lid=LSTSMWGZ73EYERDSU28KP9OXY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_629&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGZ73EYERDSU28.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-goat-std-blk_blk,"GOAT, 1.78 AMOLED Display, Single Chip Bluetooth Calling, 100+ Watchfaces, IP68",Rectangle,Black,Silicone,Free Size,Yes,Yes,2 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Black,,"Accelerometer, Heart Rate, SpO2",,Lithium Ion,180 min,Upto 7 Days,Yes,Magnetic,,,,,,Yes,Yes,,,Yes,v5.3,,10 m,"Contacts, Call History, Dial Pad, Call Notification, Call Rejection",,,368 x 448 pixel,45.212 mm,AMOLED,,Yes,Yes,Yes,"Heart Rate, Sp02, BP, Stress, Sleep Monitor, Period Tracking",Yes,,Yes,Yes,1,"Breath, Alarm, Stopwatch, Timer, Camera/Music Control, inbuilt Game",Yes,Yes,Yes,36.85 mm,10.6 mm,,55 g,1 Year,Yes,,"Stock Market, World Clock, Calculator, Calender, Weather, AI Voice, Find my Phone, AGPS",,Yes,"Brightness, Theme, Always On Display",,,,,Yes,,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,Physical Damage,,,Black,,,,,,,44.72 mm,,,,,,,,
"Noise Pro 5 Max 1.96 AMOLED Display, Post Workout Analy...","₹4,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/e/t/-original-imagvzcqwqkp6wf2.jpeg?q=70,https://www.flipkart.com/noise-pro-5-max-1-96-amoled-display-post-workout-analysis-diy-watch-face-bt-calling-smartwatch/p/itmce8675ffa44a5?pid=SMWGSGQZN4DUZZFW&lid=LSTSMWGSGQZN4DUZZFWWAPRNI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_633&otracker=search&fm=organic&iid=fc96af59-19aa-4215-8c6a-c943a4b90f57.SMWGSGQZN4DUZZFW.SEARCH&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitpro5max-std-blk_blk,"Pro 5 Max 1.96 AMOLED Display, Post Workout Analysis, DIY Watch face, BT Calling",Rectangle,Black,Silicone,Regular,Yes,Yes,1.5 m,Fitness & Outdoor,Metal + Polycarbonate,Men & Women,Android & iOS,Jet Black,,"Heart Rate, SpO2, Accelerometer",,,,Upto 7 days,Yes,,,,,,,Yes,Yes,,,,,,10 m,,,,390 x 450 pixel,49.784 mm,AMOLED,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,,,,,1 Year,Yes,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",,,Black,,,,,,,,,,,,,,,
"boAt Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Scr...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/q/v/-original-imahywudnnfshaw6.jpeg?q=70,https://www.flipkart.com/boat-wave-sigma-3-w-turn-navigation-2-01-screen-crest-app-qr-code-tray-smartwatch/p/itm3f08df7e15f6b?pid=SMWGYZW6Z3DYG8VC&lid=LSTSMWGYZW6Z3DYG8VCMHWTCK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_16_637&otracker=search&fm=organic&iid=en_zEahsRwQZoXISrkX4RNUuxOu4nz-bYjn7NwdfRF1Y8XKgsXSyDmSlYopIE3bvt62rCjP5QcthBmjxQWsUhBOt4nfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=r0wz1x8czk0000001738114243380&qH=87968ec020b2016b,1/29/2025 2:30,"Smartwatch, ?User Manual, Warranty Card, USB Magnetic Charging Cable",Wave Sigma 3,"Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Screen, Crest App, QR Code Tray",Rectangle,Black,Silicone,One Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"Heart Rate, SpO2, G Sensor",,,,Upto 7 days,,,"iOS 9 and Above, Android 6 and Above",,,,,Yes,Yes,,,,,,,,,,240 x 296 Pixels,51 mm,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,1 Year,"Text, Call and Social Media",,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹2,299",4.1,Data not available,Image not available,URL not available,1/29/2025 2:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_641&otracker=search&fm=organic&iid=en_X0ImbZi8rIWGj0guFVWvaEC_XO7MIdkgEmfp8whGrQ4MRliPtlCrfpvdweJqUTCM8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 D...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/l/d/-original-imaggtzt6bnaehyb.jpeg?q=70,https://www.flipkart.com/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itm4106e6344844d?pid=SMWGGJG5GV3H2GC3&lid=LSTSMWGGJG5GV3H2GC3F3WR7U&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_645&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWGGJG5GV3H2GC3.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitcaliber2-std-brn_brn,"ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode",Rectangle,Brown,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Brown,Buckle,"Heart Rate, SpO2",,,,Upto 7 Days,Yes,Magnetic Charger,,,,,,Yes,Yes,,,Yes,,Yes,10 m,,,,240 x 284 pixel,46.482 mm,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,No,,,,,1 Year,Smart Notification,Vibration,,,,,,,,,Yes,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,,,Brown,,,,,,,,,,,,,,,
"Fire-Boltt Spectre Stainless Steel Luxury, 33.5mm (1.32...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/m/m/-original-imah2gtgdrgwpgqy.jpeg?q=70,https://www.flipkart.com/fire-boltt-spectre-stainless-steel-luxury-33-5mm-1-32-inch-display-360-360-px-high-res-smartwatch/p/itm585c71e62aca5?pid=SMWH2D3GTEKX5ATZ&lid=LSTSMWH2D3GTEKX5ATZCEBJ01&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_649&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWH2D3GTEKX5ATZ.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW197,"Spectre Stainless Steel Luxury, 33.5mm (1.32 inch) Display, 360*360 Px High Res",Round,Silver,Stainless steel,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical",Zinc Alloy,Men & Women,Android & iOS,Silver-C,Buckle,"SpO2, Heart Rate Sensor",Mobile Phones,Lithium Ion,120 min,Upto 5 Days,Yes,USB Cable With Metalic Charging Points,,,,,,Yes,Yes,No,No,No,v5.0,No,10 m,"Reject Calls, Silent Calls",Limited Support,"Compatible OS Android 5.0 or above , iOS 9.0 or aboveBluetooth Version:BT 5.0 or above",360 x 360 Pixels,33.528 mm,TFT LED,Yes,Yes,Yes,Yes,"Automatic Motion Recognition, 360 Health Cover - SpO2, Heart Rate & Sleep Monitoring, Breathe Monitoring, Smart Alarm, Sedentary Reminder Notifications",Date & Time,No,No,Yes,,"Timeless Round Display - Experience a classic aesthetic with a modern touch on the 1.32"" round display. The 360 by 360 resolution ensures sharp visuals, showcasing every detail of the watch face with exquisite clarity.Elegant Stainless Steel Straps - Crafted with precision, the stainless steel straps exude refinement and durability. Whether you're attending a formal event or enjoying a casual outing, the Spectre complements your style effortlessly.Seamless Bluetooth Calling - Stay connected on the go with one-time Bluetooth pairing for calls. Effortlessly answer or initiate calls directly from your wrist, keeping your hands free for more important tasks.Voice Assistant at Your Command - Experience true convenience with the integrated voice assistant. Whether you need to set reminders, check the weather, or control your smart home devices, the Spectre understands and responds to your voice.Entertainment On Your Wrist - Take a break and dive into entertainment options right on your wrist. Enjoy games that entertain and engage you during your downtime, adding a playful element to your daily routine.Efficiency with a Calculator - Carry a mini-computer on your wrist. The built-in calculator lets you perform quick calculations on the go, eliminating the need to pull out your phone for every math problem.Navigate with Mobile GPS - Explore the world confidently with mobile GPS integration. Whether you're navigating a new city or tracking your outdoor adventures, the Spectre guides you every step of the way.Elevate Your Lifestyle - The Fire-Boltt Spectre isn't just a smartwatch; it's a lifestyle companion that seamlessly integrates technology into your everyday routine. From managing tasks to staying entertained, the Spectre empowers you to live life on your terms.",Yes,Yes,No,54 mm,12 mm,50 mm,,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration,,Remote control your camera functions through the watch,No,,Yes,Yes,English,,Wrist Wake Function,Remote access to Music & Camera,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,,360 Hr,,,,,,,,,,,,,,,,
ANAYA ENTERPRISES T800 Ultra Honeycomp Edition smart wa...,₹599,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/z/4/49-t800-bluetooth-calling-touch-watch-with-ip67-waterproof-music-original-imahf4zgfxzy26zj.jpeg?q=70,https://www.flipkart.com/anaya-enterprises-t800-ultra-honeycomp-smart-watch-wifi-gps-4g-s8-smartwatch/p/itm31f43665fcca9?pid=SMWGYBJWEYNSGE86&lid=LSTSMWGYBJWEYNSGE86W9BHZP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_653&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWGYBJWEYNSGE86.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,smartwatch,T800 Bluetooth Calling Touch Watch with IP67 Waterproof Music Play,T800 Ultra Honeycomp Edition smart watch with WiFi GPS 4G S8,Square,Black,Silicone,Free Size,Yes,Yes,,Watchphone,Aluminium,Men & Women,Android & iOS,Black,,"Accelerometer, Gyroscope, Proximity Sensor",,Lithium Ion,60 min,3 Days,Yes,Wireless,,,,,,Yes,Yes,,,Yes,,Yes,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",,,320 x 320 pixel,49 44,AMOLED,Yes,Yes,Yes,Yes,,Date & Time,,Yes,Yes,3,,Yes,Yes,,,,,,,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",,,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,Yes,,,,,,,,,72 hr,72 hr,,,,,,,,,,,,,,,,
