title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",4.5,"4,090 Ratings & 530 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_381&otracker=search&otracker1=search&fm=organic&iid=en_9OaNosZg17tHiHCb9DVi5raQTWOjZFx13fHI_z2qR31wQlkf_pCRYePcbmgmXLCgW5SwbbnBPMBKBYXaBFdbk_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=n245y6h5vk0000001738111738935&qH=08b5411f848a2581,1/29/2025 1:48,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,,,,,Yes,,No,,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,,Audio Line-out,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹11,799",4.2,154 Ratings & 29 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_382&otracker=search&otracker1=search&fm=organic&iid=en_9OaNosZg17tHiHCb9DVi5raQTWOjZFx13fHI_z2qR32E3jP85cGjf-dS7PzAvn3k8NQbcgSxWto1UhHDEBUczoE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=n245y6h5vk0000001738111738935&qH=08b5411f848a2581,1/29/2025 1:48,"ZEB-IGM 102,ZEB-N27A",,Black,68.58 cm (27 inch) LED Display,,IPS Panel,1920x1080 pixels,No,Full HD,,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,1080p,,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",180 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,,,,,1 ms,,,,"Yes, with 48 W Power Output Per Speaker",Yes,,Yes,,,48,,"48 W (Operational), 48 W (Standby)",Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,616 mm,442 mm,160 mm,3.8 kg,616 mm,365 mm,12 mm,3.14 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,,,,
Enter 39.12 cm (15.4 inch) Full HD Monitor (15.4 inch Full HD Monitor (E-MO-A05) (Response Time: 3 ms)...,"₹2,490",3.5,15 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/r/r/15-4-inch-full-hd-monitor-e-mo-a05-response-time-3-ms-full-hd-15-original-imaghcfj7xznwtsk.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_383&otracker=search&otracker1=search&fm=organic&iid=cbe4c769-1db1-4a27-8ae4-1ddbe9cf7987.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=n245y6h5vk0000001738111738935&qH=08b5411f848a2581,1/29/2025 1:48,15.4 inch Full HD Monitor (E-MO-A05) (Response Time: 3 ms),,Multicolor,39.12 cm (15.4 inch) 39.12 cm (15.4 inch) LED Display Display,,,,,Full HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,3 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG M39 49.53 cm (19.5 inch) HD LED Backlit TN Panel Monitor (20M39H),"₹6,599",4.2,594 Ratings & 64 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/v/s/-original-imagpu2tgzbsavta.jpeg?q=70,https://www.flipkart.com/lg-m39-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-20m39h/p/itmeuchf5jfmqw8x?pid=MONFRQBUTKNVBKWZ&lid=LSTMONFRQBUTKNVBKWZPTIP3B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_384&otracker=search&otracker1=search&fm=organic&iid=cbe4c769-1db1-4a27-8ae4-1ddbe9cf7987.MONFRQBUTKNVBKWZ.SEARCH&ppt=None&ppn=None&ssid=n245y6h5vk0000001738111738935&qH=08b5411f848a2581,1/29/2025 1:48,20M39H,M39,Black,49.53 cm (19.5 inch) LED Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,No,HD,,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"Anti-glare, 3H",16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",,16.9,600:01:00,90° (2D),65° (2D),5 ms,200 nits (2D),,NTSC 72% (CIE1976),,"Flicker Safe, Reader Mode, Smart Energy Saving",No,,,,,,Yes,,,,,,"AC 100 - 240 V, 50/60 Hz","16 W (Operational), 0.3 W (Standby)","Yes, 1",No,Yes,No,,,,,,,,,"Base Detachable, Tilt",Tilt - 5 to 20 Degree,,75 x 75 mm,VESA,,,,,,Yes,,,,463 mm,358.8 mm,167.8 mm,2.2 kg,,286.5 mm,57.4 mm,2 kg,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.5,Data not available,https://rukminim2.flixcart.com/image/300/300/kq18n0w0/monitor/e/b/8/l27i-30-27-66bfkac2in-lenovo-original-imag44n8ntdre8gd.jpeg?q=90,URL not available,1/29/2025 1:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Odyssey G6 81.28 cm (32 inch) Curved Quad HD VA Panel with Display HDR600, Gaming Hub, Embedde...","₹46,899",4.9,7 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/c/j/ls32bg650ewxxl-quad-hd-32-2023-ls32bg650ewxxl-samsung-original-imagvhf7yzpmgdtc.jpeg?q=70,https://www.flipkart.com/samsung-odyssey-g6-81-28-cm-32-inch-curved-quad-hd-va-panel-display-hdr600-gaming-hub-embedded-apps-smart-monitor-ls32bg650ewxxl/p/itmc60cd2b8f6942?pid=MONGVGG7VQUZGD6N&lid=LSTMONGVGG7VQUZGD6NBHNUM9&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_385&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGVGG7VQUZGD6N.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,LS32BG650EWXXL,Odyssey G6,Black,81.28 cm (32 inch) LED Display,,VA Panel,,,Quad HD,,"1 Monitor, Power Cable, HDMI Cable, User Manual, Warranty Card",Curved,,,,"240 Hz (Analog), 240 Hz (Digital)",,16:09,,,,1 ms,350 nits (2D),,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
PHILIPS 54.61 cm (21.5 Inch) Full HD VA Panel Monitor (222V8LA/94 22 inch VA Panel LCD Monitor with Fu...,"₹5,990",4.4,5 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/kwmfqfk0/monitor/z/s/u/222v8la-94-22-inch-va-panel-lcd-monitor-with-full-hd-full-hd-21-original-imag996rae7z7hdm.jpeg?q=70,https://www.flipkart.com/philips-54-61-cm-21-5-inch-full-hd-va-panel-monitor-222v8la-94-22-inch-lcd-hd/p/itm1eef521f90037?pid=MONG978YHDRWJF9R&lid=LSTMONG978YHDRWJF9R75YEPQ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_386&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONG978YHDRWJF9R.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,222V8LA/94 22 inch VA Panel LCD Monitor with Full HD,,Black,54.61 cm (21.5 Inch) LCD Display,,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor Unit, QSG, Stand, Power Cord, HDMI Cable, Base, DP Cable",Flat,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,4 ms,250 nits (2D),0.2493 mm,sRGB,,,,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,"AC 100 - 240 V, 50/60 Hz","13.3 W (Operational), 0.5 W (Standby)","Yes, HDMI 1.4 Port",,Yes,Yes,,,,,,,,,Tilt,-5 Degree to 20 Degree,,,VESA,,,,,,,,,,540 mm,416 mm,220 mm,2.79 kg,540 mm,322 mm,46 mm,2.4 kg,3 Years Warranty,Manufacturing Defects Only,Physical Damages,3 Year,,,,
Smart Pixel 165.1 cm (65 inch) Full HD LED Backlit IPS Panel Monitor (Monitor),"₹99,005",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/3/c/monitor-full-hd-65-2024-corifp65-smart-pixel-original-imah5yr4xnr7nbay.jpeg?q=70,https://www.flipkart.com/smart-pixel-165-1-cm-65-inch-full-hd-led-backlit-ips-panel-monitor-monitor/p/itm5c6a76c00bcd0?pid=MONH5YR4WVDX5HNW&lid=LSTMONH5YR4WVDX5HNW3GEWSG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_387&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONH5YR4WVDX5HNW.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,Monitor,,Black,165.1 cm (65 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,2 ms,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,Yes,,,Yes,,,good quality,,,,,,,,,,,,,,,"Audio In, Audio Out",
"DELL 60.96 cm (24 inch) Full HD LED Backlit VA Panel with Built-in Dual Speaker, 16:9 Aspect Ratio, 25...","₹10,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/i/l/e2425hs-full-hd-24-2024-44gkx-dell-original-imah5gduytfbgg9g.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-led-backlit-va-panel-built-in-dual-speaker-16-9-aspect-ratio-250-nits-brightness-1x-hdmi-vga-display-port-monitor-e2425hs/p/itm543d78fc84173?pid=MONH5HKZPNVDJKPY&lid=LSTMONH5HKZPNVDJKPY4S5PFU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_388&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONH5HKZPNVDJKPY.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,E2425HS,,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand, Quick Start Guide, Power Cable, HDMI Cable 1.8 m, Warranty Card",Flat,,Anti-glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,3000:01:00,,,5 ms,250 nits (2D),,83%,,,No,,,,,Yes,,,Yes,,,,,,"Yes, 1",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,All Manufacturing Defects,Physical Damages,3 Year,,,,
Acer EB1 203.2 cm (80 cm) WQHD LED Backlit IPS Panel Monitor (EB321HQU Cbidpx),"₹21,997",4.5,95 Ratings & 17 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/z/9/-original-imagsathhfzrr2wh.jpeg?q=70,https://www.flipkart.com/acer-eb1-203-2-cm-80-cm-wqhd-led-backlit-ips-panel-monitor-eb321hqu-cbidpx/p/itmfdrzuyajz4nhf?pid=MONF874HDJJWWETK&lid=LSTMONF874HDJJWWETKRMTWCZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_389&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONF874HDJJWWETK.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,EB321HQU Cbidpx,EB1,White,203.2 cm (80 cm) LED Backlit Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,No,WQHD,,"1 Acer Monitor, HDMI Port, DVI Dual Link Up, DVI, HDMI, Display port cables, Display Port",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,300 nits (2D),,,,,,,,,,No,,,No,,,,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Months manufacturer warranty.,Manufacturing defects only.,"Physical damage, liquid damage & burnt damage.",,,,,
Enter 48.26 cm (19 inch) SXGA Monitor (19 INCH LED MONITOR),"₹2,555",4,101 Ratings & 15 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/r/d/19-inch-led-monitor-sxga-19-e-mo-ao1-enter-original-imaghunbfdsy9dxc.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-sxga-monitor-inch-led-monitor/p/itme87a61575c6dc?pid=MONGHUNBXGQUZNZJ&lid=LSTMONGHUNBXGQUZNZJGMT7KV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_390&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGHUNBXGQUZNZJ.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,19 INCH LED MONITOR,,Black,48.26 cm (19 inch) LED Display,,,1440X990 pixels,,SXGA,,"1 LED MONITOR; 1 LED STAND; 1 POWER CABLE; 1 HDMI CABLE , USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:07,,130° (2D),110° (2D),5 ms,250 nits (2D),0.259 mm,,,,No,,,,,No,No,No,No,,,,,12 W (Operational),"Yes, 1 x YES Port",No,Yes,No,,No,No,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,1 year by brand,Manufacturing defects only,Physical damage and burnt,1 Year,,,,
LG 19M 46.99 cm (18.5 inches) HD LED Backlit TN Panel Monitor (19M38AB),"₹6,149",4.3,"5,228 Ratings & 740 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/k/a/-original-imagpu2tdgyjnrxu.jpeg?q=70,https://www.flipkart.com/lg-19m-46-99-cm-18-5-inches-hd-led-backlit-tn-panel-monitor-19m38ab/p/itmeuchf5jfmqw8x?pid=MONEUCHFCQUFRSPD&lid=LSTMONEUCHFCQUFRSPDJSK7H7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_391&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONEUCHFCQUFRSPD.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,19M38AB,19M,Black,46.99 cm (18.5 inches) LED Backlit Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,No,HD,N,"LED MONITOR, CD MAUAL, WARRANTY CARD",Flat,LED,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,Mega,,,5 ms,200 nits (2D),,,0 kHz (Digital),,No,,,,,No,No,No,No,,,,50/60,"5 W (Operational), 0.3 W (Standby)","No, 0",No,Yes,Yes,,No,No,,,,,,,Yes / -5º (front) ~ 20º(rear),,75 x 75 mm,,,,No,,17 Languages,Yes,No,,,,,350 mm,2.1 kg,,57 mm,278.1 mm,1.9 kg,3 Years Onsite Warranty,3,PHYSICAL DAMAGE AND BURN CASE,3 Year,Adapter TYPE,,,
iVoomi 48.26 cm (19 inch) HD Monitor (V-L1901HD),"₹2,900",3,3 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/kyq62kw0/monitor/k/4/d/v-l1901hd-hd-19-v-l1901hd-ivoomi-original-imagaw5aww44c4ya.jpeg?q=70,https://www.flipkart.com/ivoomi-48-26-cm-19-inch-hd-monitor-v-l1901hd/p/itm5ce4ed0101955?pid=MONGAW5A7UZMZWNE&lid=LSTMONGAW5A7UZMZWNELTTWUY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_392&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGAW5A7UZMZWNE.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,V-L1901HD,,Black,"48.26 cm (19 inch) LED Backlit, IPS Panel Display",,,,,HD,,"HDMI Cable, Power Cable",Flat,720p,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malfunction,,,,,,
ASUS 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (TUF VG279QM),"₹31,999",4.3,102 Ratings & 10 Reviews,https://rukminim2.flixcart.com/image/312/312/kdnf98w0/monitor/y/t/f/vg279qm-90lm05h0-b01320-asus-original-imafug9suqantxk2.jpeg?q=70,https://www.flipkart.com/asus-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-tuf-vg279qm/p/itm34c882968c33d?pid=MONFPHKVV5EZXYTF&lid=LSTMONFPHKVV5EZXYTFIVK0EB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_393&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONFPHKVV5EZXYTF.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,TUF VG279QM,,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor, Stand, Power Cord, Power Adapter, Display Port Cable (Optional), Quick Start Guide, HDMI Cable (Optional), Warranty Card",Flat,1080p,,16.7 M Colors,"280 Hz (Analog), 280 Hz (Digital)",,,100000000:1,,,1 ms,400 nits (2D),,,,,No,,,,,"Yes, 2 Speakers",Yes,Yes,Yes,2,,,,,"Yes, 2 x v2.0 Port",No,No,Yes,0,Yes,Yes,,,,,,Yes,May-33,,100 x 100 mm,Vesa,Yes,,No,,,No,Yes,,"Incredible 280 Hz Refresh Rate, Fast IPS Display - 1 ms (GTG) Response Time, Extreme Low Motion Blur Sync, HIgh Dynamic Range (HDR) with DisplayHDR 400, Nvidia G-SYNC Compatible",624 mm,506 mm,211 mm,5.6 kg,619 mm,,,,3 Years for Casing & Panel & 1 Year for Parts & Accessories (Cables & Bundle Gift Excluded),Manufacturing Defects,Physical Damages,3 Year,,,"Audio In, Audio Out",
"MSI 60.96 cm (24 inch) Curved Full HD VA Panel with 1500R Curved display, Anti-Flicker, Less Blue Ligh...","₹11,999",3.8,6 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/w/y/z/g2422c-full-hd-27-2024-g2422c-msi-original-imahf4rxgwuzajgk.jpeg?q=70,https://www.flipkart.com/msi-60-96-cm-24-inch-curved-full-hd-va-panel-1500r-display-anti-flicker-less-blue-light-wide-color-gamut-gaming-monitor-g2422c/p/itmdfcc30e4b28ae?pid=MONHYF4FQXRYKDGG&lid=LSTMONHYF4FQXRYKDGG92PPZJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_394&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONHYF4FQXRYKDGG.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,G2422C,,Black,60.96 cm (24 inch) LCD Display,,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Display Port Cable, HDMI Cable, Power Cable, Stand, User Manual",Curved,1080p,Anti-glare,,"180 Hz (Analog), 180 Hz (Digital)",,16:09,,,,1 ms,250 nits (2D),,"sRGB, 108%",,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"SAMSUNG M8 81.28 cm (32 inch) 4K Ultra HD VA Panel AI Upscaling, Mouse & Keyboard Control, OTT Apps, I...","₹47,999",4.3,24 Ratings & 3 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/r/e/-original-imahfes3scevwp7k.jpeg?q=70,https://www.flipkart.com/samsung-m8-81-28-cm-32-inch-4k-ultra-hd-va-panel-ai-upscaling-mouse-keyboard-control-ott-apps-iot-office-365-workout-tracker-multiple-ports-speakers-remote-bluetooth-inbuilt-webcam-smart-monitor-ls32dm801uwxxl/p/itma69811b364d8d?pid=MONHF2H9PMYHGGMG&lid=LSTMONHF2H9PMYHGGMGEFRHXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_395&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONHF2H9PMYHGGMG.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,LS32DM801UWXXL,M8,Warm White,81.28 cm (32 inch) LED Display,,VA Panel,3840 x 2160 pixels,,4K Ultra HD,,"1 Monitor, Remote Controller, Power Cable, HDMI Cable, Warranty Card, User Manual",Flat,2160p,,,"60 Hz (Analog), 60 Hz (Digital)",,,3000:01:00,,,4 ms,400 nits (2D),,99%,,,,,,,,Yes,No,,Yes,,,,AC 100 - 240 V,140 W (Operational),"Yes, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
rionix zebion 55.88 cm (22 inch) HD VA Panel Monitor (22HD),"₹3,251",4,6 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/t/n/22hd-hd-22-2023-zebion-22-inch-hdmi-rionix-original-imagvhgdhgzs8qn9.jpeg?q=70,https://www.flipkart.com/rionix-zebion-55-88-cm-22-inch-hd-va-panel-monitor-22hd/p/itm5aa8f56fd9b17?pid=MONGVHGDGZ9U3EZG&lid=LSTMONGVHGDGZ9U3EZGTQUFCH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_396&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGVHGDGZ9U3EZG.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,22HD,zebion,Black,55.88 cm (22 inch) LED Display,,VA Panel,1680X1050 pixels,,HD,,MONITOR HDMI,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,"Yes, 1",,"Yes, YES",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,DAMAGED CASE WARRANTY IS NOT COVERED,DAMAGED CASE WARRANTY IS NOT COVERED,,,,,
