title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Part Number,Memory,VGA/D-SUB Output,DVI and HDMI Interface,HD Content Support,Supported OS,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Maximum Resolution,Processors and Cores,GPU Manufacturing Process,Graphics Technologies Supported,Other Interface,Shader,Cooling and Heatsink,Power Supply Required,Software Included,Dimensions,Weight,Additional Features,3D Support,Mini HDMI,Memory Bandwidth,RAMDAC Clock Speed,Other System Requirements
Enter NVIDIA E-GT610-2GD3 PCI Express 2.0 Graphics Card...,"₹1,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/l/u/3/e-gt610-2gd3-pci-express-2-0-graphics-card-64-bit-2gb-hdmi-vga-original-imagzg5rtrghzgjn.jpeg?q=70,https://www.flipkart.com/enter-nvidia-e-gt610-2gd3-pci-express-2-0-graphics-card-64-bit-2gb-hdmi-vga-2-gb-ddr3/p/itmf4d14c932b28c?pid=GRCGZG5RQARVRUCG&lid=LSTGRCGZG5RQARVRUCGEA4QA0&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_149&otracker=search&fm=organic&iid=13cc3504-aef4-4d1b-95d0-078bc357494b.GRCGZG5RQARVRUCG.SEARCH&ppt=None&ppn=None&ssid=92mez5bduo0000001738114675385&qH=ae2a487734c75ca2,2025-01-29 02:37:54,"1 GRAPHIC CARD, 1 DRIVER CD",Enter,NVIDIA GT610,810 MHz,PCI EXPRESS,E-GT610-2GD3 PCI Express 2.0 Graphics Card 64 bit 2GB HDMI VGA,EN-GT610,"64-bit, 2 GB DDR3 Memory",,1 x HDMI Output Out,,,2 YEARS,ANY TYPE OF MANUFECTURING DEFECT,PHYSICAL DAMAGE OR BURN,REPAIR OR REPLACEMENT,,,,,,,1 FAN,,,,,,,,,,
gigabtye NVIDIA ?GV-N4060GAMING OC-8GD 8 GB GDDR6 Graph...,"₹31,996",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/7/m/r/gv-n4060gaming-oc-8gd-gigabtye-original-imagsvwbbcwh4xfh.jpeg?q=70,https://www.flipkart.com/gigabtye-nvidia-gv-n4060gaming-oc-8gd-8-gb-gddr6-graphics-card/p/itm5c4a9bafb172c?pid=GRCGSVXHZGW2ETPZ&lid=LSTGRCGSVXHZGW2ETPZKV7V5S&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_153&otracker=search&fm=organic&iid=13cc3504-aef4-4d1b-95d0-078bc357494b.GRCGSVXHZGW2ETPZ.SEARCH&ppt=None&ppn=None&ssid=92mez5bduo0000001738114675385&qH=ae2a487734c75ca2,2025-01-29 02:37:54,"?GRAPHIC CARD, USERS MANUAL",gigabtye,NVIDIA GeForce RTX™ 4060,2550 MHz,?PCI-Express x16,?GV-N4060GAMING OC-8GD,?GV-N4060GAMING OC-8GD,"128-bit, 8 GB GDDR6 Memory",,,,,3 year,Manufacturing Defects,Physical Damages will Not Covered in Warranty,On-site,,,,,,,,,,,,,,,,,
MSI NVIDIA RTX 3090 VENTUS 24 GB GDDR6X Graphics Card,"₹2,04,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0lbrm80/graphics-card/5/g/x/rtx-3090-ventus-msi-original-imagccn2kczfe2cb.jpeg?q=70,https://www.flipkart.com/msi-nvidia-rtx-3090-ventus-24-gb-gddr6x-graphics-card/p/itmcdb76f1d1ef6f?pid=GRCGCCN3ZGB73GJ3&lid=LSTGRCGCCN3ZGB73GJ3ZO6ZWC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_157&otracker=search&fm=organic&iid=13cc3504-aef4-4d1b-95d0-078bc357494b.GRCGCCN3ZGB73GJ3.SEARCH&ppt=None&ppn=None&ssid=92mez5bduo0000001738114675385&qH=ae2a487734c75ca2,2025-01-29 02:37:54,Graphic Card,MSI,NVIDIA GeForce RTX 3090 VENTUS 3X 24G OC,1725 MHz,PCI Express Gen 4,RTX 3090 VENTUS,GeForce RTX 3090 VENTUS 3X 24G OC,"384-bit, 24 GB GDDR6X Memory with 1725 MHz",,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,1387 g,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:37:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:37:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹31,499",3.8,Data not available,https://rukminim2.flixcart.com/image/300/300/kwtkxow0/graphics-card/u/2/h/rtx-3060-ti-twin-edge-oc-lhr-zotac-original-imag9ez5qgsrzgcp.jpeg?q=90,URL not available,2025-01-29 02:37:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:37:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI AMD Radeon Radeon RX 6700 XT MECH 2X 12G OC 12 GB G...,"₹76,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/7/7/5/radeon-rx-6700-xt-mech-2x-12g-oc-msi-original-imagb7fnpmcfjhbr.jpeg?q=70,https://www.flipkart.com/msi-amd-radeon-rx-6700-xt-mech-2x-12g-oc-12-gb-gddr6-graphics-card/p/itmd30d77df9487e?pid=GRCGB7FCYC9GR7TZ&lid=LSTGRCGB7FCYC9GR7TZHG4WUS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_161&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGB7FCYC9GR7TZ.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,Graphic Card and user manual,MSI,AMD Radeon Radeon RX 6700 XT,2620 MHz,PCI Express Gen 4,Radeon RX 6700 XT MECH 2X 12G OC,Radeon RX 6700 XT MECH 2X 12G OC,"192-bit, 12 GB GDDR6 Memory",,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,,
ZOTAC NVIDIA GEFORCE RTX 4070 AMP AIRO 12 GB GDDR6X Gra...,"₹63,449",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/l/t/y/geforce-rtx-4070-amp-airo-zotac-original-imagra23tgrbhhgy.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-geforce-rtx-4070-amp-airo-12-gb-gddr6x-graphics-card/p/itm100f7aa6709a4?pid=GRCGRA23BZMTMZC7&lid=LSTGRCGRA23BZMTMZC7FPWA5F&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_165&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGRA23BZMTMZC7.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,Pack Of 1,ZOTAC,NVIDIA GEFORCE RTX 4070,2535 MHz,PCI Express 4.0 16x,GEFORCE RTX 4070 AMP AIRO,ZT-D40700F-10P,"192-bit, 12 GB GDDR6X Memory",,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,,
nVIDIA NVIDIA RTX3070 8 GB GDDR6 Graphics Card,"₹84,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/x/q/t/rtx3070-nvidia-original-imagvypxrbyqbnsw.jpeg?q=70,https://www.flipkart.com/nvidia-rtx3070-8-gb-gddr6-graphics-card/p/itmd0db05b20baa9?pid=GRCGVYQHGWMJTD36&lid=LSTGRCGVYQHGWMJTD36XB1INU&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_169&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGVYQHGWMJTD36.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,"HDMI cable which supplied by the manufacturer, NVDIA RTX 3070",nVIDIA,NVIDIA NVIDIA GeForce RTX 3070,1695 MHz,PCI Express 4.0,RTX3070,RTX 3070,"256-bit, 8 GB GDDR6 Memory",,,,,1 year,technical error only,physical damage/short circuit/overclocking/natural causes/no return or exchange,contact karthickeeensit@gmail.com,,,,,,,,,,,,,,,,,
ZOTAC NVIDIA RTX 3080 Ti Trinity OC 12 GB GDDR6X Graphi...,"₹96,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwpam4w0/graphics-card/c/b/x/rtx-3080-ti-trinity-oc-zotac-original-imag9bgzyqgb3pzh.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-rtx-3080-ti-trinity-oc-12-gb-gddr6x-graphics-card/p/itm3aae82c6f91a9?pid=GRCG9BJYB6XKTDDR&lid=LSTGRCG9BJYB6XKTDDRLGC1AV&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_173&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCG9BJYB6XKTDDR.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,"1 Unit of ZOTAC GAMING GeForce RTX 3080 Ti Trinity OC, 2 x Dual 6-pin to 8-pin cable, User Manual",ZOTAC,NVIDIA GeForce RTX 3080 Ti,1695 MHz,PCI Express 4.0 16x,RTX 3080 Ti Trinity OC,ZT-A30810J-10P,"384-bit, 12 GB GDDR6X Memory",,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,10240 CUDA Cores,,,,,Triple Fan Icestorm 2.0 Advanced Cooling,750 W,,63 x 120.7 x 317.8 mm,,,,,,,
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,"₹20,737",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/b/j/gaming-gefore-rtx-3050-eco-solo-zotac-original-imagxauyfknajxyt.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-gaming-gefore-rtx-3050-eco-solo-8-gb-gddr6-graphics-card/p/itm3c6132fba27cc?pid=GRCGXAUYTRCKAZ9H&lid=LSTGRCGXAUYTRCKAZ9H2QNSWY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_177&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGXAUYTRCKAZ9H.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,"ZOTAC GAMING GeForce RTX 4060 Ti 16GB Twin Edge, User Manual",ZOTAC,NVIDIA GEFORCE RTX 3050,1777 MHz,128,GAMING GEFORE RTX 3050 ECO SOLO,4895173627774,"128-bit, 8 GB GDDR6 Memory",,,,,5 Years Warranty,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO 12G LHR 12 GB...,"₹1,04,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l3929ow0/graphics-card/9/t/0/geforce-rtx-3080-gaming-z-trio-12g-lhr-msi-original-imagefyyfh4hekrs.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-3080-gaming-z-trio-12g-lhr-12-gb-gddr6x-graphics-card/p/itm52aac4a566f21?pid=GRCGEFYYK3ZDQGZK&lid=LSTGRCGEFYYK3ZDQGZKX6IIDJ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_181&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGEFYYK3ZDQGZK.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,1 Graphic Card and Manual,MSI,NVIDIA GeForce RTX 3080,18151 MHz,PCI Express Gen 4,GeForce RTX 3080 GAMING Z TRIO 12G LHR,GeForce RTX 3080 GAMING Z TRIO 12G LHR,"384-bit, 12 GB GDDR6X Memory",,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,7680 x 4320 (Digital),8960 CUDA Cores,,,,,,390 W,,323 x 140 x 56 mm,1566 g,,,,19 Gbps,,
MSI AMD Radeon RX 6700 XT 12 GB GDDR6 Graphics Card,"₹76,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0lbrm80/graphics-card/4/h/c/rx-6700-xt-msi-original-imagccm64t47xyyh.jpeg?q=70,https://www.flipkart.com/msi-amd-radeon-rx-6700-xt-12-gb-gddr6-graphics-card/p/itm258bf4cbd2fea?pid=GRCGCCM6CFMAFB7J&lid=LSTGRCGCCM6CFMAFB7JQOHUJI&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_185&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGCCM6CFMAFB7J.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,Graphic Card,MSI,AMD Radeon Radeon RX 6700 XT,2622 MHz,PCI Express Gen 4,RX 6700 XT,Radeon RX 6700 XT GAMING X 12G,"192-bit, 12 GB GDDR6 Memory with 2622 MHz",,1 x HDMI Output Out,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,3 x Display Port Out,,,230 W,,,1179 g,,,,,,
GALAX GeForce Nvidia NVIDIA RTX 3080 SG 10 GB GDDR6 Gra...,"₹81,200",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kq43iq80/graphics-card/g/b/2/rtx-3080-sg-galax-geforce-nvidia-original-imag47y7x6hbdsb9.jpeg?q=70,https://www.flipkart.com/galax-geforce-nvidia-rtx-3080-sg-10-gb-gddr6-graphics-card/p/itm87efaf0dbbbaa?pid=GRCG47Y7WFEZUDYA&lid=LSTGRCG47Y7WFEZUDYAYTTIZJ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_189&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCG47Y7WFEZUDYA.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,1 graphics card,GALAX GeForce Nvidia,NVIDIA PCI-Express x16,1725 MHz,?PCI Express x16,RTX 3080 SG,RTX 3080 SG,"64-bit, 10 GB GDDR6 Memory",,,,,3 YEARS,INTERNAL DAMAGE PARTS,LIQUID OR PHYSICAL DAMAGE,INTERNAL,,,,,,,,,,,,,,,,,
GIGABYTE AMD Radeon GV-R65XTEAGLE-4GD 4 GB GDDR6 Graphi...,"₹23,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0h1g280/graphics-card/j/i/a/gv-r65xteagle-4gd-gigabyte-original-imagc9y7y6kyegnj.jpeg?q=70,https://www.flipkart.com/gigabyte-amd-radeon-gv-r65xteagle-4gd-4-gb-gddr6-graphics-card/p/itmd2ce13e2c9971?pid=GRCGC4H4GFHWF6RH&lid=LSTGRCGC4H4GFHWF6RHJM0SHD&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_193&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGC4H4GFHWF6RH.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,"1 Graphic Card, Quick Guide",GIGABYTE,AMD Radeon Radeon RX 6500 XT,18000 MHz,PCI-E 4.0,GV-R65XTEAGLE-4GD,9VR65XTE-00-10,"64-bit, 4 GB GDDR6 Memory with 18000 MHz",,1 x HDMI Output Out,,,3 Years Warranty,Manufacturing Defects,Physical Damage,On-site,7680 x 4320 (Digital),1024 Stream Processor,,,1 x Display Port Out,,,400 W,,117 x 38 x 192 mm,,,,,144 Gbps,2815 MHz,
ZOTAC NVIDIA RTX 4070 Ti AMP AIRO Spider-Man: Across Th...,"₹81,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/q/5/rtx-4070-ti-amp-airo-spider-man-across-the-spider-verse-bundle-original-imagq2wwagymfvpv.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-rtx-4070-ti-amp-airo-spider-man-across-spider-verse-bundle-12-gb-gddr6-graphics-card/p/itm21cc06d8efbf5?pid=GRCGQ2WWW7HGHCFQ&lid=LSTGRCGQ2WWW7HGHCFQ2ELCOH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_5_197&otracker=search&fm=organic&iid=5360c897-0390-451e-be45-2e8b2678fff0.GRCGQ2WWW7HGHCFQ.SEARCH&ppt=None&ppn=None&ssid=yeci23glm80000001738114702007&qH=ae2a487734c75ca2,2025-01-29 02:38:21,1 Card,ZOTAC,NVIDIA GeForce RTX 4070 Ti,21 MHz,PCI Express 4.0 16x,RTX 4070 Ti AMP AIRO Spider-Man: Across The Spider-Verse Bundle,ZT-D40710F-10SMP,"192-bit, 12 GB GDDR6 Memory",,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,IceStorm 2.0 Advanced Cooling,,,58.5 x 125.2 x 307.7 mm,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹429,3.6,Data not available,https://rukminim2.flixcart.com/image/300/300/kq2o2vk0/graphics-card/v/o/0/16x-to-1x-powered-pcie-riser-adapter-card-60cm-usb-3-0-extension-original-imag4669dqdfhx5g.jpeg?q=90,URL not available,2025-01-29 02:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM ...,"₹98,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/g/j/geforce-rtx-4070-ti-super-16g-gaming-x-slim-msi-original-imah78h83d783sh3.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-gaming-x-slim-16-gb-gddr6-graphics-card/p/itma85e129e124ca?pid=GRCH77HEA8VM5NH2&lid=LSTGRCH77HEA8VM5NH2HL3ANP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_201&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCH77HEA8VM5NH2.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,1 (GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2685 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,307 x 51 x 125 mm,1676 g,Good Quality Product,,,,,
MSI NVIDIA GeForce RTX 3060 VENTUS 2X 12G OC 12 GB GDDR...,"₹29,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/p/n/a/geforce-rtx-3060-ventus-2x-12g-oc-msi-original-imah78hnjzzzk2mx.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-3060-ventus-2x-12g-oc-12-gb-gddr6-graphics-card/p/itm61b36b8567d4d?pid=GRCH77HDU3GQGQYC&lid=LSTGRCH77HDU3GQGQYCX8CHL3&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_205&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCH77HDU3GQGQYC.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,1 (GeForce RTX 3060 VENTUS 2X 12G OC ),MSI,NVIDIA NVIDIA® GeForce RTX™ 3060,1807 MHz,PCI Express Gen 4,GeForce RTX 3060 VENTUS 2X 12G OC,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,235 x 42 x 124 mm,1030 g,Good Quality Product,,,,,
ZOTAC NVIDIA RTX 3060 AMP White Edition 12 GB GDDR6 Gra...,"₹32,609",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwtkxow0/graphics-card/a/0/4/rtx-3060-amp-white-edition-zotac-original-imag9ezfqdvmtgvj.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-rtx-3060-amp-white-12-gb-gddr6-graphics-card/p/itm79c33d990fead?pid=GRCG9EZ4FWMRMVBQ&lid=LSTGRCG9EZ4FWMRMVBQVXOHDU&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_209&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCG9EZ4FWMRMVBQ.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,"1 Unit of ZOTAC GAMING GeForce RTX 3060 AMP White Edition, 2 x Dual 6-pin to 8-pin cable, User Manual",ZOTAC,NVIDIA GeForce RTX 3060,1867 MHz,PCI Express 4.0 16x,RTX 3060 AMP White Edition,ZT-A30600F-10P,"192-bit, 12 GB GDDR6 Memory",,,,,5 Years Warranty : 3 Years Standard and 2 Years Extended Warranty on Registration,Complete Product Warranty,"Tampers, defaces, or removes any stickers containing product identification information such as model number, serial number, or part number. Tampers, defaces, or removes any stickers indicating void warranty if broken. Causes defects through improper usage, failure to comply with operations, inappropriate operating conditions, or unapproved repairs or modifications. Causes defects through accidents, acts of God, acts of nature, negligence, liquid immersion, or improper ventilation. Knowingly and willingly attempt to defraud the validity of a claim.",Carry-in Warranty,,,,,,,,,,,,,,,,,
Sapphire AMD/ATI 11322-02-20G 24 GB GDDR6 Graphics Card,"₹1,00,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/0/i/11322-02-20g-sapphire-original-imahfehcfgfhwyuj.jpeg?q=70,https://www.flipkart.com/sapphire-amd-ati-11322-02-20g-24-gb-gddr6-graphics-card/p/itm1d6862ef4fd31?pid=GRCGY988ZQVYUFSZ&lid=LSTGRCGY988ZQVYUFSZPITQTO&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_213&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCGY988ZQVYUFSZ.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,"1 Graphics Card, User Manual, Warranty Card",Sapphire,AMD/ATI RX 7900 XTX,2525 MHz,384 Bit DDR6,11322-02-20G,PULSE AMD RADEON� RX 7900 XTX,"192-bit, 24 GB GDDR6 Memory",,,,,2 Years Warranty,Manufaturing Defects,Physical Damages,In Case Any Query Customer Needs to Mail Us at Service@arkinfo.in,,,,,,,,800 W,Driver,,,,,,20 Gbps,,
